TIME + ID,,,,INPUTS,,,,,,OUTPUTS,,,,,
LineNr,ID,Time scheduled [hh::mm],,Rotor speed [% rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Shell [-],,Time measured  [hh::mm],Rotor speed [rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Defl. Angle [deg]
428,75-0-8-51-,12:03,,75,0,8,51,,,,,,,,
429,75-0-8-54-,12:04,,75,0,8,54,,,,,,,,
430,75-0-8-57-,12:04,,75,0,8,57,,,,,,,,
431,75-0-8-60-,12:05,,75,0,8,60,,,,,,,,
432,75-0-8-63-,12:05,,75,0,8,63,,,,,,,,
433,75-0-8-66-,12:06,,75,0,8,66,,,,,,,,
434,75-0-8-69-,12:06,,75,0,8,69,,,,,,,,
435,75-0-8-72-,12:07,,75,0,8,72,,,,,,,,
436,75-0-8-75-,12:07,,75,0,8,75,,,,,,,,
437,75-0-8-78-,12:08,,75,0,8,78,,,,,,,,
438,75-0-8-81-,12:08,,75,0,8,81,,,,,,,,
439,75-0-8-84-,12:09,,75,0,8,84,,,,,,,,
440,75-0-8-87-,12:09,,75,0,8,87,,,,,,,,
441,80-0-8-30-,12:10,,80,0,8,30,,,,,,,,
442,80-0-8-33-,12:10,,80,0,8,33,,,,,,,,
443,80-0-8-36-,12:11,,80,0,8,36,,,,,,,,
444,80-0-8-39-,12:11,,80,0,8,39,,,,,,,,
445,80-0-8-42-,12:12,,80,0,8,42,,,,,,,,
446,80-0-8-45-,12:12,,80,0,8,45,,,,,,,,
447,80-0-8-48-,12:13,,80,0,8,48,,,,,,,,
448,80-0-8-51-,12:13,,80,0,8,51,,,,,,,,
449,80-0-8-54-,12:14,,80,0,8,54,,,,,,,,
450,80-0-8-57-,12:14,,80,0,8,57,,,,,,,,
451,80-0-8-60-,12:15,,80,0,8,60,,,,,,,,
452,80-0-8-63-,12:15,,80,0,8,63,,,,,,,,
453,80-0-8-66-,12:16,,80,0,8,66,,,,,,,,
454,80-0-8-69-,12:16,,80,0,8,69,,,,,,,,
455,80-0-8-72-,12:17,,80,0,8,72,,,,,,,,
456,80-0-8-75-,12:17,,80,0,8,75,,,,,,,,
457,80-0-8-78-,12:18,,80,0,8,78,,,,,,,,
458,80-0-8-81-,12:18,,80,0,8,81,,,,,,,,
459,80-0-8-84-,12:19,,80,0,8,84,,,,,,,,
460,80-0-8-87-,12:19,,80,0,8,87,,,,,,,,
461,85-0-8-30-,12:20,,85,0,8,30,,,,,,,,
462,85-0-8-33-,12:20,,85,0,8,33,,,,,,,,
463,85-0-8-36-,12:21,,85,0,8,36,,,,,,,,
464,85-0-8-39-,12:21,,85,0,8,39,,,,,,,,
465,85-0-8-42-,12:22,,85,0,8,42,,,,,,,,
466,85-0-8-45-,12:22,,85,0,8,45,,,,,,,,
467,85-0-8-48-,12:23,,85,0,8,48,,,,,,,,
468,85-0-8-51-,12:23,,85,0,8,51,,,,,,,,
469,85-0-8-54-,12:24,,85,0,8,54,,,,,,,,
470,85-0-8-57-,12:24,,85,0,8,57,,,,,,,,
471,85-0-8-60-,12:25,,85,0,8,60,,,,,,,,
472,85-0-8-63-,12:25,,85,0,8,63,,,,,,,,
473,85-0-8-66-,12:26,,85,0,8,66,,,,,,,,
474,85-0-8-69-,12:26,,85,0,8,69,,,,,,,,
475,85-0-8-72-,12:27,,85,0,8,72,,,,,,,,
476,85-0-8-75-,12:27,,85,0,8,75,,,,,,,,
477,85-0-8-78-,12:28,,85,0,8,78,,,,,,,,
478,85-0-8-81-,12:28,,85,0,8,81,,,,,,,,
479,85-0-8-84-,12:29,,85,0,8,84,,,,,,,,
480,85-0-8-87-,12:29,,85,0,8,87,,,,,,,,
481,90-0-8-30-,14:00,,90,0,8,30,,,,,,,,
482,90-0-8-33-,14:00,,90,0,8,33,,,,,,,,
483,90-0-8-36-,14:01,,90,0,8,36,,,,,,,,
484,90-0-8-39-,14:01,,90,0,8,39,,,,,,,,
485,90-0-8-42-,14:02,,90,0,8,42,,,,,,,,
486,90-0-8-45-,14:02,,90,0,8,45,,,,,,,,
487,90-0-8-48-,14:03,,90,0,8,48,,,,,,,,
488,90-0-8-51-,14:03,,90,0,8,51,,,,,,,,
489,90-0-8-54-,14:04,,90,0,8,54,,,,,,,,
490,90-0-8-57-,14:04,,90,0,8,57,,,,,,,,
491,90-0-8-60-,14:05,,90,0,8,60,,,,,,,,
492,90-0-8-63-,14:05,,90,0,8,63,,,,,,,,
493,90-0-8-66-,14:06,,90,0,8,66,,,,,,,,
494,90-0-8-69-,14:06,,90,0,8,69,,,,,,,,
495,90-0-8-72-,14:07,,90,0,8,72,,,,,,,,
496,90-0-8-75-,14:07,,90,0,8,75,,,,,,,,
497,90-0-8-78-,14:08,,90,0,8,78,,,,,,,,
498,90-0-8-81-,14:08,,90,0,8,81,,,,,,,,
499,90-0-8-84-,14:09,,90,0,8,84,,,,,,,,
500,90-0-8-87-,14:09,,90,0,8,87,,,,,,,,
501,95-0-8-30-,14:10,,95,0,8,30,,,,,,,,
502,95-0-8-33-,14:10,,95,0,8,33,,,,,,,,
503,95-0-8-36-,14:11,,95,0,8,36,,,,,,,,
504,95-0-8-39-,14:11,,95,0,8,39,,,,,,,,
505,95-0-8-42-,14:12,,95,0,8,42,,,,,,,,
506,95-0-8-45-,14:12,,95,0,8,45,,,,,,,,
507,95-0-8-48-,14:13,,95,0,8,48,,,,,,,,
508,95-0-8-51-,14:13,,95,0,8,51,,,,,,,,
509,95-0-8-54-,14:14,,95,0,8,54,,,,,,,,
510,95-0-8-57-,14:14,,95,0,8,57,,,,,,,,
511,95-0-8-60-,14:15,,95,0,8,60,,,,,,,,
512,95-0-8-63-,14:15,,95,0,8,63,,,,,,,,
513,95-0-8-66-,14:16,,95,0,8,66,,,,,,,,
514,95-0-8-69-,14:16,,95,0,8,69,,,,,,,,
515,95-0-8-72-,14:17,,95,0,8,72,,,,,,,,
516,95-0-8-75-,14:17,,95,0,8,75,,,,,,,,
517,95-0-8-78-,14:18,,95,0,8,78,,,,,,,,
518,95-0-8-81-,14:18,,95,0,8,81,,,,,,,,
519,95-0-8-84-,14:19,,95,0,8,84,,,,,,,,
520,95-0-8-87-,14:19,,95,0,8,87,,,,,,,,
521,100-0-8-30-,14:20,,100,0,8,30,,,,,,,,
522,100-0-8-33-,14:20,,100,0,8,33,,,,,,,,
523,100-0-8-36-,14:21,,100,0,8,36,,,,,,,,
524,100-0-8-39-,14:21,,100,0,8,39,,,,,,,,
525,100-0-8-42-,14:22,,100,0,8,42,,,,,,,,
526,100-0-8-45-,14:22,,100,0,8,45,,,,,,,,
527,100-0-8-48-,14:23,,100,0,8,48,,,,,,,,
528,100-0-8-51-,14:23,,100,0,8,51,,,,,,,,
529,100-0-8-54-,14:24,,100,0,8,54,,,,,,,,
530,100-0-8-57-,14:24,,100,0,8,57,,,,,,,,
531,100-0-8-60-,14:25,,100,0,8,60,,,,,,,,
532,100-0-8-63-,14:25,,100,0,8,63,,,,,,,,
533,100-0-8-66-,14:26,,100,0,8,66,,,,,,,,
534,100-0-8-69-,14:26,,100,0,8,69,,,,,,,,
535,100-0-8-72-,14:27,,100,0,8,72,,,,,,,,
536,100-0-8-75-,14:27,,100,0,8,75,,,,,,,,
537,100-0-8-78-,14:28,,100,0,8,78,,,,,,,,
538,100-0-8-81-,14:28,,100,0,8,81,,,,,,,,
539,100-0-8-84-,14:29,,100,0,8,84,,,,,,,,
540,100-0-8-87-,14:29,,100,0,8,87,,,,,,,,
541,60-0-10-30-,14:30,,60,0,10,30,,,,,,,,
542,60-0-10-33-,14:30,,60,0,10,33,,,,,,,,
543,60-0-10-36-,14:31,,60,0,10,36,,,,,,,,
544,60-0-10-39-,14:31,,60,0,10,39,,,,,,,,
545,60-0-10-42-,14:32,,60,0,10,42,,,,,,,,
546,60-0-10-45-,14:32,,60,0,10,45,,,,,,,,
547,60-0-10-48-,14:33,,60,0,10,48,,,,,,,,
548,60-0-10-51-,14:33,,60,0,10,51,,,,,,,,
549,60-0-10-54-,14:34,,60,0,10,54,,,,,,,,
550,60-0-10-57-,14:34,,60,0,10,57,,,,,,,,
551,60-0-10-60-,14:35,,60,0,10,60,,,,,,,,
552,60-0-10-63-,14:35,,60,0,10,63,,,,,,,,
553,60-0-10-66-,14:36,,60,0,10,66,,,,,,,,
554,60-0-10-69-,14:36,,60,0,10,69,,,,,,,,
555,60-0-10-72-,14:37,,60,0,10,72,,,,,,,,
556,60-0-10-75-,14:37,,60,0,10,75,,,,,,,,
557,60-0-10-78-,14:38,,60,0,10,78,,,,,,,,
558,60-0-10-81-,14:38,,60,0,10,81,,,,,,,,
559,60-0-10-84-,14:39,,60,0,10,84,,,,,,,,
560,60-0-10-87-,14:39,,60,0,10,87,,,,,,,,
561,65-0-10-30-,14:40,,65,0,10,30,,,,,,,,
562,65-0-10-33-,14:40,,65,0,10,33,,,,,,,,
563,65-0-10-36-,14:41,,65,0,10,36,,,,,,,,
564,65-0-10-39-,14:41,,65,0,10,39,,,,,,,,
565,65-0-10-42-,14:42,,65,0,10,42,,,,,,,,
566,65-0-10-45-,14:42,,65,0,10,45,,,,,,,,
567,65-0-10-48-,14:43,,65,0,10,48,,,,,,,,
568,65-0-10-51-,14:43,,65,0,10,51,,,,,,,,
569,65-0-10-54-,14:44,,65,0,10,54,,,,,,,,
570,65-0-10-57-,14:44,,65,0,10,57,,,,,,,,
571,65-0-10-60-,14:45,,65,0,10,60,,,,,,,,
572,65-0-10-63-,14:45,,65,0,10,63,,,,,,,,
573,65-0-10-66-,14:46,,65,0,10,66,,,,,,,,
574,65-0-10-69-,14:46,,65,0,10,69,,,,,,,,
575,65-0-10-72-,14:47,,65,0,10,72,,,,,,,,
576,65-0-10-75-,14:47,,65,0,10,75,,,,,,,,
577,65-0-10-78-,14:48,,65,0,10,78,,,,,,,,
578,65-0-10-81-,14:48,,65,0,10,81,,,,,,,,
579,65-0-10-84-,14:49,,65,0,10,84,,,,,,,,
580,65-0-10-87-,14:49,,65,0,10,87,,,,,,,,
581,70-0-10-30-,14:50,,70,0,10,30,,,,,,,,
582,70-0-10-33-,14:50,,70,0,10,33,,,,,,,,
583,70-0-10-36-,14:51,,70,0,10,36,,,,,,,,
584,70-0-10-39-,14:51,,70,0,10,39,,,,,,,,
585,70-0-10-42-,14:52,,70,0,10,42,,,,,,,,
586,70-0-10-45-,14:52,,70,0,10,45,,,,,,,,
587,70-0-10-48-,14:53,,70,0,10,48,,,,,,,,
588,70-0-10-51-,14:53,,70,0,10,51,,,,,,,,
589,70-0-10-54-,14:54,,70,0,10,54,,,,,,,,
590,70-0-10-57-,14:54,,70,0,10,57,,,,,,,,
591,70-0-10-60-,14:55,,70,0,10,60,,,,,,,,
592,70-0-10-63-,14:55,,70,0,10,63,,,,,,,,
593,70-0-10-66-,14:56,,70,0,10,66,,,,,,,,
594,70-0-10-69-,14:56,,70,0,10,69,,,,,,,,
595,70-0-10-72-,14:57,,70,0,10,72,,,,,,,,
596,70-0-10-75-,14:57,,70,0,10,75,,,,,,,,
597,70-0-10-78-,14:58,,70,0,10,78,,,,,,,,
598,70-0-10-81-,14:58,,70,0,10,81,,,,,,,,
599,70-0-10-84-,14:59,,70,0,10,84,,,,,,,,
600,70-0-10-87-,14:59,,70,0,10,87,,,,,,,,
601,75-0-10-30-,15:00,,75,0,10,30,,,,,,,,
602,75-0-10-33-,15:00,,75,0,10,33,,,,,,,,
603,75-0-10-36-,15:01,,75,0,10,36,,,,,,,,
604,75-0-10-39-,15:01,,75,0,10,39,,,,,,,,
605,75-0-10-42-,15:02,,75,0,10,42,,,,,,,,
606,75-0-10-45-,15:02,,75,0,10,45,,,,,,,,
607,75-0-10-48-,15:03,,75,0,10,48,,,,,,,,
608,75-0-10-51-,15:03,,75,0,10,51,,,,,,,,
609,75-0-10-54-,15:04,,75,0,10,54,,,,,,,,
610,75-0-10-57-,15:04,,75,0,10,57,,,,,,,,
611,75-0-10-60-,15:05,,75,0,10,60,,,,,,,,
612,75-0-10-63-,15:05,,75,0,10,63,,,,,,,,
613,75-0-10-66-,15:06,,75,0,10,66,,,,,,,,
614,75-0-10-69-,15:06,,75,0,10,69,,,,,,,,
615,75-0-10-72-,15:07,,75,0,10,72,,,,,,,,
616,75-0-10-75-,15:07,,75,0,10,75,,,,,,,,
617,75-0-10-78-,15:08,,75,0,10,78,,,,,,,,
618,75-0-10-81-,15:08,,75,0,10,81,,,,,,,,
619,75-0-10-84-,15:09,,75,0,10,84,,,,,,,,
620,75-0-10-87-,15:09,,75,0,10,87,,,,,,,,
621,80-0-10-30-,15:10,,80,0,10,30,,,,,,,,
622,80-0-10-33-,15:10,,80,0,10,33,,,,,,,,
623,80-0-10-36-,15:11,,80,0,10,36,,,,,,,,
624,80-0-10-39-,15:11,,80,0,10,39,,,,,,,,
625,80-0-10-42-,15:12,,80,0,10,42,,,,,,,,
626,80-0-10-45-,15:12,,80,0,10,45,,,,,,,,
627,80-0-10-48-,15:13,,80,0,10,48,,,,,,,,
628,80-0-10-51-,15:13,,80,0,10,51,,,,,,,,
629,80-0-10-54-,15:14,,80,0,10,54,,,,,,,,
630,80-0-10-57-,15:14,,80,0,10,57,,,,,,,,
631,80-0-10-60-,15:15,,80,0,10,60,,,,,,,,
632,80-0-10-63-,15:15,,80,0,10,63,,,,,,,,
633,80-0-10-66-,15:16,,80,0,10,66,,,,,,,,
634,80-0-10-69-,15:16,,80,0,10,69,,,,,,,,
635,80-0-10-72-,15:17,,80,0,10,72,,,,,,,,
636,80-0-10-75-,15:17,,80,0,10,75,,,,,,,,
637,80-0-10-78-,15:18,,80,0,10,78,,,,,,,,
638,80-0-10-81-,15:18,,80,0,10,81,,,,,,,,
639,80-0-10-84-,15:19,,80,0,10,84,,,,,,,,
640,80-0-10-87-,15:19,,80,0,10,87,,,,,,,,
641,85-0-10-30-,15:20,,85,0,10,30,,,,,,,,
642,85-0-10-33-,15:20,,85,0,10,33,,,,,,,,
643,85-0-10-36-,15:21,,85,0,10,36,,,,,,,,
644,85-0-10-39-,15:21,,85,0,10,39,,,,,,,,
645,85-0-10-42-,15:22,,85,0,10,42,,,,,,,,
646,85-0-10-45-,15:22,,85,0,10,45,,,,,,,,
647,85-0-10-48-,15:23,,85,0,10,48,,,,,,,,
648,85-0-10-51-,15:23,,85,0,10,51,,,,,,,,
649,85-0-10-54-,15:24,,85,0,10,54,,,,,,,,
650,85-0-10-57-,15:24,,85,0,10,57,,,,,,,,
651,85-0-10-60-,15:25,,85,0,10,60,,,,,,,,
652,85-0-10-63-,15:25,,85,0,10,63,,,,,,,,
653,85-0-10-66-,15:26,,85,0,10,66,,,,,,,,
654,85-0-10-69-,15:26,,85,0,10,69,,,,,,,,
655,85-0-10-72-,15:27,,85,0,10,72,,,,,,,,
656,85-0-10-75-,15:27,,85,0,10,75,,,,,,,,
657,85-0-10-78-,15:28,,85,0,10,78,,,,,,,,
658,85-0-10-81-,15:28,,85,0,10,81,,,,,,,,
659,85-0-10-84-,15:29,,85,0,10,84,,,,,,,,
660,85-0-10-87-,15:29,,85,0,10,87,,,,,,,,
661,90-0-10-30-,15:30,,90,0,10,30,,,,,,,,
662,90-0-10-33-,15:30,,90,0,10,33,,,,,,,,
663,90-0-10-36-,15:31,,90,0,10,36,,,,,,,,
664,90-0-10-39-,15:31,,90,0,10,39,,,,,,,,
665,90-0-10-42-,15:32,,90,0,10,42,,,,,,,,
666,90-0-10-45-,15:32,,90,0,10,45,,,,,,,,
667,90-0-10-48-,15:33,,90,0,10,48,,,,,,,,
668,90-0-10-51-,15:33,,90,0,10,51,,,,,,,,
669,90-0-10-54-,15:34,,90,0,10,54,,,,,,,,
670,90-0-10-57-,15:34,,90,0,10,57,,,,,,,,
671,90-0-10-60-,15:35,,90,0,10,60,,,,,,,,
672,90-0-10-63-,15:35,,90,0,10,63,,,,,,,,
673,90-0-10-66-,15:36,,90,0,10,66,,,,,,,,
674,90-0-10-69-,15:36,,90,0,10,69,,,,,,,,
675,90-0-10-72-,15:37,,90,0,10,72,,,,,,,,
676,90-0-10-75-,15:37,,90,0,10,75,,,,,,,,
677,90-0-10-78-,15:38,,90,0,10,78,,,,,,,,
678,90-0-10-81-,15:38,,90,0,10,81,,,,,,,,
679,90-0-10-84-,15:39,,90,0,10,84,,,,,,,,
680,90-0-10-87-,15:39,,90,0,10,87,,,,,,,,
681,95-0-10-30-,15:40,,95,0,10,30,,,,,,,,
682,95-0-10-33-,15:40,,95,0,10,33,,,,,,,,
683,95-0-10-36-,15:41,,95,0,10,36,,,,,,,,
684,95-0-10-39-,15:41,,95,0,10,39,,,,,,,,
685,95-0-10-42-,15:42,,95,0,10,42,,,,,,,,
686,95-0-10-45-,15:42,,95,0,10,45,,,,,,,,
687,95-0-10-48-,15:43,,95,0,10,48,,,,,,,,
688,95-0-10-51-,15:43,,95,0,10,51,,,,,,,,
689,95-0-10-54-,15:44,,95,0,10,54,,,,,,,,
690,95-0-10-57-,15:44,,95,0,10,57,,,,,,,,
691,95-0-10-60-,15:45,,95,0,10,60,,,,,,,,
692,95-0-10-63-,15:45,,95,0,10,63,,,,,,,,
693,95-0-10-66-,15:46,,95,0,10,66,,,,,,,,
694,95-0-10-69-,15:46,,95,0,10,69,,,,,,,,
695,95-0-10-72-,15:47,,95,0,10,72,,,,,,,,
696,95-0-10-75-,15:47,,95,0,10,75,,,,,,,,
697,95-0-10-78-,15:48,,95,0,10,78,,,,,,,,
698,95-0-10-81-,15:48,,95,0,10,81,,,,,,,,
699,95-0-10-84-,15:49,,95,0,10,84,,,,,,,,
700,95-0-10-87-,15:49,,95,0,10,87,,,,,,,,
701,100-0-10-30-,15:50,,100,0,10,30,,,,,,,,
702,100-0-10-33-,15:50,,100,0,10,33,,,,,,,,
703,100-0-10-36-,15:51,,100,0,10,36,,,,,,,,
704,100-0-10-39-,15:51,,100,0,10,39,,,,,,,,
705,100-0-10-42-,15:52,,100,0,10,42,,,,,,,,
706,100-0-10-45-,15:52,,100,0,10,45,,,,,,,,
707,100-0-10-48-,15:53,,100,0,10,48,,,,,,,,
708,100-0-10-51-,15:53,,100,0,10,51,,,,,,,,
709,100-0-10-54-,15:54,,100,0,10,54,,,,,,,,
710,100-0-10-57-,15:54,,100,0,10,57,,,,,,,,
711,100-0-10-60-,15:55,,100,0,10,60,,,,,,,,
712,100-0-10-63-,15:55,,100,0,10,63,,,,,,,,
713,100-0-10-66-,15:56,,100,0,10,66,,,,,,,,
714,100-0-10-69-,15:56,,100,0,10,69,,,,,,,,
715,100-0-10-72-,15:57,,100,0,10,72,,,,,,,,
716,100-0-10-75-,15:57,,100,0,10,75,,,,,,,,
717,100-0-10-78-,15:58,,100,0,10,78,,,,,,,,
718,100-0-10-81-,15:58,,100,0,10,81,,,,,,,,
719,100-0-10-84-,15:59,,100,0,10,84,,,,,,,,
720,100-0-10-87-,15:59,,100,0,10,87,,,,,,,,
721,60-0-12-30-,16:00,,60,0,12,30,,,,,,,,
722,60-0-12-33-,16:00,,60,0,12,33,,,,,,,,
723,60-0-12-36-,16:01,,60,0,12,36,,,,,,,,
724,60-0-12-39-,16:01,,60,0,12,39,,,,,,,,
725,60-0-12-42-,16:02,,60,0,12,42,,,,,,,,
726,60-0-12-45-,16:02,,60,0,12,45,,,,,,,,
727,60-0-12-48-,16:03,,60,0,12,48,,,,,,,,
728,60-0-12-51-,16:03,,60,0,12,51,,,,,,,,
729,60-0-12-54-,16:04,,60,0,12,54,,,,,,,,
730,60-0-12-57-,16:04,,60,0,12,57,,,,,,,,
731,60-0-12-60-,16:05,,60,0,12,60,,,,,,,,
732,60-0-12-63-,16:05,,60,0,12,63,,,,,,,,
733,60-0-12-66-,16:06,,60,0,12,66,,,,,,,,
734,60-0-12-69-,16:06,,60,0,12,69,,,,,,,,
735,60-0-12-72-,16:07,,60,0,12,72,,,,,,,,
736,60-0-12-75-,16:07,,60,0,12,75,,,,,,,,
737,60-0-12-78-,16:08,,60,0,12,78,,,,,,,,
738,60-0-12-81-,16:08,,60,0,12,81,,,,,,,,
739,60-0-12-84-,16:09,,60,0,12,84,,,,,,,,
740,60-0-12-87-,16:09,,60,0,12,87,,,,,,,,
741,65-0-12-30-,16:10,,65,0,12,30,,,,,,,,
742,65-0-12-33-,16:10,,65,0,12,33,,,,,,,,
743,65-0-12-36-,16:11,,65,0,12,36,,,,,,,,
744,65-0-12-39-,16:11,,65,0,12,39,,,,,,,,
745,65-0-12-42-,16:12,,65,0,12,42,,,,,,,,
746,65-0-12-45-,16:12,,65,0,12,45,,,,,,,,
747,65-0-12-48-,16:13,,65,0,12,48,,,,,,,,
748,65-0-12-51-,16:13,,65,0,12,51,,,,,,,,
749,65-0-12-54-,16:14,,65,0,12,54,,,,,,,,
750,65-0-12-57-,16:14,,65,0,12,57,,,,,,,,
751,65-0-12-60-,16:15,,65,0,12,60,,,,,,,,
752,65-0-12-63-,16:15,,65,0,12,63,,,,,,,,
753,65-0-12-66-,16:16,,65,0,12,66,,,,,,,,
754,65-0-12-69-,16:16,,65,0,12,69,,,,,,,,
755,65-0-12-72-,16:17,,65,0,12,72,,,,,,,,
756,65-0-12-75-,16:17,,65,0,12,75,,,,,,,,
757,65-0-12-78-,16:18,,65,0,12,78,,,,,,,,
758,65-0-12-81-,16:18,,65,0,12,81,,,,,,,,
759,65-0-12-84-,16:19,,65,0,12,84,,,,,,,,
760,65-0-12-87-,16:19,,65,0,12,87,,,,,,,,
761,70-0-12-30-,16:20,,70,0,12,30,,,,,,,,
762,70-0-12-33-,16:20,,70,0,12,33,,,,,,,,
763,70-0-12-36-,16:21,,70,0,12,36,,,,,,,,
764,70-0-12-39-,16:21,,70,0,12,39,,,,,,,,
765,70-0-12-42-,16:22,,70,0,12,42,,,,,,,,
766,70-0-12-45-,16:22,,70,0,12,45,,,,,,,,
767,70-0-12-48-,16:23,,70,0,12,48,,,,,,,,
768,70-0-12-51-,16:23,,70,0,12,51,,,,,,,,
769,70-0-12-54-,16:24,,70,0,12,54,,,,,,,,
770,70-0-12-57-,16:24,,70,0,12,57,,,,,,,,
771,70-0-12-60-,16:25,,70,0,12,60,,,,,,,,
772,70-0-12-63-,16:25,,70,0,12,63,,,,,,,,
773,70-0-12-66-,16:26,,70,0,12,66,,,,,,,,
774,70-0-12-69-,16:26,,70,0,12,69,,,,,,,,
775,70-0-12-72-,16:27,,70,0,12,72,,,,,,,,
776,70-0-12-75-,16:27,,70,0,12,75,,,,,,,,
777,70-0-12-78-,16:28,,70,0,12,78,,,,,,,,
778,70-0-12-81-,16:28,,70,0,12,81,,,,,,,,
779,70-0-12-84-,16:29,,70,0,12,84,,,,,,,,
780,70-0-12-87-,16:29,,70,0,12,87,,,,,,,,
781,75-0-12-30-,16:30,,75,0,12,30,,,,,,,,
782,75-0-12-33-,16:30,,75,0,12,33,,,,,,,,
783,75-0-12-36-,16:31,,75,0,12,36,,,,,,,,
784,75-0-12-39-,16:31,,75,0,12,39,,,,,,,,
785,75-0-12-42-,16:32,,75,0,12,42,,,,,,,,
786,75-0-12-45-,16:32,,75,0,12,45,,,,,,,,
787,75-0-12-48-,16:33,,75,0,12,48,,,,,,,,
788,75-0-12-51-,16:33,,75,0,12,51,,,,,,,,
789,75-0-12-54-,16:34,,75,0,12,54,,,,,,,,
790,75-0-12-57-,16:34,,75,0,12,57,,,,,,,,
791,75-0-12-60-,16:35,,75,0,12,60,,,,,,,,
792,75-0-12-63-,16:35,,75,0,12,63,,,,,,,,
793,75-0-12-66-,16:36,,75,0,12,66,,,,,,,,
794,75-0-12-69-,16:36,,75,0,12,69,,,,,,,,
795,75-0-12-72-,16:37,,75,0,12,72,,,,,,,,
796,75-0-12-75-,16:37,,75,0,12,75,,,,,,,,
797,75-0-12-78-,16:38,,75,0,12,78,,,,,,,,
798,75-0-12-81-,16:38,,75,0,12,81,,,,,,,,
799,75-0-12-84-,16:39,,75,0,12,84,,,,,,,,
800,75-0-12-87-,16:39,,75,0,12,87,,,,,,,,
801,80-0-12-30-,16:40,,80,0,12,30,,,,,,,,
802,80-0-12-33-,16:40,,80,0,12,33,,,,,,,,
803,80-0-12-36-,16:41,,80,0,12,36,,,,,,,,
804,80-0-12-39-,16:41,,80,0,12,39,,,,,,,,
805,80-0-12-42-,16:42,,80,0,12,42,,,,,,,,
806,80-0-12-45-,16:42,,80,0,12,45,,,,,,,,
807,80-0-12-48-,16:43,,80,0,12,48,,,,,,,,
808,80-0-12-51-,16:43,,80,0,12,51,,,,,,,,
809,80-0-12-54-,16:44,,80,0,12,54,,,,,,,,
810,80-0-12-57-,16:44,,80,0,12,57,,,,,,,,
811,80-0-12-60-,16:45,,80,0,12,60,,,,,,,,
812,80-0-12-63-,16:45,,80,0,12,63,,,,,,,,
813,80-0-12-66-,16:46,,80,0,12,66,,,,,,,,
814,80-0-12-69-,16:46,,80,0,12,69,,,,,,,,
815,80-0-12-72-,16:47,,80,0,12,72,,,,,,,,
816,80-0-12-75-,16:47,,80,0,12,75,,,,,,,,
817,80-0-12-78-,16:48,,80,0,12,78,,,,,,,,
818,80-0-12-81-,16:48,,80,0,12,81,,,,,,,,
819,80-0-12-84-,16:49,,80,0,12,84,,,,,,,,
820,80-0-12-87-,16:49,,80,0,12,87,,,,,,,,
821,85-0-12-30-,16:50,,85,0,12,30,,,,,,,,
822,85-0-12-33-,16:50,,85,0,12,33,,,,,,,,
823,85-0-12-36-,16:51,,85,0,12,36,,,,,,,,
824,85-0-12-39-,16:51,,85,0,12,39,,,,,,,,
825,85-0-12-42-,16:52,,85,0,12,42,,,,,,,,
826,85-0-12-45-,16:52,,85,0,12,45,,,,,,,,
827,85-0-12-48-,16:53,,85,0,12,48,,,,,,,,
828,85-0-12-51-,16:53,,85,0,12,51,,,,,,,,
829,85-0-12-54-,16:54,,85,0,12,54,,,,,,,,
830,85-0-12-57-,16:54,,85,0,12,57,,,,,,,,
831,85-0-12-60-,16:55,,85,0,12,60,,,,,,,,
832,85-0-12-63-,16:55,,85,0,12,63,,,,,,,,
833,85-0-12-66-,16:56,,85,0,12,66,,,,,,,,
834,85-0-12-69-,16:56,,85,0,12,69,,,,,,,,
835,85-0-12-72-,16:57,,85,0,12,72,,,,,,,,
836,85-0-12-75-,16:57,,85,0,12,75,,,,,,,,
837,85-0-12-78-,16:58,,85,0,12,78,,,,,,,,
838,85-0-12-81-,16:58,,85,0,12,81,,,,,,,,
839,85-0-12-84-,16:59,,85,0,12,84,,,,,,,,
840,85-0-12-87-,16:59,,85,0,12,87,,,,,,,,
841,90-0-12-30-,17:00,,90,0,12,30,,,,,,,,
842,90-0-12-33-,17:00,,90,0,12,33,,,,,,,,
843,90-0-12-36-,17:01,,90,0,12,36,,,,,,,,
844,90-0-12-39-,17:01,,90,0,12,39,,,,,,,,
845,90-0-12-42-,17:02,,90,0,12,42,,,,,,,,
846,90-0-12-45-,17:02,,90,0,12,45,,,,,,,,
847,90-0-12-48-,17:03,,90,0,12,48,,,,,,,,
848,90-0-12-51-,17:03,,90,0,12,51,,,,,,,,
849,90-0-12-54-,17:04,,90,0,12,54,,,,,,,,
850,90-0-12-57-,17:04,,90,0,12,57,,,,,,,,
851,90-0-12-60-,17:05,,90,0,12,60,,,,,,,,
852,90-0-12-63-,17:05,,90,0,12,63,,,,,,,,
853,90-0-12-66-,17:06,,90,0,12,66,,,,,,,,
854,90-0-12-69-,17:06,,90,0,12,69,,,,,,,,
855,90-0-12-72-,17:07,,90,0,12,72,,,,,,,,
856,90-0-12-75-,17:07,,90,0,12,75,,,,,,,,
857,90-0-12-78-,17:08,,90,0,12,78,,,,,,,,
858,90-0-12-81-,17:08,,90,0,12,81,,,,,,,,
859,90-0-12-84-,17:09,,90,0,12,84,,,,,,,,
