TIME + ID,,,,INPUTS,,,,,,OUTPUTS,,,,,
LineNr,ID,Time scheduled [hh::mm],,Rotor speed [% rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Shell [-],,Time measured  [hh::mm],Rotor speed [rpm],Side slip [deg],V_inflow [m/s],AOA [deg],Defl. Angle [deg]
428,10-0-15-7-,13:35,,10,0,15,7,,,,,,,,
429,10-0-15-8-,13:35,,10,0,15,8,,,,,,,,
430,10-0-15-9-,13:36,,10,0,15,9,,,,,,,,
431,10-0-15-10-,13:36,,10,0,15,10,,,,,,,,
432,10-0-15-11-,13:37,,10,0,15,11,,,,,,,,
433,10-0-15-12-,13:37,,10,0,15,12,,,,,,,,
434,10-0-15-13-,13:38,,10,0,15,13,,,,,,,,
435,10-0-15-14-,13:38,,10,0,15,14,,,,,,,,
436,10-0-15-15-,13:39,,10,0,15,15,,,,,,,,
437,10-0-15-16-,13:39,,10,0,15,16,,,,,,,,
438,10-0-15-17-,13:40,,10,0,15,17,,,,,,,,
439,10-0-15-18-,13:40,,10,0,15,18,,,,,,,,
440,10-0-15-19-,13:41,,10,0,15,19,,,,,,,,
441,10-0-15-20-,13:41,,10,0,15,20,,,,,,,,
442,15-0-15-0-,13:42,,15,0,15,0,,,,,,,,
443,15-0-15-1-,13:42,,15,0,15,1,,,,,,,,
444,15-0-15-2-,13:43,,15,0,15,2,,,,,,,,
445,15-0-15-3-,13:43,,15,0,15,3,,,,,,,,
446,15-0-15-4-,13:44,,15,0,15,4,,,,,,,,
447,15-0-15-5-,13:44,,15,0,15,5,,,,,,,,
448,15-0-15-6-,13:45,,15,0,15,6,,,,,,,,
449,15-0-15-7-,13:45,,15,0,15,7,,,,,,,,
450,15-0-15-8-,13:46,,15,0,15,8,,,,,,,,
451,15-0-15-9-,13:46,,15,0,15,9,,,,,,,,
452,15-0-15-10-,13:47,,15,0,15,10,,,,,,,,
453,15-0-15-11-,13:47,,15,0,15,11,,,,,,,,
454,15-0-15-12-,13:48,,15,0,15,12,,,,,,,,
455,15-0-15-13-,13:48,,15,0,15,13,,,,,,,,
456,15-0-15-14-,13:49,,15,0,15,14,,,,,,,,
457,15-0-15-15-,13:49,,15,0,15,15,,,,,,,,
458,15-0-15-16-,13:50,,15,0,15,16,,,,,,,,
459,15-0-15-17-,13:50,,15,0,15,17,,,,,,,,
460,15-0-15-18-,13:51,,15,0,15,18,,,,,,,,
461,15-0-15-19-,13:51,,15,0,15,19,,,,,,,,
462,15-0-15-20-,13:52,,15,0,15,20,,,,,,,,
463,20-0-15-0-,13:52,,20,0,15,0,,,,,,,,
464,20-0-15-1-,13:53,,20,0,15,1,,,,,,,,
465,20-0-15-2-,13:53,,20,0,15,2,,,,,,,,
466,20-0-15-3-,13:54,,20,0,15,3,,,,,,,,
467,20-0-15-4-,13:54,,20,0,15,4,,,,,,,,
468,20-0-15-5-,13:55,,20,0,15,5,,,,,,,,
469,20-0-15-6-,13:55,,20,0,15,6,,,,,,,,
470,20-0-15-7-,13:56,,20,0,15,7,,,,,,,,
471,20-0-15-8-,13:56,,20,0,15,8,,,,,,,,
472,20-0-15-9-,13:57,,20,0,15,9,,,,,,,,
473,20-0-15-10-,13:57,,20,0,15,10,,,,,,,,
474,20-0-15-11-,13:58,,20,0,15,11,,,,,,,,
475,20-0-15-12-,13:58,,20,0,15,12,,,,,,,,
476,20-0-15-13-,13:59,,20,0,15,13,,,,,,,,
477,20-0-15-14-,13:59,,20,0,15,14,,,,,,,,
478,20-0-15-15-,14:00,,20,0,15,15,,,,,,,,
479,20-0-15-16-,14:00,,20,0,15,16,,,,,,,,
480,20-0-15-17-,14:01,,20,0,15,17,,,,,,,,
481,20-0-15-18-,14:01,,20,0,15,18,,,,,,,,
482,20-0-15-19-,14:02,,20,0,15,19,,,,,,,,
483,20-0-15-20-,14:02,,20,0,15,20,,,,,,,,
484,25-0-15-0-,14:03,,25,0,15,0,,,,,,,,
485,25-0-15-1-,14:03,,25,0,15,1,,,,,,,,
486,25-0-15-2-,14:04,,25,0,15,2,,,,,,,,
487,25-0-15-3-,14:04,,25,0,15,3,,,,,,,,
488,25-0-15-4-,14:05,,25,0,15,4,,,,,,,,
489,25-0-15-5-,14:05,,25,0,15,5,,,,,,,,
490,25-0-15-6-,14:06,,25,0,15,6,,,,,,,,
491,25-0-15-7-,14:06,,25,0,15,7,,,,,,,,
492,25-0-15-8-,14:07,,25,0,15,8,,,,,,,,
493,25-0-15-9-,14:07,,25,0,15,9,,,,,,,,
494,25-0-15-10-,14:08,,25,0,15,10,,,,,,,,
495,25-0-15-11-,14:08,,25,0,15,11,,,,,,,,
496,25-0-15-12-,14:09,,25,0,15,12,,,,,,,,
497,25-0-15-13-,14:09,,25,0,15,13,,,,,,,,
498,25-0-15-14-,14:10,,25,0,15,14,,,,,,,,
499,25-0-15-15-,14:10,,25,0,15,15,,,,,,,,
500,25-0-15-16-,14:11,,25,0,15,16,,,,,,,,
501,25-0-15-17-,14:11,,25,0,15,17,,,,,,,,
502,25-0-15-18-,14:12,,25,0,15,18,,,,,,,,
503,25-0-15-19-,14:12,,25,0,15,19,,,,,,,,
504,25-0-15-20-,14:13,,25,0,15,20,,,,,,,,
505,30-0-15-0-,14:13,,30,0,15,0,,,,,,,,
506,30-0-15-1-,14:14,,30,0,15,1,,,,,,,,
507,30-0-15-2-,14:14,,30,0,15,2,,,,,,,,
508,30-0-15-3-,14:15,,30,0,15,3,,,,,,,,
509,30-0-15-4-,14:15,,30,0,15,4,,,,,,,,
510,30-0-15-5-,14:16,,30,0,15,5,,,,,,,,
511,30-0-15-6-,14:16,,30,0,15,6,,,,,,,,
512,30-0-15-7-,14:17,,30,0,15,7,,,,,,,,
513,30-0-15-8-,14:17,,30,0,15,8,,,,,,,,
514,30-0-15-9-,14:18,,30,0,15,9,,,,,,,,
515,30-0-15-10-,14:18,,30,0,15,10,,,,,,,,
516,30-0-15-11-,14:19,,30,0,15,11,,,,,,,,
517,30-0-15-12-,14:19,,30,0,15,12,,,,,,,,
518,30-0-15-13-,14:20,,30,0,15,13,,,,,,,,
519,30-0-15-14-,14:20,,30,0,15,14,,,,,,,,
520,30-0-15-15-,14:21,,30,0,15,15,,,,,,,,
521,30-0-15-16-,14:21,,30,0,15,16,,,,,,,,
522,30-0-15-17-,14:22,,30,0,15,17,,,,,,,,
523,30-0-15-18-,14:22,,30,0,15,18,,,,,,,,
524,30-0-15-19-,14:23,,30,0,15,19,,,,,,,,
525,30-0-15-20-,14:23,,30,0,15,20,,,,,,,,
526,10-0-18-0-,14:24,,10,0,18,0,,,,,,,,
527,10-0-18-1-,14:24,,10,0,18,1,,,,,,,,
528,10-0-18-2-,14:25,,10,0,18,2,,,,,,,,
529,10-0-18-3-,14:25,,10,0,18,3,,,,,,,,
530,10-0-18-4-,14:26,,10,0,18,4,,,,,,,,
531,10-0-18-5-,14:26,,10,0,18,5,,,,,,,,
532,10-0-18-6-,14:27,,10,0,18,6,,,,,,,,
533,10-0-18-7-,14:27,,10,0,18,7,,,,,,,,
534,10-0-18-8-,14:28,,10,0,18,8,,,,,,,,
535,10-0-18-9-,14:28,,10,0,18,9,,,,,,,,
536,10-0-18-10-,14:29,,10,0,18,10,,,,,,,,
537,10-0-18-11-,14:29,,10,0,18,11,,,,,,,,
538,10-0-18-12-,14:30,,10,0,18,12,,,,,,,,
539,10-0-18-13-,14:30,,10,0,18,13,,,,,,,,
540,10-0-18-14-,14:31,,10,0,18,14,,,,,,,,
541,10-0-18-15-,14:31,,10,0,18,15,,,,,,,,
542,10-0-18-16-,14:32,,10,0,18,16,,,,,,,,
543,10-0-18-17-,14:32,,10,0,18,17,,,,,,,,
544,10-0-18-18-,14:33,,10,0,18,18,,,,,,,,
545,10-0-18-19-,14:33,,10,0,18,19,,,,,,,,
546,10-0-18-20-,14:34,,10,0,18,20,,,,,,,,
547,15-0-18-0-,14:34,,15,0,18,0,,,,,,,,
548,15-0-18-1-,14:35,,15,0,18,1,,,,,,,,
549,15-0-18-2-,14:35,,15,0,18,2,,,,,,,,
550,15-0-18-3-,14:36,,15,0,18,3,,,,,,,,
551,15-0-18-4-,14:36,,15,0,18,4,,,,,,,,
552,15-0-18-5-,14:37,,15,0,18,5,,,,,,,,
553,15-0-18-6-,14:37,,15,0,18,6,,,,,,,,
554,15-0-18-7-,14:38,,15,0,18,7,,,,,,,,
555,15-0-18-8-,14:38,,15,0,18,8,,,,,,,,
556,15-0-18-9-,14:39,,15,0,18,9,,,,,,,,
557,15-0-18-10-,14:39,,15,0,18,10,,,,,,,,
558,15-0-18-11-,14:40,,15,0,18,11,,,,,,,,
559,15-0-18-12-,14:40,,15,0,18,12,,,,,,,,
560,15-0-18-13-,14:41,,15,0,18,13,,,,,,,,
561,15-0-18-14-,14:41,,15,0,18,14,,,,,,,,
562,15-0-18-15-,14:42,,15,0,18,15,,,,,,,,
563,15-0-18-16-,14:42,,15,0,18,16,,,,,,,,
564,15-0-18-17-,14:43,,15,0,18,17,,,,,,,,
565,15-0-18-18-,14:43,,15,0,18,18,,,,,,,,
566,15-0-18-19-,14:44,,15,0,18,19,,,,,,,,
567,15-0-18-20-,14:44,,15,0,18,20,,,,,,,,
568,20-0-18-0-,14:45,,20,0,18,0,,,,,,,,
569,20-0-18-1-,14:45,,20,0,18,1,,,,,,,,
570,20-0-18-2-,14:46,,20,0,18,2,,,,,,,,
571,20-0-18-3-,14:46,,20,0,18,3,,,,,,,,
572,20-0-18-4-,14:47,,20,0,18,4,,,,,,,,
573,20-0-18-5-,14:47,,20,0,18,5,,,,,,,,
574,20-0-18-6-,14:48,,20,0,18,6,,,,,,,,
575,20-0-18-7-,14:48,,20,0,18,7,,,,,,,,
576,20-0-18-8-,14:49,,20,0,18,8,,,,,,,,
577,20-0-18-9-,14:49,,20,0,18,9,,,,,,,,
578,20-0-18-10-,14:50,,20,0,18,10,,,,,,,,
579,20-0-18-11-,14:50,,20,0,18,11,,,,,,,,
580,20-0-18-12-,14:51,,20,0,18,12,,,,,,,,
581,20-0-18-13-,14:51,,20,0,18,13,,,,,,,,
582,20-0-18-14-,14:52,,20,0,18,14,,,,,,,,
583,20-0-18-15-,14:52,,20,0,18,15,,,,,,,,
584,20-0-18-16-,14:53,,20,0,18,16,,,,,,,,
585,20-0-18-17-,14:53,,20,0,18,17,,,,,,,,
586,20-0-18-18-,14:54,,20,0,18,18,,,,,,,,
587,20-0-18-19-,14:54,,20,0,18,19,,,,,,,,
588,20-0-18-20-,14:55,,20,0,18,20,,,,,,,,
589,25-0-18-0-,14:55,,25,0,18,0,,,,,,,,
590,25-0-18-1-,14:56,,25,0,18,1,,,,,,,,
591,25-0-18-2-,14:56,,25,0,18,2,,,,,,,,
592,25-0-18-3-,14:57,,25,0,18,3,,,,,,,,
593,25-0-18-4-,14:57,,25,0,18,4,,,,,,,,
594,25-0-18-5-,14:58,,25,0,18,5,,,,,,,,
595,25-0-18-6-,14:58,,25,0,18,6,,,,,,,,
596,25-0-18-7-,14:59,,25,0,18,7,,,,,,,,
597,25-0-18-8-,14:59,,25,0,18,8,,,,,,,,
598,25-0-18-9-,15:00,,25,0,18,9,,,,,,,,
599,25-0-18-10-,15:00,,25,0,18,10,,,,,,,,
600,25-0-18-11-,15:01,,25,0,18,11,,,,,,,,
601,25-0-18-12-,15:01,,25,0,18,12,,,,,,,,
602,25-0-18-13-,15:02,,25,0,18,13,,,,,,,,
603,25-0-18-14-,15:02,,25,0,18,14,,,,,,,,
604,25-0-18-15-,15:03,,25,0,18,15,,,,,,,,
605,25-0-18-16-,15:03,,25,0,18,16,,,,,,,,
606,25-0-18-17-,15:04,,25,0,18,17,,,,,,,,
607,25-0-18-18-,15:04,,25,0,18,18,,,,,,,,
608,25-0-18-19-,15:05,,25,0,18,19,,,,,,,,
609,25-0-18-20-,15:05,,25,0,18,20,,,,,,,,
610,30-0-18-0-,15:06,,30,0,18,0,,,,,,,,
611,30-0-18-1-,15:06,,30,0,18,1,,,,,,,,
612,30-0-18-2-,15:07,,30,0,18,2,,,,,,,,
613,30-0-18-3-,15:07,,30,0,18,3,,,,,,,,
614,30-0-18-4-,15:08,,30,0,18,4,,,,,,,,
615,30-0-18-5-,15:08,,30,0,18,5,,,,,,,,
616,30-0-18-6-,15:09,,30,0,18,6,,,,,,,,
617,30-0-18-7-,15:09,,30,0,18,7,,,,,,,,
618,30-0-18-8-,15:10,,30,0,18,8,,,,,,,,
619,30-0-18-9-,15:10,,30,0,18,9,,,,,,,,
620,30-0-18-10-,15:11,,30,0,18,10,,,,,,,,
621,30-0-18-11-,15:11,,30,0,18,11,,,,,,,,
622,30-0-18-12-,15:12,,30,0,18,12,,,,,,,,
623,30-0-18-13-,15:12,,30,0,18,13,,,,,,,,
624,30-0-18-14-,15:13,,30,0,18,14,,,,,,,,
625,30-0-18-15-,15:13,,30,0,18,15,,,,,,,,
626,30-0-18-16-,15:14,,30,0,18,16,,,,,,,,
627,30-0-18-17-,15:14,,30,0,18,17,,,,,,,,
628,30-0-18-18-,15:15,,30,0,18,18,,,,,,,,
629,30-0-18-19-,15:15,,30,0,18,19,,,,,,,,
630,30-0-18-20-,15:16,,30,0,18,20,,,,,,,,
631,10-0-21-0-,15:16,,10,0,21,0,,,,,,,,
632,10-0-21-1-,15:17,,10,0,21,1,,,,,,,,
633,10-0-21-2-,15:17,,10,0,21,2,,,,,,,,
634,10-0-21-3-,15:18,,10,0,21,3,,,,,,,,
635,10-0-21-4-,15:18,,10,0,21,4,,,,,,,,
636,10-0-21-5-,15:19,,10,0,21,5,,,,,,,,
637,10-0-21-6-,15:19,,10,0,21,6,,,,,,,,
638,10-0-21-7-,15:20,,10,0,21,7,,,,,,,,
639,10-0-21-8-,15:20,,10,0,21,8,,,,,,,,
640,10-0-21-9-,15:21,,10,0,21,9,,,,,,,,
641,10-0-21-10-,15:21,,10,0,21,10,,,,,,,,
642,10-0-21-11-,15:22,,10,0,21,11,,,,,,,,
643,10-0-21-12-,15:22,,10,0,21,12,,,,,,,,
644,10-0-21-13-,15:23,,10,0,21,13,,,,,,,,
645,10-0-21-14-,15:23,,10,0,21,14,,,,,,,,
646,10-0-21-15-,15:24,,10,0,21,15,,,,,,,,
647,10-0-21-16-,15:24,,10,0,21,16,,,,,,,,
648,10-0-21-17-,15:25,,10,0,21,17,,,,,,,,
649,10-0-21-18-,15:25,,10,0,21,18,,,,,,,,
650,10-0-21-19-,15:26,,10,0,21,19,,,,,,,,
651,10-0-21-20-,15:26,,10,0,21,20,,,,,,,,
652,15-0-21-0-,15:27,,15,0,21,0,,,,,,,,
653,15-0-21-1-,15:27,,15,0,21,1,,,,,,,,
654,15-0-21-2-,15:28,,15,0,21,2,,,,,,,,
655,15-0-21-3-,15:28,,15,0,21,3,,,,,,,,
656,15-0-21-4-,15:29,,15,0,21,4,,,,,,,,
657,15-0-21-5-,15:29,,15,0,21,5,,,,,,,,
658,15-0-21-6-,15:30,,15,0,21,6,,,,,,,,
659,15-0-21-7-,15:30,,15,0,21,7,,,,,,,,
660,15-0-21-8-,15:31,,15,0,21,8,,,,,,,,
661,15-0-21-9-,15:31,,15,0,21,9,,,,,,,,
662,15-0-21-10-,15:32,,15,0,21,10,,,,,,,,
663,15-0-21-11-,15:32,,15,0,21,11,,,,,,,,
664,15-0-21-12-,15:33,,15,0,21,12,,,,,,,,
665,15-0-21-13-,15:33,,15,0,21,13,,,,,,,,
666,15-0-21-14-,15:34,,15,0,21,14,,,,,,,,
667,15-0-21-15-,15:34,,15,0,21,15,,,,,,,,
668,15-0-21-16-,15:35,,15,0,21,16,,,,,,,,
669,15-0-21-17-,15:35,,15,0,21,17,,,,,,,,
670,15-0-21-18-,15:36,,15,0,21,18,,,,,,,,
671,15-0-21-19-,15:36,,15,0,21,19,,,,,,,,
672,15-0-21-20-,15:37,,15,0,21,20,,,,,,,,
673,20-0-21-0-,15:37,,20,0,21,0,,,,,,,,
674,20-0-21-1-,15:38,,20,0,21,1,,,,,,,,
675,20-0-21-2-,15:38,,20,0,21,2,,,,,,,,
676,20-0-21-3-,15:39,,20,0,21,3,,,,,,,,
677,20-0-21-4-,15:39,,20,0,21,4,,,,,,,,
678,20-0-21-5-,15:40,,20,0,21,5,,,,,,,,
679,20-0-21-6-,15:40,,20,0,21,6,,,,,,,,
680,20-0-21-7-,15:41,,20,0,21,7,,,,,,,,
681,20-0-21-8-,15:41,,20,0,21,8,,,,,,,,
682,20-0-21-9-,15:42,,20,0,21,9,,,,,,,,
683,20-0-21-10-,15:42,,20,0,21,10,,,,,,,,
684,20-0-21-11-,15:43,,20,0,21,11,,,,,,,,
685,20-0-21-12-,15:43,,20,0,21,12,,,,,,,,
686,20-0-21-13-,15:44,,20,0,21,13,,,,,,,,
687,20-0-21-14-,15:44,,20,0,21,14,,,,,,,,
688,20-0-21-15-,15:45,,20,0,21,15,,,,,,,,
689,20-0-21-16-,15:45,,20,0,21,16,,,,,,,,
690,20-0-21-17-,15:46,,20,0,21,17,,,,,,,,
691,20-0-21-18-,15:46,,20,0,21,18,,,,,,,,
692,20-0-21-19-,15:47,,20,0,21,19,,,,,,,,
693,20-0-21-20-,15:47,,20,0,21,20,,,,,,,,
694,25-0-21-0-,15:48,,25,0,21,0,,,,,,,,
695,25-0-21-1-,15:48,,25,0,21,1,,,,,,,,
696,25-0-21-2-,15:49,,25,0,21,2,,,,,,,,
697,25-0-21-3-,15:49,,25,0,21,3,,,,,,,,
698,25-0-21-4-,15:50,,25,0,21,4,,,,,,,,
699,25-0-21-5-,15:50,,25,0,21,5,,,,,,,,
700,25-0-21-6-,15:51,,25,0,21,6,,,,,,,,
701,25-0-21-7-,15:51,,25,0,21,7,,,,,,,,
702,25-0-21-8-,15:52,,25,0,21,8,,,,,,,,
703,25-0-21-9-,15:52,,25,0,21,9,,,,,,,,
704,25-0-21-10-,15:53,,25,0,21,10,,,,,,,,
705,25-0-21-11-,15:53,,25,0,21,11,,,,,,,,
706,25-0-21-12-,15:54,,25,0,21,12,,,,,,,,
707,25-0-21-13-,15:54,,25,0,21,13,,,,,,,,
708,25-0-21-14-,15:55,,25,0,21,14,,,,,,,,
709,25-0-21-15-,15:55,,25,0,21,15,,,,,,,,
710,25-0-21-16-,15:56,,25,0,21,16,,,,,,,,
711,25-0-21-17-,15:56,,25,0,21,17,,,,,,,,
712,25-0-21-18-,15:57,,25,0,21,18,,,,,,,,
713,25-0-21-19-,15:57,,25,0,21,19,,,,,,,,
714,25-0-21-20-,15:58,,25,0,21,20,,,,,,,,
715,30-0-21-0-,17:30,,30,0,21,0,,,,,,,,
716,30-0-21-1-,17:30,,30,0,21,1,,,,,,,,
717,30-0-21-2-,17:31,,30,0,21,2,,,,,,,,
718,30-0-21-3-,17:31,,30,0,21,3,,,,,,,,
719,30-0-21-4-,17:32,,30,0,21,4,,,,,,,,
720,30-0-21-5-,17:32,,30,0,21,5,,,,,,,,
721,30-0-21-6-,17:33,,30,0,21,6,,,,,,,,
722,30-0-21-7-,17:33,,30,0,21,7,,,,,,,,
723,30-0-21-8-,17:34,,30,0,21,8,,,,,,,,
724,30-0-21-9-,17:34,,30,0,21,9,,,,,,,,
725,30-0-21-10-,17:35,,30,0,21,10,,,,,,,,
726,30-0-21-11-,17:35,,30,0,21,11,,,,,,,,
727,30-0-21-12-,17:36,,30,0,21,12,,,,,,,,
728,30-0-21-13-,17:36,,30,0,21,13,,,,,,,,
729,30-0-21-14-,17:37,,30,0,21,14,,,,,,,,
730,30-0-21-15-,17:37,,30,0,21,15,,,,,,,,
731,30-0-21-16-,17:38,,30,0,21,16,,,,,,,,
732,30-0-21-17-,17:38,,30,0,21,17,,,,,,,,
733,30-0-21-18-,17:39,,30,0,21,18,,,,,,,,
734,30-0-21-19-,17:39,,30,0,21,19,,,,,,,,
735,30-0-21-20-,17:40,,30,0,21,20,,,,,,,,
736,10-0-24-0-,17:40,,10,0,24,0,,,,,,,,
737,10-0-24-1-,17:41,,10,0,24,1,,,,,,,,
738,10-0-24-2-,17:41,,10,0,24,2,,,,,,,,
739,10-0-24-3-,17:42,,10,0,24,3,,,,,,,,
740,10-0-24-4-,17:42,,10,0,24,4,,,,,,,,
741,10-0-24-5-,17:43,,10,0,24,5,,,,,,,,
742,10-0-24-6-,17:43,,10,0,24,6,,,,,,,,
743,10-0-24-7-,17:44,,10,0,24,7,,,,,,,,
744,10-0-24-8-,17:44,,10,0,24,8,,,,,,,,
745,10-0-24-9-,17:45,,10,0,24,9,,,,,,,,
746,10-0-24-10-,17:45,,10,0,24,10,,,,,,,,
747,10-0-24-11-,17:46,,10,0,24,11,,,,,,,,
748,10-0-24-12-,17:46,,10,0,24,12,,,,,,,,
749,10-0-24-13-,17:47,,10,0,24,13,,,,,,,,
750,10-0-24-14-,17:47,,10,0,24,14,,,,,,,,
751,10-0-24-15-,17:48,,10,0,24,15,,,,,,,,
752,10-0-24-16-,17:48,,10,0,24,16,,,,,,,,
753,10-0-24-17-,17:49,,10,0,24,17,,,,,,,,
754,10-0-24-18-,17:49,,10,0,24,18,,,,,,,,
755,10-0-24-19-,17:50,,10,0,24,19,,,,,,,,
756,10-0-24-20-,17:50,,10,0,24,20,,,,,,,,
757,15-0-24-0-,17:51,,15,0,24,0,,,,,,,,
758,15-0-24-1-,17:51,,15,0,24,1,,,,,,,,
759,15-0-24-2-,17:52,,15,0,24,2,,,,,,,,
760,15-0-24-3-,17:52,,15,0,24,3,,,,,,,,
761,15-0-24-4-,17:53,,15,0,24,4,,,,,,,,
762,15-0-24-5-,17:53,,15,0,24,5,,,,,,,,
763,15-0-24-6-,17:54,,15,0,24,6,,,,,,,,
764,15-0-24-7-,17:54,,15,0,24,7,,,,,,,,
765,15-0-24-8-,17:55,,15,0,24,8,,,,,,,,
766,15-0-24-9-,17:55,,15,0,24,9,,,,,,,,
767,15-0-24-10-,17:56,,15,0,24,10,,,,,,,,
768,15-0-24-11-,17:56,,15,0,24,11,,,,,,,,
769,15-0-24-12-,17:57,,15,0,24,12,,,,,,,,
770,15-0-24-13-,17:57,,15,0,24,13,,,,,,,,
771,15-0-24-14-,17:58,,15,0,24,14,,,,,,,,
772,15-0-24-15-,17:58,,15,0,24,15,,,,,,,,
773,15-0-24-16-,17:59,,15,0,24,16,,,,,,,,
774,15-0-24-17-,17:59,,15,0,24,17,,,,,,,,
775,15-0-24-18-,18:00,,15,0,24,18,,,,,,,,
776,15-0-24-19-,18:00,,15,0,24,19,,,,,,,,
777,15-0-24-20-,18:01,,15,0,24,20,,,,,,,,
778,20-0-24-0-,18:01,,20,0,24,0,,,,,,,,
779,20-0-24-1-,18:02,,20,0,24,1,,,,,,,,
780,20-0-24-2-,18:02,,20,0,24,2,,,,,,,,
781,20-0-24-3-,18:03,,20,0,24,3,,,,,,,,
782,20-0-24-4-,18:03,,20,0,24,4,,,,,,,,
783,20-0-24-5-,18:04,,20,0,24,5,,,,,,,,
784,20-0-24-6-,18:04,,20,0,24,6,,,,,,,,
785,20-0-24-7-,18:05,,20,0,24,7,,,,,,,,
786,20-0-24-8-,18:05,,20,0,24,8,,,,,,,,
787,20-0-24-9-,18:06,,20,0,24,9,,,,,,,,
788,20-0-24-10-,18:06,,20,0,24,10,,,,,,,,
789,20-0-24-11-,18:07,,20,0,24,11,,,,,,,,
790,20-0-24-12-,18:07,,20,0,24,12,,,,,,,,
791,20-0-24-13-,18:08,,20,0,24,13,,,,,,,,
792,20-0-24-14-,18:08,,20,0,24,14,,,,,,,,
793,20-0-24-15-,18:09,,20,0,24,15,,,,,,,,
794,20-0-24-16-,18:09,,20,0,24,16,,,,,,,,
795,20-0-24-17-,18:10,,20,0,24,17,,,,,,,,
796,20-0-24-18-,18:10,,20,0,24,18,,,,,,,,
797,20-0-24-19-,18:11,,20,0,24,19,,,,,,,,
798,20-0-24-20-,18:11,,20,0,24,20,,,,,,,,
799,25-0-24-0-,18:12,,25,0,24,0,,,,,,,,
800,25-0-24-1-,18:12,,25,0,24,1,,,,,,,,
801,25-0-24-2-,18:13,,25,0,24,2,,,,,,,,
802,25-0-24-3-,18:13,,25,0,24,3,,,,,,,,
803,25-0-24-4-,18:14,,25,0,24,4,,,,,,,,
804,25-0-24-5-,18:14,,25,0,24,5,,,,,,,,
805,25-0-24-6-,18:15,,25,0,24,6,,,,,,,,
806,25-0-24-7-,18:15,,25,0,24,7,,,,,,,,
807,25-0-24-8-,18:16,,25,0,24,8,,,,,,,,
808,25-0-24-9-,18:16,,25,0,24,9,,,,,,,,
809,25-0-24-10-,18:17,,25,0,24,10,,,,,,,,
810,25-0-24-11-,18:17,,25,0,24,11,,,,,,,,
811,25-0-24-12-,18:18,,25,0,24,12,,,,,,,,
812,25-0-24-13-,18:18,,25,0,24,13,,,,,,,,
813,25-0-24-14-,18:19,,25,0,24,14,,,,,,,,
814,25-0-24-15-,18:19,,25,0,24,15,,,,,,,,
815,25-0-24-16-,18:20,,25,0,24,16,,,,,,,,
816,25-0-24-17-,18:20,,25,0,24,17,,,,,,,,
817,25-0-24-18-,18:21,,25,0,24,18,,,,,,,,
818,25-0-24-19-,18:21,,25,0,24,19,,,,,,,,
819,25-0-24-20-,18:22,,25,0,24,20,,,,,,,,
820,30-0-24-0-,18:22,,30,0,24,0,,,,,,,,
821,30-0-24-1-,18:23,,30,0,24,1,,,,,,,,
822,30-0-24-2-,18:23,,30,0,24,2,,,,,,,,
823,30-0-24-3-,18:24,,30,0,24,3,,,,,,,,
824,30-0-24-4-,18:24,,30,0,24,4,,,,,,,,
825,30-0-24-5-,18:25,,30,0,24,5,,,,,,,,
826,30-0-24-6-,18:25,,30,0,24,6,,,,,,,,
827,30-0-24-7-,18:26,,30,0,24,7,,,,,,,,
828,30-0-24-8-,18:26,,30,0,24,8,,,,,,,,
829,30-0-24-9-,18:27,,30,0,24,9,,,,,,,,
830,30-0-24-10-,18:27,,30,0,24,10,,,,,,,,
831,30-0-24-11-,18:28,,30,0,24,11,,,,,,,,
832,30-0-24-12-,18:28,,30,0,24,12,,,,,,,,
833,30-0-24-13-,18:29,,30,0,24,13,,,,,,,,
834,30-0-24-14-,18:29,,30,0,24,14,,,,,,,,
835,30-0-24-15-,18:30,,30,0,24,15,,,,,,,,
836,30-0-24-16-,18:30,,30,0,24,16,,,,,,,,
837,30-0-24-17-,18:31,,30,0,24,17,,,,,,,,
838,30-0-24-18-,18:31,,30,0,24,18,,,,,,,,
839,30-0-24-19-,18:32,,30,0,24,19,,,,,,,,
840,30-0-24-20-,18:32,,30,0,24,20,,,,,,,,
841,10-0-27-0-,18:33,,10,0,27,0,,,,,,,,
842,10-0-27-1-,18:33,,10,0,27,1,,,,,,,,
843,10-0-27-2-,18:34,,10,0,27,2,,,,,,,,
844,10-0-27-3-,18:34,,10,0,27,3,,,,,,,,
845,10-0-27-4-,18:35,,10,0,27,4,,,,,,,,
846,10-0-27-5-,18:35,,10,0,27,5,,,,,,,,
847,10-0-27-6-,18:36,,10,0,27,6,,,,,,,,
848,10-0-27-7-,18:36,,10,0,27,7,,,,,,,,
849,10-0-27-8-,18:37,,10,0,27,8,,,,,,,,
850,10-0-27-9-,18:37,,10,0,27,9,,,,,,,,
851,10-0-27-10-,18:38,,10,0,27,10,,,,,,,,
852,10-0-27-11-,18:38,,10,0,27,11,,,,,,,,
853,10-0-27-12-,18:39,,10,0,27,12,,,,,,,,
854,10-0-27-13-,18:39,,10,0,27,13,,,,,,,,
855,10-0-27-14-,18:40,,10,0,27,14,,,,,,,,
856,10-0-27-15-,18:40,,10,0,27,15,,,,,,,,
857,10-0-27-16-,18:41,,10,0,27,16,,,,,,,,
858,10-0-27-17-,18:41,,10,0,27,17,,,,,,,,
859,10-0-27-18-,18:42,,10,0,27,18,,,,,,,,
