0,0-0-0-0,1547141163.67,0.0,0.0,1.01,25.0026,0.0648,-0.0126876713164,-0.0044528846447,-4.84931506849,2.04,-6.80769230769,2.02,-19.5451718083,22.8353056472
0,0-0-0-0,1547141232.6,0.0,0.0,1.01,25.0042,0.0624,0.0031719178291,0.0044528846447,-4.84931506849,2.04,-6.80769230769,2.02,-19.5483437262,22.8353056472
1,20-0-5-0,1547141290.24,552.0,1451.0,139.59,24.9994,5.4983,3.56206372211,3.58457213901,-4.84931506849,2.04,-6.80769230769,2.02,-19.5483437262,22.8353056472
0,0-0-0-0,1547141310.29,1436.0,1265.0,2.77,25.0026,0.1008,-7.54916443325,-6.42551254229,-4.84931506849,2.04,-6.80769230769,2.02,-11.421890248,30.3339633889
1,20-0-5-0,1547141355.32,2103.0,2041.0,127.27,24.9962,5.2247,-7.0733767589,-5.72640965309,-4.84931506849,2.04,-6.80769230769,2.02,-11.421890248,30.3339633889
2,30-0-5-0,1547141372.16,2143.0,1874.0,328.98,25.0058,13.3463,3.37809248797,3.48660867679,-4.84931506849,2.04,-6.80769230769,2.02,-11.421890248,30.3339633889
3,40-0-5-0,1547141474.85,1479.0,1374.0,647.15,24.9994,24.6501,11.2571363754,10.4464673764,-4.84931506849,2.04,-6.80769230769,2.02,-11.421890248,30.3339633889
4,50-0-5-0,1547141485.87,1491.0,1319.0,1076.24,24.9946,42.2252,19.2725727296,21.2402597552,-4.84931506849,2.04,-6.80769230769,2.02,-11.421890248,30.3339633889
5,60-0-5-0,1547141495.15,1396.0,1349.0,1543.81,24.9994,59.7282,27.7701405937,32.9513463707,-4.84931506849,2.04,-6.80769230769,2.02,-11.421890248,30.3339633889
0,0-0-0-0,1547142851.18,0.0,0.0,1.26,25.0058,0.072,0.0,0.0044528846447,-4.84931506849,2.04,-6.80769230769,2.02,-19.700595782,16.672513299
1,20-0-5-0,1547142908.94,2538.0,2264.0,119.47,25.001,5.0855,3.60964248955,3.7493288708,-4.84931506849,2.04,-6.80769230769,2.02,-19.700595782,16.672513299
0,0-0-0-0,1547143288.21,0.0,0.0,1.01,25.0026,0.0576,0.0190315069746,-0.0400759618023,-4.84931506849,2.04,-6.80769230769,2.02,-19.5864067401,17.7946402294
1,20-0-5-0,1547143405.07,2503.0,1208.0,120.98,25.001,4.6728,2.56925344156,2.81422309548,-4.84931506849,2.04,-6.80769230769,2.02,-19.5864067401,17.7946402294
2,30-0-5-0,1547143424.61,1230.0,1082.0,322.95,25.0042,12.8135,11.2349329506,11.3815731519,-4.84931506849,2.04,-6.80769230769,2.02,-19.5864067401,17.7946402294
3,40-0-5-0,1547143441.61,817.0,911.0,619.74,24.9962,23.7838,18.9617247823,19.4056712816,-4.84931506849,2.04,-6.80769230769,2.02,-19.5864067401,17.7946402294
4,50-0-5-0,1547143453.41,228.0,232.0,1010.35,25.001,41.1908,26.9454419582,28.8680511516,-4.84931506849,2.04,-6.80769230769,2.02,-19.5864067401,17.7946402294
5,60-0-5-0,1547143467.47,821.0,775.0,1484.2,24.9962,59.445,33.1528851497,34.9017098451,-4.84931506849,2.04,-6.80769230769,2.02,-19.5864067401,17.7946402294
0,0-0-0-0,1547143808.13,0.0,0.0,1.01,25.001,0.0624,-0.0063438356582,-0.0400759618022,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
1,20-0-5-0,1547143858.5,1668.0,2264.0,124.0,24.9978,5.0135,3.70797194217,4.12782406563,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
2,30-0-5-0,1547143874.04,3281.0,3064.0,310.88,24.9978,13.1951,11.2000418545,11.7378039234,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
3,40-0-5-0,1547143886.77,3868.0,3525.0,627.54,25.0026,24.4486,18.3432008056,18.6175106995,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
4,50-0-5-0,1547143897.03,4273.0,4032.0,1025.69,24.9946,41.3324,26.3935282559,26.3210011348,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
5,60-0-5-0,1547143908.37,4013.0,4171.0,1470.87,24.9962,59.5482,33.1972919993,33.2407838726,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
6,20-0-5-3,1547143943.95,3113.0,3519.0,139.34,25.001,5.4287,10.7908644545,10.0457077584,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
7,30-0-5-3,1547143963.95,3108.0,2922.0,357.41,25.0026,14.0807,12.0310843257,12.2053568111,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
8,40-0-5-3,1547143973.31,3062.0,2779.0,659.98,25.0042,27.7053,18.4827651901,18.6709453152,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
9,50-0-5-3,1547143982.94,2828.0,2664.0,1076.75,24.9946,44.2772,27.1262412744,26.481304982,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
10,60-0-5-3,1547143992.32,2625.0,2574.0,1537.53,25.009,60.1866,34.1520392658,33.6727136832,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
11,20-0-5-6,1547144053.68,2190.0,2175.0,155.69,24.9978,6.1391,6.41361785039,5.82437311526,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
12,30-0-5-6,1547144069.4,2034.0,2064.0,386.33,24.9978,15.1318,13.566292555,12.6506452756,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
13,40-0-5-6,1547144079.01,1975.0,2001.0,744.24,25.001,30.0333,21.1693795913,20.0157164779,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
14,50-0-5-6,1547144088.95,1938.0,1985.0,1156.23,24.9994,46.8691,28.3791488169,26.9711222929,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
15,60-0-5-6,1547144098.06,1923.0,1921.0,1613.99,24.9898,64.1921,35.1638810533,33.9265281079,-4.84931506849,2.04,-6.80769230769,2.02,-19.51345263,17.5719959972
