LineNumber,ID,RPM,angle ,,,"LineNumber, ID, Timestamp(Unix), RPM, Power, Deflection"
1592,-8-17.5-71-10,71,10,,,
1593,-8-17.5-71-15,71,15,,,
1594,-8-17.5-71-20,71,20,,,
1595,-8-17.5-71-25,71,25,,,
1596,-8-17.5-71-30,71,30,,,
1597,-8-17.5-72-0,72,0,,,
1598,-8-17.5-72-5,72,5,,,
1599,-8-17.5-72-10,72,10,,,
1600,-8-17.5-72-15,72,15,,,
1601,-8-17.5-72-20,72,20,,,
1602,-8-17.5-72-25,72,25,,,
1603,-8-17.5-72-30,72,30,,,
1604,-8-17.5-73-0,73,0,,,
1605,-8-17.5-73-5,73,5,,,
1606,-8-17.5-73-10,73,10,,,
1607,-8-17.5-73-15,73,15,,,
1608,-8-17.5-73-20,73,20,,,
1609,-8-17.5-73-25,73,25,,,
1610,-8-17.5-73-30,73,30,,,
1611,-8-17.5-75-0,75,0,,,
1612,-8-17.5-75-5,75,5,,,
1613,-8-17.5-75-10,75,10,,,
1614,-8-17.5-75-15,75,15,,,
1615,-8-17.5-75-20,75,20,,,
1616,-8-17.5-75-25,75,25,,,
1617,-8-17.5-75-30,75,30,,,
1618,-12-5-71-0,71,0,,,
1619,-12-5-71-5,71,5,,,
1620,-12-5-71-10,71,10,,,
1621,-12-5-71-15,71,15,,,
1622,-12-5-71-20,71,20,,,
1623,-12-5-71-25,71,25,,,
1624,-12-5-71-30,71,30,,,
1625,-12-5-75-0,75,0,,,
1626,-12-5-75-5,75,5,,,
1627,-12-5-75-10,75,10,,,
1628,-12-5-75-15,75,15,,,
1629,-12-5-75-20,75,20,,,
1630,-12-5-75-25,75,25,,,
1631,-12-5-75-30,75,30,,,
1632,-12-10-71-0,71,0,,,
1633,-12-10-71-5,71,5,,,
1634,-12-10-71-10,71,10,,,
1635,-12-10-71-15,71,15,,,
1636,-12-10-71-20,71,20,,,
1637,-12-10-71-25,71,25,,,
1638,-12-10-71-30,71,30,,,
1639,-12-10-72-0,72,0,,,
1640,-12-10-72-5,72,5,,,
1641,-12-10-72-10,72,10,,,
1642,-12-10-72-15,72,15,,,
1643,-12-10-72-20,72,20,,,
1644,-12-10-72-25,72,25,,,
1645,-12-10-72-30,72,30,,,
1646,-12-10-73-0,73,0,,,
1647,-12-10-73-5,73,5,,,
1648,-12-10-73-10,73,10,,,
1649,-12-10-73-15,73,15,,,
1650,-12-10-73-20,73,20,,,
1651,-12-10-73-25,73,25,,,
1652,-12-10-73-30,73,30,,,
1653,-12-10-74-0,74,0,,,
1654,-12-10-74-5,74,5,,,
1655,-12-10-74-10,74,10,,,
1656,-12-10-74-15,74,15,,,
1657,-12-10-74-20,74,20,,,
1658,-12-10-74-25,74,25,,,
1659,-12-10-74-30,74,30,,,
1660,-12-10-75-0,75,0,,,
1661,-12-10-75-5,75,5,,,
1662,-12-10-75-10,75,10,,,
1663,-12-10-75-15,75,15,,,
1664,-12-10-75-20,75,20,,,
1665,-12-10-75-25,75,25,,,
1666,-12-10-75-30,75,30,,,
1667,-12-15-71-0,71,0,,,
1668,-12-15-71-5,71,5,,,
1669,,71,10,,,
1670,,71,15,,,
1671,,71,20,,,
1672,,71,25,,,
1673,,71,30,,,
1674,-12-15-72-0,72,0,,,
1675,-12-15-72-5,72,5,,,
1676,-12-15-72-10,72,10,,,
1677,-12-15-72-15,72,15,,,
1678,-12-15-72-20,72,20,,,
1679,-12-15-72-25,72,25,,,
1680,-12-15-72-30,72,30,,,
1681,-12-15-73-0,73,0,,,
1682,-12-15-73-5,73,5,,,
1683,-12-15-73-10,73,10,,,
1684,-12-15-73-15,73,15,,,
1685,-12-15-73-20,73,20,,,
1686,-12-15-73-25,73,25,,,
1687,-12-15-73-30,73,30,,,
1688,-12-15-74-0,74,0,,,
1689,-12-15-74-5,74,5,,,
1690,-12-15-74-10,74,10,,,
1691,-12-15-74-15,74,15,,,
1692,-12-15-74-20,74,20,,,
1693,-12-15-74-25,74,25,,,
1694,-12-15-74-30,74,30,,,
1695,-12-15-75-0,75,0,,,
1696,-12-15-75-5,75,5,,,
1697,-12-15-75-10,75,10,,,
1698,-12-15-75-15,75,15,,,
1699,-12-15-75-20,75,20,,,
1700,-12-15-75-25,75,25,,,
1701,-12-15-75-30,75,30,,,
1702,-12-17.5-71-0,71,0,,,
1703,-12-17.5-71-5,71,5,,,
1704,-12-17.5-71-10,71,10,,,
1705,-12-17.5-71-15,71,15,,,
1706,-12-17.5-71-20,71,20,,,
1707,-12-17.5-71-25,71,25,,,
1708,,71,30,,,
1709,,72,0,,,
1710,,72,5,,,
1711,,72,10,,,
1712,,72,15,,,
1713,,72,20,,,
1714,,72,25,,,
1715,,72,30,,,
1716,,73,0,,,
1717,,73,5,,,
1718,,73,10,,,
1719,,73,15,,,
1720,,73,20,,,
1721,,73,25,,,
1722,,73,30,,,
1723,,75,0,,,
1724,,75,5,,,
1725,,75,10,,,
1726,,75,15,,,
1727,,75,20,,,
1728,,75,25,,,
1729,,75,30,,,
1730,,71,0,,,
1731,,71,5,,,
1732,,71,10,,,
1733,,71,15,,,
1734,,71,20,,,
1735,,71,25,,,
1736,,71,30,,,
1737,,75,0,,,
1738,,75,5,,,
1739,,75,10,,,
1740,,75,15,,,
1741,,75,20,,,
1742,,75,25,,,
1743,,75,30,,,
1744,,71,0,,,
1745,,71,5,,,
1746,,71,10,,,
1747,,71,15,,,
1748,,71,20,,,
1749,,71,25,,,
1750,,71,30,,,
1751,,72,0,,,
1752,,72,5,,,
1753,,72,10,,,
1754,,72,15,,,
1755,,72,20,,,
1756,,72,25,,,
1757,,72,30,,,
1758,-15-10-73-0,73,0,,,
1759,-15-10-73-5,73,5,,,
1760,-15-10-73-10,73,10,,,
1761,-15-10-73-15,73,15,,,
1762,-15-10-73-20,73,20,,,
1763,-15-10-73-25,73,25,,,
1764,-15-10-73-30,73,30,,,
1765,-15-10-74-0,74,0,,,
1766,-15-10-74-5,74,5,,,
1767,-15-10-74-10,74,10,,,
1768,-15-10-74-15,74,15,,,
1769,,74,20,,,
1770,,74,25,,,
1771,,74,30,,,
1772,,75,0,,,
1773,,75,5,,,
1774,-15-10-75-10,75,10,,,
1775,-15-10-75-15,75,15,,,
1776,-15-10-75-20,75,20,,,
1777,-15-10-75-25,75,25,,,
1778,-15-10-75-30,75,30,,,
1779,-15-15-71-0,71,0,,,
1780,-15-15-71-5,71,5,,,
1781,-15-15-71-10,71,10,,,
1782,-15-15-71-15,71,15,,,
1783,-15-15-71-20,71,20,,,
1784,-15-15-71-25,71,25,,,
1785,-15-15-71-30,71,30,,,
1786,-15-15-72-0,72,0,,,
1787,-15-15-72-5,72,5,,,
1788,-15-15-72-10,72,10,,,
1789,-15-15-72-15,72,15,,,
1790,-15-15-72-20,72,20,,,
1791,-15-15-72-25,72,25,,,
1792,-15-15-72-30,72,30,,,
1793,-15-15-73-0,73,0,,,
1794,-15-15-73-5,73,5,,,
1795,-15-15-73-10,73,10,,,
1796,-15-15-73-15,73,15,,,
1797,-15-15-73-20,73,20,,,
1798,-15-15-73-25,73,25,,,
1799,-15-15-73-30,73,30,,,
1800,-15-15-74-0,74,0,,,
1801,-15-15-74-5,74,5,,,
1802,-15-15-74-10,74,10,,,
1803,-15-15-74-15,74,15,,,
1804,-15-15-74-20,74,20,,,
1805,-15-15-74-25,74,25,,,
1806,-15-15-74-30,74,30,,,
1807,-15-15-75-0,75,0,,,
1808,-15-15-75-5,75,5,,,
1809,-15-15-75-10,75,10,,,
1810,-15-15-75-15,75,15,,,
1811,-15-15-75-20,75,20,,,
1812,-15-15-75-25,75,25,,,
1813,-15-15-75-30,75,30,,,
1814,-15-17.5-71-0,71,0,,,
1815,-15-17.5-71-5,71,5,,,
1816,-15-17.5-71-10,71,10,,,
1817,-15-17.5-71-15,71,15,,,
1818,-15-17.5-71-20,71,20,,,
1819,-15-17.5-71-25,71,25,,,
1820,-15-17.5-71-30,71,30,,,
1821,-15-17.5-72-0,72,0,,,
1822,-15-17.5-72-5,72,5,,,
1823,-15-17.5-72-10,72,10,,,
1824,-15-17.5-72-15,72,15,,,
1825,-15-17.5-72-20,72,20,,,
1826,-15-17.5-72-25,72,25,,,
1827,-15-17.5-72-30,72,30,,,
1828,-15-17.5-73-0,73,0,,,
1829,-15-17.5-73-5,73,5,,,
1830,-15-17.5-73-10,73,10,,,
1831,-15-17.5-73-15,73,15,,,
1832,-15-17.5-73-20,73,20,,,
1833,-15-17.5-73-25,73,25,,,
1834,-15-17.5-73-30,73,30,,,
1835,-15-17.5-75-0,75,0,,,
1836,-15-17.5-75-5,75,5,,,
1837,-15-17.5-75-10,75,10,,,
1838,-15-17.5-75-15,75,15,,,
1839,-15-17.5-75-20,75,20,,,
1840,-15-17.5-75-25,75,25,,,
1841,-15-17.5-75-30,75,30,,,
1842,-17-5-71-0,71,0,,,
1843,-17-5-71-5,71,5,,,
1844,-17-5-71-10,71,10,,,
1845,-17-5-71-15,71,15,,,
1846,-17-5-71-20,71,20,,,
1847,-17-5-71-25,71,25,,,
1848,-17-5-71-30,71,30,,,
1849,-17-5-75-0,75,0,,,
1850,-17-5-75-5,75,5,,,
1851,-17-5-75-10,75,10,,,
1852,-17-5-75-15,75,15,,,
1853,-17-5-75-20,75,20,,,
1854,-17-5-75-25,75,25,,,
1855,-17-5-75-30,75,30,,,
1856,-17-10-71-0,71,0,,,
1857,-17-10-71-5,71,5,,,
1858,-17-10-71-10,71,10,,,
1859,-17-10-71-15,71,15,,,
1860,-17-10-71-20,71,20,,,
1861,-17-10-71-25,71,25,,,
1862,-17-10-71-30,71,30,,,
1863,-17-10-72-0,72,0,,,
1864,-17-10-72-5,72,5,,,
1865,-17-10-72-10,72,10,,,
1866,-17-10-72-15,72,15,,,
1867,-17-10-72-20,72,20,,,
1868,-17-10-72-25,72,25,,,
1869,,72,30,,,
1870,,73,0,,,
1871,,73,5,,,
1872,,73,10,,,
1873,,73,15,,,
1874,-17-10-73-20,73,20,,,
1875,-17-10-73-25,73,25,,,
1876,-17-10-73-30,73,30,,,
1877,-17-10-74-0,74,0,,,
1878,-17-10-74-5,74,5,,,
1879,-17-10-74-10,74,10,,,
1880,-17-10-74-15,74,15,,,
1881,-17-10-74-20,74,20,,,
1882,-17-10-74-25,74,25,,,
1883,-17-10-74-30,74,30,,,
1884,-17-10-75-0,75,0,,,
1885,-17-10-75-5,75,5,,,
1886,-17-10-75-10,75,10,,,
1887,-17-10-75-15,75,15,,,
1888,-17-10-75-20,75,20,,,
1889,-17-10-75-25,75,25,,,
1890,-17-10-75-30,75,30,,,
1891,-17-15-71-0,71,0,,,
1892,-17-15-71-5,71,5,,,
1893,-17-15-71-10,71,10,,,
1894,-17-15-71-15,71,15,,,
1895,-17-15-71-20,71,20,,,
1896,-17-15-71-25,71,25,,,
1897,-17-15-71-30,71,30,,,
1898,-17-15-72-0,72,0,,,
1899,-17-15-72-5,72,5,,,
1900,-17-15-72-10,72,10,,,
1901,-17-15-72-15,72,15,,,
1902,-17-15-72-20,72,20,,,
1903,-17-15-72-25,72,25,,,
1904,-17-15-72-30,72,30,,,
1905,-17-15-73-0,73,0,,,
1906,-17-15-73-5,73,5,,,
1907,-17-15-73-10,73,10,,,
1908,-17-15-73-15,73,15,,,
1909,-17-15-73-20,73,20,,,
1910,-17-15-73-25,73,25,,,
1911,-17-15-73-30,73,30,,,
1912,-17-15-74-0,74,0,,,
1913,-17-15-74-5,74,5,,,
1914,-17-15-74-10,74,10,,,
1915,-17-15-74-15,74,15,,,
1916,-17-15-74-20,74,20,,,
1917,-17-15-74-25,74,25,,,
1918,-17-15-74-30,74,30,,,
1919,-17-15-75-0,75,0,,,
1920,-17-15-75-5,75,5,,,
1921,-17-15-75-10,75,10,,,
1922,-17-15-75-15,75,15,,,
1923,-17-15-75-20,75,20,,,
1924,-17-15-75-25,75,25,,,
1925,-17-15-75-30,75,30,,,
1926,-17-17.5-71-0,71,0,,,
1927,-17-17.5-71-5,71,5,,,
1928,-17-17.5-71-10,71,10,,,
1929,-17-17.5-71-15,71,15,,,
1930,-17-17.5-71-20,71,20,,,
1931,-17-17.5-71-25,71,25,,,
1932,-17-17.5-71-30,71,30,,,
1933,-17-17.5-72-0,72,0,,,
1934,-17-17.5-72-5,72,5,,,
1935,-17-17.5-72-10,72,10,,,
1936,-17-17.5-72-15,72,15,,,
1937,-17-17.5-72-20,72,20,,,
1938,-17-17.5-72-25,72,25,,,
1939,-17-17.5-72-30,72,30,,,
1940,-17-17.5-73-0,73,0,,,
1941,-17-17.5-73-5,73,5,,,
1942,-17-17.5-73-10,73,10,,,
1943,-17-17.5-73-15,73,15,,,
1944,-17-17.5-73-20,73,20,,,
1945,-17-17.5-73-25,73,25,,,
1946,-17-17.5-73-30,73,30,,,
1947,-17-17.5-75-0,75,0,,,
1948,-17-17.5-75-5,75,5,,,
1949,-17-17.5-75-10,75,10,,,
1950,-17-17.5-75-15,75,15,,,
1951,-17-17.5-75-20,75,20,,,
1952,-17-17.5-75-25,75,25,,,
1953,-17-17.5-75-30,75,30,,,
1954,-19-5-71-0,71,0,,,
1955,-19-5-71-5,71,5,,,
1956,-19-5-71-10,71,10,,,
1957,-19-5-71-15,71,15,,,
1958,-19-5-71-20,71,20,,,
1959,-19-5-71-25,71,25,,,
1960,-19-5-71-30,71,30,,,
1961,-19-5-75-0,75,0,,,
1962,-19-5-75-5,75,5,,,
1963,-19-5-75-10,75,10,,,
1964,-19-5-75-15,75,15,,,
1965,-19-5-75-20,75,20,,,
1966,-19-5-75-25,75,25,,,
1967,-19-5-75-30,75,30,,,
1968,-19-10-71-0,71,0,,,
1969,,71,5,,,
1970,,71,10,,,
1971,,71,15,,,
1972,,71,20,,,
1973,,71,25,,,
1974,-19-10-71-30,71,30,,,
1975,-19-10-72-0,72,0,,,
1976,-19-10-72-5,72,5,,,
1977,-19-10-72-10,72,10,,,
1978,-19-10-72-15,72,15,,,
1979,-19-10-72-20,72,20,,,
1980,-19-10-72-25,72,25,,,
1981,-19-10-72-30,72,30,,,
1982,-19-10-73-0,73,0,,,
1983,-19-10-73-5,73,5,,,
1984,-19-10-73-10,73,10,,,
1985,-19-10-73-15,73,15,,,
1986,-19-10-73-20,73,20,,,
1987,-19-10-73-25,73,25,,,
1988,-19-10-73-30,73,30,,,
1989,-19-10-74-0,74,0,,,
1990,-19-10-74-5,74,5,,,
1991,-19-10-74-10,74,10,,,
1992,-19-10-74-15,74,15,,,
1993,-19-10-74-20,74,20,,,
1994,-19-10-74-25,74,25,,,
1995,-19-10-74-30,74,30,,,
1996,-19-10-75-0,75,0,,,
1997,-19-10-75-5,75,5,,,
1998,-19-10-75-10,75,10,,,
1999,-19-10-75-15,75,15,,,
2000,-19-10-75-20,75,20,,,
2001,-19-10-75-25,75,25,,,
2002,-19-10-75-30,75,30,,,
2003,-19-15-71-0,71,0,,,
2004,-19-15-71-5,71,5,,,
2005,-19-15-71-10,71,10,,,
2006,-19-15-71-15,71,15,,,
2007,-19-15-71-20,71,20,,,
2008,-19-15-71-25,71,25,,,
2009,-19-15-71-30,71,30,,,
2010,-19-15-72-0,72,0,,,
2011,-19-15-72-5,72,5,,,
2012,-19-15-72-10,72,10,,,
2013,-19-15-72-15,72,15,,,
2014,-19-15-72-20,72,20,,,
2015,-19-15-72-25,72,25,,,
2016,-19-15-72-30,72,30,,,
2017,-19-15-73-0,73,0,,,
2018,-19-15-73-5,73,5,,,
2019,-19-15-73-10,73,10,,,
2020,-19-15-73-15,73,15,,,
2021,-19-15-73-20,73,20,,,
2022,-19-15-73-25,73,25,,,
2023,-19-15-73-30,73,30,,,
2024,-19-15-74-0,74,0,,,
2025,-19-15-74-5,74,5,,,
2026,-19-15-74-10,74,10,,,
2027,-19-15-74-15,74,15,,,
2028,-19-15-74-20,74,20,,,
2029,-19-15-74-25,74,25,,,
2030,-19-15-74-30,74,30,,,
2031,-19-15-75-0,75,0,,,
2032,-19-15-75-5,75,5,,,
2033,-19-15-75-10,75,10,,,
2034,-19-15-75-15,75,15,,,
2035,-19-15-75-20,75,20,,,
2036,-19-15-75-25,75,25,,,
2037,-19-15-75-30,75,30,,,
2038,-19-17.5-71-0,71,0,,,
2039,-19-17.5-71-5,71,5,,,
2040,-19-17.5-71-10,71,10,,,
2041,-19-17.5-71-15,71,15,,,
2042,-19-17.5-71-20,71,20,,,
2043,-19-17.5-71-25,71,25,,,
2044,-19-17.5-71-30,71,30,,,
2045,-19-17.5-72-0,72,0,,,
2046,-19-17.5-72-5,72,5,,,
2047,-19-17.5-72-10,72,10,,,
2048,-19-17.5-72-15,72,15,,,
2049,-19-17.5-72-20,72,20,,,
2050,-19-17.5-72-25,72,25,,,
2051,-19-17.5-72-30,72,30,,,
2052,-19-17.5-73-0,73,0,,,
2053,-19-17.5-73-5,73,5,,,
2054,-19-17.5-73-10,73,10,,,
2055,-19-17.5-73-15,73,15,,,
2056,-19-17.5-73-20,73,20,,,
2057,-19-17.5-73-25,73,25,,,
2058,-19-17.5-73-30,73,30,,,
2059,-19-17.5-75-0,75,0,,,
2060,-19-17.5-75-5,75,5,,,
2061,-19-17.5-75-10,75,10,,,
2062,-19-17.5-75-15,75,15,,,
2063,-19-17.5-75-20,75,20,,,
2064,-19-17.5-75-25,75,25,,,
2065,-19-17.5-75-30,75,30,,,
2066,-20-5-71-0,71,0,,,
2067,-20-5-71-5,71,5,,,
2068,-20-5-71-10,71,10,,,
2069,,71,15,,,
2070,,71,20,,,
2071,,71,25,,,
2072,,71,30,,,
2073,,75,0,,,
2074,-20-5-75-5,75,5,,,
2075,-20-5-75-10,75,10,,,
2076,-20-5-75-15,75,15,,,
2077,-20-5-75-20,75,20,,,
2078,-20-5-75-25,75,25,,,
2079,-20-5-75-30,75,30,,,
2080,-20-10-71-0,71,0,,,
2081,-20-10-71-5,71,5,,,
2082,-20-10-71-10,71,10,,,
2083,-20-10-71-15,71,15,,,
2084,-20-10-71-20,71,20,,,
2085,-20-10-71-25,71,25,,,
2086,-20-10-71-30,71,30,,,
2087,-20-10-72-0,72,0,,,
2088,-20-10-72-5,72,5,,,
2089,-20-10-72-10,72,10,,,
2090,-20-10-72-15,72,15,,,
2091,-20-10-72-20,72,20,,,
2092,-20-10-72-25,72,25,,,
2093,-20-10-72-30,72,30,,,
2094,-20-10-73-0,73,0,,,
2095,-20-10-73-5,73,5,,,
2096,-20-10-73-10,73,10,,,
2097,-20-10-73-15,73,15,,,
2098,-20-10-73-20,73,20,,,
2099,-20-10-73-25,73,25,,,
2100,-20-10-73-30,73,30,,,
2101,-20-10-74-0,74,0,,,
2102,-20-10-74-5,74,5,,,
2103,-20-10-74-10,74,10,,,
2104,-20-10-74-15,74,15,,,
2105,-20-10-74-20,74,20,,,
2106,-20-10-74-25,74,25,,,
2107,-20-10-74-30,74,30,,,
2108,-20-10-75-0,75,0,,,
2109,-20-10-75-5,75,5,,,
2110,-20-10-75-10,75,10,,,
2111,-20-10-75-15,75,15,,,
2112,-20-10-75-20,75,20,,,
2113,-20-10-75-25,75,25,,,
2114,-20-10-75-30,75,30,,,
2115,-20-15-71-0,71,0,,,
2116,-20-15-71-5,71,5,,,
2117,-20-15-71-10,71,10,,,
2118,-20-15-71-15,71,15,,,
2119,-20-15-71-20,71,20,,,
2120,-20-15-71-25,71,25,,,
2121,-20-15-71-30,71,30,,,
2122,-20-15-72-0,72,0,,,
2123,-20-15-72-5,72,5,,,
2124,-20-15-72-10,72,10,,,
2125,-20-15-72-15,72,15,,,
2126,-20-15-72-20,72,20,,,
2127,-20-15-72-25,72,25,,,
2128,-20-15-72-30,72,30,,,
2129,-20-15-73-0,73,0,,,
2130,-20-15-73-5,73,5,,,
2131,-20-15-73-10,73,10,,,
2132,-20-15-73-15,73,15,,,
2133,-20-15-73-20,73,20,,,
2134,-20-15-73-25,73,25,,,
2135,-20-15-73-30,73,30,,,
2136,-20-15-74-0,74,0,,,
2137,-20-15-74-5,74,5,,,
2138,-20-15-74-10,74,10,,,
2139,-20-15-74-15,74,15,,,
2140,-20-15-74-20,74,20,,,
2141,-20-15-74-25,74,25,,,
2142,-20-15-74-30,74,30,,,
2143,-20-15-75-0,75,0,,,
2144,-20-15-75-5,75,5,,,
2145,-20-15-75-10,75,10,,,
2146,-20-15-75-15,75,15,,,
2147,-20-15-75-20,75,20,,,
2148,-20-15-75-25,75,25,,,
2149,-20-15-75-30,75,30,,,
2150,-20-17.5-71-0,71,0,,,
2151,-20-17.5-71-5,71,5,,,
2152,-20-17.5-71-10,71,10,,,
2153,-20-17.5-71-15,71,15,,,
2154,-20-17.5-71-20,71,20,,,
2155,-20-17.5-71-25,71,25,,,
2156,-20-17.5-71-30,71,30,,,
2157,-20-17.5-72-0,72,0,,,
2158,-20-17.5-72-5,72,5,,,
2159,-20-17.5-72-10,72,10,,,
2160,-20-17.5-72-15,72,15,,,
2161,-20-17.5-72-20,72,20,,,
2162,-20-17.5-72-25,72,25,,,
2163,-20-17.5-72-30,72,30,,,
2164,-20-17.5-73-0,73,0,,,
2165,-20-17.5-73-5,73,5,,,
2166,-20-17.5-73-10,73,10,,,
2167,-20-17.5-73-15,73,15,,,
2168,-20-17.5-73-20,73,20,,,
2169,,73,25,,,
2170,,73,30,,,
2171,,75,0,,,
2172,,75,5,,,
2173,,75,10,,,
2174,-20-17.5-75-15,75,15,,,
2175,-20-17.5-75-20,75,20,,,
2176,-20-17.5-75-25,75,25,,,
2177,-20-17.5-75-30,75,30,,,
2178,-25-5-71-0,71,0,,,
2179,-25-5-71-5,71,5,,,
2180,-25-5-71-10,71,10,,,
2181,-25-5-71-15,71,15,,,
2182,-25-5-71-20,71,20,,,
2183,-25-5-71-25,71,25,,,
2184,-25-5-71-30,71,30,,,
2185,-25-5-75-0,75,0,,,
2186,-25-5-75-5,75,5,,,
2187,-25-5-75-10,75,10,,,
2188,-25-5-75-15,75,15,,,
2189,-25-5-75-20,75,20,,,
2190,-25-5-75-25,75,25,,,
2191,-25-5-75-30,75,30,,,
2192,-25-10-71-0,71,0,,,
2193,-25-10-71-5,71,5,,,
2194,-25-10-71-10,71,10,,,
2195,-25-10-71-15,71,15,,,
2196,-25-10-71-20,71,20,,,
2197,-25-10-71-25,71,25,,,
2198,-25-10-71-30,71,30,,,
2199,-25-10-72-0,72,0,,,
2200,-25-10-72-5,72,5,,,
2201,-25-10-72-10,72,10,,,
2202,-25-10-72-15,72,15,,,
2203,-25-10-72-20,72,20,,,
2204,-25-10-72-25,72,25,,,
2205,-25-10-72-30,72,30,,,
2206,-25-10-73-0,73,0,,,
2207,-25-10-73-5,73,5,,,
2208,-25-10-73-10,73,10,,,
2209,-25-10-73-15,73,15,,,
2210,-25-10-73-20,73,20,,,
2211,-25-10-73-25,73,25,,,
2212,-25-10-73-30,73,30,,,
2213,-25-10-74-0,74,0,,,
2214,-25-10-74-5,74,5,,,
2215,-25-10-74-10,74,10,,,
2216,-25-10-74-15,74,15,,,
2217,-25-10-74-20,74,20,,,
2218,-25-10-74-25,74,25,,,
2219,-25-10-74-30,74,30,,,
2220,-25-10-75-0,75,0,,,
2221,-25-10-75-5,75,5,,,
2222,-25-10-75-10,75,10,,,
2223,-25-10-75-15,75,15,,,
2224,-25-10-75-20,75,20,,,
2225,-25-10-75-25,75,25,,,
2226,-25-10-75-30,75,30,,,
2227,-25-15-71-0,71,0,,,
2228,-25-15-71-5,71,5,,,
2229,-25-15-71-10,71,10,,,
2230,-25-15-71-15,71,15,,,
2231,-25-15-71-20,71,20,,,
2232,-25-15-71-25,71,25,,,
2233,-25-15-71-30,71,30,,,
2234,-25-15-72-0,72,0,,,
2235,-25-15-72-5,72,5,,,
2236,-25-15-72-10,72,10,,,
2237,-25-15-72-15,72,15,,,
2238,-25-15-72-20,72,20,,,
2239,-25-15-72-25,72,25,,,
2240,-25-15-72-30,72,30,,,
2241,-25-15-73-0,73,0,,,
2242,-25-15-73-5,73,5,,,
2243,-25-15-73-10,73,10,,,
2244,-25-15-73-15,73,15,,,
2245,-25-15-73-20,73,20,,,
2246,-25-15-73-25,73,25,,,
2247,-25-15-73-30,73,30,,,
2248,-25-15-74-0,74,0,,,
2249,-25-15-74-5,74,5,,,
2250,-25-15-74-10,74,10,,,
2251,-25-15-74-15,74,15,,,
2252,-25-15-74-20,74,20,,,
2253,-25-15-74-25,74,25,,,
2254,-25-15-74-30,74,30,,,
2255,-25-15-75-0,75,0,,,
2256,-25-15-75-5,75,5,,,
2257,-25-15-75-10,75,10,,,
2258,-25-15-75-15,75,15,,,
2259,-25-15-75-20,75,20,,,
2260,-25-15-75-25,75,25,,,
2261,-25-15-75-30,75,30,,,
2262,-25-17.5-71-0,71,0,,,
2263,-25-17.5-71-5,71,5,,,
2264,-25-17.5-71-10,71,10,,,
2265,-25-17.5-71-15,71,15,,,
2266,-25-17.5-71-20,71,20,,,
2267,-25-17.5-71-25,71,25,,,
2268,-25-17.5-71-30,71,30,,,
2269,,72,0,,,
2270,,72,5,,,
2271,,72,10,,,
2272,,72,15,,,
2273,,72,20,,,
2274,-25-17.5-72-25,72,25,,,
2275,-25-17.5-72-30,72,30,,,
2276,-25-17.5-73-0,73,0,,,
2277,-25-17.5-73-5,73,5,,,
2278,-25-17.5-73-10,73,10,,,
2279,-25-17.5-73-15,73,15,,,
2280,-25-17.5-73-20,73,20,,,
2281,-25-17.5-73-25,73,25,,,
2282,-25-17.5-73-30,73,30,,,
2283,-25-17.5-75-0,75,0,,,
2284,-25-17.5-75-5,75,5,,,
2285,-25-17.5-75-10,75,10,,,
2286,-25-17.5-75-15,75,15,,,
2287,-25-17.5-75-20,75,20,,,
2288,-25-17.5-75-25,75,25,,,
2289,-25-17.5-75-30,75,30,,,
2290,-30-5-71-0,71,0,,,
2291,-30-5-71-5,71,5,,,
2292,-30-5-71-10,71,10,,,
2293,-30-5-71-15,71,15,,,
2294,-30-5-71-20,71,20,,,
2295,-30-5-71-25,71,25,,,
2296,-30-5-71-30,71,30,,,
2297,-30-5-75-0,75,0,,,
2298,-30-5-75-5,75,5,,,
2299,-30-5-75-10,75,10,,,
2300,-30-5-75-15,75,15,,,
2301,-30-5-75-20,75,20,,,
2302,-30-5-75-25,75,25,,,
2303,-30-5-75-30,75,30,,,
2304,-30-10-71-0,71,0,,,
2305,-30-10-71-5,71,5,,,
2306,-30-10-71-10,71,10,,,
2307,-30-10-71-15,71,15,,,
2308,-30-10-71-20,71,20,,,
2309,-30-10-71-25,71,25,,,
2310,-30-10-71-30,71,30,,,
2311,-30-10-72-0,72,0,,,
2312,-30-10-72-5,72,5,,,
2313,-30-10-72-10,72,10,,,
2314,-30-10-72-15,72,15,,,
2315,-30-10-72-20,72,20,,,
2316,-30-10-72-25,72,25,,,
2317,-30-10-72-30,72,30,,,
2318,-30-10-73-0,73,0,,,
2319,-30-10-73-5,73,5,,,
2320,-30-10-73-10,73,10,,,
2321,-30-10-73-15,73,15,,,
2322,-30-10-73-20,73,20,,,
2323,-30-10-73-25,73,25,,,
2324,-30-10-73-30,73,30,,,
2325,-30-10-74-0,74,0,,,
2326,-30-10-74-5,74,5,,,
2327,-30-10-74-10,74,10,,,
2328,-30-10-74-15,74,15,,,
2329,-30-10-74-20,74,20,,,
2330,-30-10-74-25,74,25,,,
2331,-30-10-74-30,74,30,,,
2332,-30-10-75-0,75,0,,,
2333,-30-10-75-5,75,5,,,
2334,-30-10-75-10,75,10,,,
2335,-30-10-75-15,75,15,,,
2336,-30-10-75-20,75,20,,,
2337,-30-10-75-25,75,25,,,
2338,-30-10-75-30,75,30,,,
2339,-30-15-71-0,71,0,,,
2340,-30-15-71-5,71,5,,,
2341,-30-15-71-10,71,10,,,
2342,-30-15-71-15,71,15,,,
2343,-30-15-71-20,71,20,,,
