LineNumber,ID,RPM,angle ,,,"LineNumber, ID, Timestamp(Unix), RPM, Power, Deflection"
822,20-10-73-10,73,10,,,
823,20-10-73-15,73,15,,,
824,20-10-73-20,73,20,,,
825,20-10-73-25,73,25,,,
826,20-10-73-30,73,30,,,
827,20-10-74-0,74,0,,,
828,20-10-74-5,74,5,,,
829,20-10-74-10,74,10,,,
830,20-10-74-15,74,15,,,
831,20-10-74-20,74,20,,,
832,20-10-74-25,74,25,,,
833,20-10-74-30,74,30,,,
834,20-10-75-0,75,0,,,
835,20-10-75-5,75,5,,,
836,20-10-75-10,75,10,,,
837,20-10-75-15,75,15,,,
838,20-10-75-20,75,20,,,
839,20-10-75-25,75,25,,,
840,20-10-75-30,75,30,,,
841,20-15-71-0,71,0,,,
842,20-15-71-5,71,5,,,
843,20-15-71-10,71,10,,,
844,20-15-71-15,71,15,,,
845,20-15-71-20,71,20,,,
846,20-15-71-25,71,25,,,
847,20-15-71-30,71,30,,,
848,20-15-72-0,72,0,,,
849,20-15-72-5,72,5,,,
850,20-15-72-10,72,10,,,
851,20-15-72-15,72,15,,,
852,20-15-72-20,72,20,,,
853,20-15-72-25,72,25,,,
854,20-15-72-30,72,30,,,
855,20-15-73-0,73,0,,,
856,20-15-73-5,73,5,,,
857,20-15-73-10,73,10,,,
858,20-15-73-15,73,15,,,
859,20-15-73-20,73,20,,,
860,20-15-73-25,73,25,,,
861,20-15-73-30,73,30,,,
862,20-15-74-0,74,0,,,
863,20-15-74-5,74,5,,,
864,20-15-74-10,74,10,,,
865,20-15-74-15,74,15,,,
866,20-15-74-20,74,20,,,
867,20-15-74-25,74,25,,,
868,20-15-74-30,74,30,,,
869,,75,0,,,
870,,75,5,,,
871,,75,10,,,
872,,75,15,,,
873,,75,20,,,
874,20-15-75-25,75,25,,,
875,20-15-75-30,75,30,,,
876,20-17.5-71-0,71,0,,,
877,20-17.5-71-5,71,5,,,
878,20-17.5-71-10,71,10,,,
879,20-17.5-71-15,71,15,,,
880,20-17.5-71-20,71,20,,,
881,20-17.5-71-25,71,25,,,
882,20-17.5-71-30,71,30,,,
883,20-17.5-72-0,72,0,,,
884,20-17.5-72-5,72,5,,,
885,20-17.5-72-10,72,10,,,
886,20-17.5-72-15,72,15,,,
887,20-17.5-72-20,72,20,,,
888,20-17.5-72-25,72,25,,,
889,20-17.5-72-30,72,30,,,
890,20-17.5-73-0,73,0,,,
891,20-17.5-73-5,73,5,,,
892,20-17.5-73-10,73,10,,,
893,20-17.5-73-15,73,15,,,
894,20-17.5-73-20,73,20,,,
895,20-17.5-73-25,73,25,,,
896,20-17.5-73-30,73,30,,,
897,20-17.5-75-0,75,0,,,
898,20-17.5-75-5,75,5,,,
899,20-17.5-75-10,75,10,,,
900,20-17.5-75-15,75,15,,,
901,20-17.5-75-20,75,20,,,
902,20-17.5-75-25,75,25,,,
903,20-17.5-75-30,75,30,,,
904,25-5-71-0,71,0,,,
905,25-5-71-5,71,5,,,
906,25-5-71-10,71,10,,,
907,25-5-71-15,71,15,,,
908,25-5-71-20,71,20,,,
909,25-5-71-25,71,25,,,
910,25-5-71-30,71,30,,,
911,25-5-75-0,75,0,,,
912,25-5-75-5,75,5,,,
913,25-5-75-10,75,10,,,
914,25-5-75-15,75,15,,,
915,25-5-75-20,75,20,,,
916,25-5-75-25,75,25,,,
917,25-5-75-30,75,30,,,
918,25-10-71-0,71,0,,,
919,25-10-71-5,71,5,,,
920,25-10-71-10,71,10,,,
921,25-10-71-15,71,15,,,
922,25-10-71-20,71,20,,,
923,25-10-71-25,71,25,,,
924,25-10-71-30,71,30,,,
925,25-10-72-0,72,0,,,
926,25-10-72-5,72,5,,,
927,25-10-72-10,72,10,,,
928,25-10-72-15,72,15,,,
929,25-10-72-20,72,20,,,
930,25-10-72-25,72,25,,,
931,25-10-72-30,72,30,,,
932,25-10-73-0,73,0,,,
933,25-10-73-5,73,5,,,
934,25-10-73-10,73,10,,,
935,25-10-73-15,73,15,,,
936,25-10-73-20,73,20,,,
937,25-10-73-25,73,25,,,
938,25-10-73-30,73,30,,,
939,25-10-74-0,74,0,,,
940,25-10-74-5,74,5,,,
941,25-10-74-10,74,10,,,
942,25-10-74-15,74,15,,,
943,25-10-74-20,74,20,,,
944,25-10-74-25,74,25,,,
945,25-10-74-30,74,30,,,
946,25-10-75-0,75,0,,,
947,25-10-75-5,75,5,,,
948,25-10-75-10,75,10,,,
949,25-10-75-15,75,15,,,
950,25-10-75-20,75,20,,,
951,25-10-75-25,75,25,,,
952,25-10-75-30,75,30,,,
953,25-15-71-0,71,0,,,
954,25-15-71-5,71,5,,,
955,25-15-71-10,71,10,,,
956,25-15-71-15,71,15,,,
957,25-15-71-20,71,20,,,
958,25-15-71-25,71,25,,,
959,25-15-71-30,71,30,,,
960,25-15-72-0,72,0,,,
961,25-15-72-5,72,5,,,
962,25-15-72-10,72,10,,,
963,25-15-72-15,72,15,,,
964,25-15-72-20,72,20,,,
965,25-15-72-25,72,25,,,
966,25-15-72-30,72,30,,,
967,25-15-73-0,73,0,,,
968,25-15-73-5,73,5,,,
969,,73,10,,,
970,,73,15,,,
971,,73,20,,,
972,,73,25,,,
973,,73,30,,,
974,25-15-74-0,74,0,,,
975,25-15-74-5,74,5,,,
976,25-15-74-10,74,10,,,
977,25-15-74-15,74,15,,,
978,25-15-74-20,74,20,,,
979,25-15-74-25,74,25,,,
980,25-15-74-30,74,30,,,
981,25-15-75-0,75,0,,,
982,25-15-75-5,75,5,,,
983,25-15-75-10,75,10,,,
984,25-15-75-15,75,15,,,
985,25-15-75-20,75,20,,,
986,25-15-75-25,75,25,,,
987,25-15-75-30,75,30,,,
988,25-17.5-71-0,71,0,,,
989,25-17.5-71-5,71,5,,,
990,25-17.5-71-10,71,10,,,
991,25-17.5-71-15,71,15,,,
992,25-17.5-71-20,71,20,,,
993,25-17.5-71-25,71,25,,,
994,25-17.5-71-30,71,30,,,
995,25-17.5-72-0,72,0,,,
996,25-17.5-72-5,72,5,,,
997,25-17.5-72-10,72,10,,,
998,25-17.5-72-15,72,15,,,
999,25-17.5-72-20,72,20,,,
1000,25-17.5-72-25,72,25,,,
1001,25-17.5-72-30,72,30,,,
1002,25-17.5-73-0,73,0,,,
1003,25-17.5-73-5,73,5,,,
1004,25-17.5-73-10,73,10,,,
1005,25-17.5-73-15,73,15,,,
1006,25-17.5-73-20,73,20,,,
1007,25-17.5-73-25,73,25,,,
1008,25-17.5-73-30,73,30,,,
1009,25-17.5-75-0,75,0,,,
1010,25-17.5-75-5,75,5,,,
1011,25-17.5-75-10,75,10,,,
1012,25-17.5-75-15,75,15,,,
1013,25-17.5-75-20,75,20,,,
1014,25-17.5-75-25,75,25,,,
1015,25-17.5-75-30,75,30,,,
1016,30-5-71-0,71,0,,,
1017,30-5-71-5,71,5,,,
1018,30-5-71-10,71,10,,,
1019,30-5-71-15,71,15,,,
1020,30-5-71-20,71,20,,,
1021,30-5-71-25,71,25,,,
1022,30-5-71-30,71,30,,,
1023,30-5-75-0,75,0,,,
1024,30-5-75-5,75,5,,,
1025,30-5-75-10,75,10,,,
1026,30-5-75-15,75,15,,,
1027,30-5-75-20,75,20,,,
1028,30-5-75-25,75,25,,,
1029,30-5-75-30,75,30,,,
1030,30-10-71-0,71,0,,,
1031,30-10-71-5,71,5,,,
1032,30-10-71-10,71,10,,,
1033,30-10-71-15,71,15,,,
1034,30-10-71-20,71,20,,,
1035,30-10-71-25,71,25,,,
1036,30-10-71-30,71,30,,,
1037,30-10-72-0,72,0,,,
1038,30-10-72-5,72,5,,,
1039,30-10-72-10,72,10,,,
1040,30-10-72-15,72,15,,,
1041,30-10-72-20,72,20,,,
1042,30-10-72-25,72,25,,,
1043,30-10-72-30,72,30,,,
1044,30-10-73-0,73,0,,,
1045,30-10-73-5,73,5,,,
1046,30-10-73-10,73,10,,,
1047,30-10-73-15,73,15,,,
1048,30-10-73-20,73,20,,,
1049,30-10-73-25,73,25,,,
1050,30-10-73-30,73,30,,,
1051,30-10-74-0,74,0,,,
1052,30-10-74-5,74,5,,,
1053,30-10-74-10,74,10,,,
1054,30-10-74-15,74,15,,,
1055,30-10-74-20,74,20,,,
1056,30-10-74-25,74,25,,,
1057,30-10-74-30,74,30,,,
1058,30-10-75-0,75,0,,,
1059,30-10-75-5,75,5,,,
1060,30-10-75-10,75,10,,,
1061,30-10-75-15,75,15,,,
1062,30-10-75-20,75,20,,,
1063,30-10-75-25,75,25,,,
1064,30-10-75-30,75,30,,,
1065,30-15-71-0,71,0,,,
1066,30-15-71-5,71,5,,,
1067,30-15-71-10,71,10,,,
1068,30-15-71-15,71,15,,,
1069,,71,20,,,
1070,,71,25,,,
1071,,71,30,,,
1072,,72,0,,,
1073,,72,5,,,
1074,30-15-72-10,72,10,,,
1075,30-15-72-15,72,15,,,
1076,30-15-72-20,72,20,,,
1077,30-15-72-25,72,25,,,
1078,30-15-72-30,72,30,,,
1079,30-15-73-0,73,0,,,
1080,30-15-73-5,73,5,,,
1081,30-15-73-10,73,10,,,
1082,30-15-73-15,73,15,,,
1083,30-15-73-20,73,20,,,
1084,30-15-73-25,73,25,,,
1085,30-15-73-30,73,30,,,
1086,30-15-74-0,74,0,,,
1087,30-15-74-5,74,5,,,
1088,30-15-74-10,74,10,,,
1089,30-15-74-15,74,15,,,
1090,30-15-74-20,74,20,,,
1091,30-15-74-25,74,25,,,
1092,30-15-74-30,74,30,,,
1093,30-15-75-0,75,0,,,
1094,30-15-75-5,75,5,,,
1095,30-15-75-10,75,10,,,
1096,30-15-75-15,75,15,,,
1097,30-15-75-20,75,20,,,
1098,30-15-75-25,75,25,,,
1099,30-15-75-30,75,30,,,
1100,30-17.5-71-0,71,0,,,
1101,30-17.5-71-5,71,5,,,
1102,30-17.5-71-10,71,10,,,
1103,30-17.5-71-15,71,15,,,
1104,30-17.5-71-20,71,20,,,
1105,30-17.5-71-25,71,25,,,
1106,30-17.5-71-30,71,30,,,
1107,30-17.5-72-0,72,0,,,
1108,30-17.5-72-5,72,5,,,
1109,30-17.5-72-10,72,10,,,
1110,30-17.5-72-15,72,15,,,
1111,30-17.5-72-20,72,20,,,
1112,30-17.5-72-25,72,25,,,
1113,30-17.5-72-30,72,30,,,
1114,30-17.5-73-0,73,0,,,
1115,30-17.5-73-5,73,5,,,
1116,30-17.5-73-10,73,10,,,
1117,30-17.5-73-15,73,15,,,
1118,30-17.5-73-20,73,20,,,
1119,30-17.5-73-25,73,25,,,
1120,30-17.5-73-30,73,30,,,
1121,30-17.5-75-0,75,0,,,
1122,30-17.5-75-5,75,5,,,
1123,30-17.5-75-10,75,10,,,
1124,30-17.5-75-15,75,15,,,
1125,30-17.5-75-20,75,20,,,
1126,30-17.5-75-25,75,25,,,
1127,30-17.5-75-30,75,30,,,
1128,35-5-71-0,71,0,,,
1129,35-5-71-5,71,5,,,
1130,35-5-71-10,71,10,,,
1131,35-5-71-15,71,15,,,
1132,35-5-71-20,71,20,,,
1133,35-5-71-25,71,25,,,
1134,35-5-71-30,71,30,,,
1135,35-5-75-0,75,0,,,
1136,35-5-75-5,75,5,,,
1137,35-5-75-10,75,10,,,
1138,35-5-75-15,75,15,,,
1139,35-5-75-20,75,20,,,
1140,35-5-75-25,75,25,,,
1141,35-5-75-30,75,30,,,
1142,35-10-71-0,71,0,,,
1143,35-10-71-5,71,5,,,
1144,35-10-71-10,71,10,,,
1145,35-10-71-15,71,15,,,
1146,35-10-71-20,71,20,,,
1147,35-10-71-25,71,25,,,
1148,35-10-71-30,71,30,,,
1149,35-10-72-0,72,0,,,
1150,35-10-72-5,72,5,,,
1151,35-10-72-10,72,10,,,
1152,35-10-72-15,72,15,,,
1153,35-10-72-20,72,20,,,
1154,35-10-72-25,72,25,,,
1155,35-10-72-30,72,30,,,
1156,35-10-73-0,73,0,,,
1157,35-10-73-5,73,5,,,
1158,35-10-73-10,73,10,,,
1159,35-10-73-15,73,15,,,
1160,35-10-73-20,73,20,,,
1161,35-10-73-25,73,25,,,
1162,35-10-73-30,73,30,,,
1163,35-10-74-0,74,0,,,
1164,35-10-74-5,74,5,,,
1165,35-10-74-10,74,10,,,
1166,35-10-74-15,74,15,,,
1167,35-10-74-20,74,20,,,
1168,35-10-74-25,74,25,,,
1169,,74,30,,,
1170,,75,0,,,
1171,,75,5,,,
1172,,75,10,,,
1173,,75,15,,,
1174,35-10-75-20,75,20,,,
1175,35-10-75-25,75,25,,,
1176,35-10-75-30,75,30,,,
1177,35-15-71-0,71,0,,,
1178,35-15-71-5,71,5,,,
1179,35-15-71-10,71,10,,,
1180,35-15-71-15,71,15,,,
1181,35-15-71-20,71,20,,,
1182,35-15-71-25,71,25,,,
1183,35-15-71-30,71,30,,,
1184,35-15-72-0,72,0,,,
1185,35-15-72-5,72,5,,,
1186,35-15-72-10,72,10,,,
1187,35-15-72-15,72,15,,,
1188,35-15-72-20,72,20,,,
1189,35-15-72-25,72,25,,,
1190,35-15-72-30,72,30,,,
1191,35-15-73-0,73,0,,,
1192,35-15-73-5,73,5,,,
1193,35-15-73-10,73,10,,,
1194,35-15-73-15,73,15,,,
1195,35-15-73-20,73,20,,,
1196,35-15-73-25,73,25,,,
1197,35-15-73-30,73,30,,,
1198,35-15-74-0,74,0,,,
1199,35-15-74-5,74,5,,,
1200,35-15-74-10,74,10,,,
1201,35-15-74-15,74,15,,,
1202,35-15-74-20,74,20,,,
1203,35-15-74-25,74,25,,,
1204,35-15-74-30,74,30,,,
1205,35-15-75-0,75,0,,,
1206,35-15-75-5,75,5,,,
1207,35-15-75-10,75,10,,,
1208,35-15-75-15,75,15,,,
1209,35-15-75-20,75,20,,,
1210,35-15-75-25,75,25,,,
1211,35-15-75-30,75,30,,,
1212,35-17.5-71-0,71,0,,,
1213,35-17.5-71-5,71,5,,,
1214,35-17.5-71-10,71,10,,,
1215,35-17.5-71-15,71,15,,,
1216,35-17.5-71-20,71,20,,,
1217,35-17.5-71-25,71,25,,,
1218,35-17.5-71-30,71,30,,,
1219,35-17.5-72-0,72,0,,,
1220,35-17.5-72-5,72,5,,,
1221,35-17.5-72-10,72,10,,,
1222,35-17.5-72-15,72,15,,,
1223,35-17.5-72-20,72,20,,,
1224,35-17.5-72-25,72,25,,,
1225,35-17.5-72-30,72,30,,,
1226,35-17.5-73-0,73,0,,,
1227,35-17.5-73-5,73,5,,,
1228,35-17.5-73-10,73,10,,,
1229,35-17.5-73-15,73,15,,,
1230,35-17.5-73-20,73,20,,,
1231,35-17.5-73-25,73,25,,,
1232,35-17.5-73-30,73,30,,,
1233,35-17.5-75-0,75,0,,,
1234,35-17.5-75-5,75,5,,,
1235,35-17.5-75-10,75,10,,,
1236,35-17.5-75-15,75,15,,,
1237,35-17.5-75-20,75,20,,,
1238,35-17.5-75-25,75,25,,,
1239,35-17.5-75-30,75,30,,,
1240,40-5-71-0,71,0,,,
1241,40-5-71-5,71,5,,,
1242,40-5-71-10,71,10,,,
1243,40-5-71-15,71,15,,,
1244,40-5-71-20,71,20,,,
1245,40-5-71-25,71,25,,,
1246,40-5-71-30,71,30,,,
1247,40-5-75-0,75,0,,,
1248,40-5-75-5,75,5,,,
1249,40-5-75-10,75,10,,,
1250,40-5-75-15,75,15,,,
1251,40-5-75-20,75,20,,,
1252,40-5-75-25,75,25,,,
1253,40-5-75-30,75,30,,,
1254,40-10-71-0,71,0,,,
1255,40-10-71-5,71,5,,,
1256,40-10-71-10,71,10,,,
1257,40-10-71-15,71,15,,,
1258,40-10-71-20,71,20,,,
1259,40-10-71-25,71,25,,,
1260,40-10-71-30,71,30,,,
1261,40-10-72-0,72,0,,,
1262,40-10-72-5,72,5,,,
1263,40-10-72-10,72,10,,,
1264,40-10-72-15,72,15,,,
1265,40-10-72-20,72,20,,,
1266,40-10-72-25,72,25,,,
1267,40-10-72-30,72,30,,,
1268,40-10-73-0,73,0,,,
1269,,73,5,,,
1270,,73,10,,,
1271,,73,15,,,
1272,,73,20,,,
1273,,73,25,,,
1274,40-10-73-30,73,30,,,
1275,40-10-74-0,74,0,,,
1276,40-10-74-5,74,5,,,
1277,40-10-74-10,74,10,,,
1278,40-10-74-15,74,15,,,
1279,40-10-74-20,74,20,,,
1280,40-10-74-25,74,25,,,
1281,40-10-74-30,74,30,,,
1282,40-10-75-0,75,0,,,
1283,40-10-75-5,75,5,,,
1284,40-10-75-10,75,10,,,
1285,40-10-75-15,75,15,,,
1286,40-10-75-20,75,20,,,
1287,40-10-75-25,75,25,,,
1288,40-10-75-30,75,30,,,
1289,40-15-71-0,71,0,,,
1290,40-15-71-5,71,5,,,
1291,40-15-71-10,71,10,,,
1292,40-15-71-15,71,15,,,
1293,40-15-71-20,71,20,,,
1294,40-15-71-25,71,25,,,
1295,40-15-71-30,71,30,,,
1296,40-15-72-0,72,0,,,
1297,40-15-72-5,72,5,,,
1298,40-15-72-10,72,10,,,
1299,40-15-72-15,72,15,,,
1300,40-15-72-20,72,20,,,
1301,40-15-72-25,72,25,,,
1302,40-15-72-30,72,30,,,
1303,40-15-73-0,73,0,,,
1304,40-15-73-5,73,5,,,
1305,40-15-73-10,73,10,,,
1306,40-15-73-15,73,15,,,
1307,40-15-73-20,73,20,,,
1308,40-15-73-25,73,25,,,
1309,40-15-73-30,73,30,,,
1310,40-15-74-0,74,0,,,
1311,40-15-74-5,74,5,,,
1312,40-15-74-10,74,10,,,
1313,40-15-74-15,74,15,,,
1314,40-15-74-20,74,20,,,
1315,40-15-74-25,74,25,,,
1316,40-15-74-30,74,30,,,
1317,40-15-75-0,75,0,,,
1318,40-15-75-5,75,5,,,
1319,40-15-75-10,75,10,,,
1320,40-15-75-15,75,15,,,
1321,40-15-75-20,75,20,,,
1322,40-15-75-25,75,25,,,
1323,40-15-75-30,75,30,,,
1324,40-17.5-71-0,71,0,,,
1325,40-17.5-71-5,71,5,,,
1326,40-17.5-71-10,71,10,,,
1327,40-17.5-71-15,71,15,,,
1328,40-17.5-71-20,71,20,,,
1329,40-17.5-71-25,71,25,,,
1330,40-17.5-71-30,71,30,,,
1331,40-17.5-72-0,72,0,,,
1332,40-17.5-72-5,72,5,,,
1333,40-17.5-72-10,72,10,,,
1334,40-17.5-72-15,72,15,,,
1335,40-17.5-72-20,72,20,,,
1336,40-17.5-72-25,72,25,,,
1337,40-17.5-72-30,72,30,,,
1338,40-17.5-73-0,73,0,,,
1339,40-17.5-73-5,73,5,,,
1340,40-17.5-73-10,73,10,,,
1341,40-17.5-73-15,73,15,,,
1342,40-17.5-73-20,73,20,,,
1343,40-17.5-73-25,73,25,,,
1344,40-17.5-73-30,73,30,,,
1345,40-17.5-75-0,75,0,,,
1346,40-17.5-75-5,75,5,,,
1347,40-17.5-75-10,75,10,,,
1348,40-17.5-75-15,75,15,,,
1349,40-17.5-75-20,75,20,,,
1350,40-17.5-75-25,75,25,,,
1351,40-17.5-75-30,75,30,,,
1352,45-5-75-0,75,0,,,
1353,45-5-75-5,75,5,,,
1354,45-5-75-10,75,10,,,
1355,45-5-75-15,75,15,,,
1356,45-5-75-20,75,20,,,
1357,45-5-75-25,75,25,,,
1358,45-5-75-30,75,30,,,
1359,50-5-75-0,75,0,,,
1360,50-5-75-5,75,5,,,
1361,50-5-75-10,75,10,,,
1362,50-5-75-15,75,15,,,
1363,50-5-75-20,75,20,,,
1364,50-5-75-25,75,25,,,
1365,50-5-75-30,75,30,,,
1366,55-5-75-0,75,0,,,
1367,55-5-75-5,75,5,,,
1368,55-5-75-10,75,10,,,
1369,,75,15,,,
1370,,75,20,,,
1371,,75,25,,,
1372,,75,30,,,
1373,,75,0,,,
1374,60-5-75-5,75,5,,,
1375,60-5-75-10,75,10,,,
1376,60-5-75-15,75,15,,,
1377,60-5-75-20,75,20,,,
1378,60-5-75-25,75,25,,,
1379,60-5-75-30,75,30,,,
1380,70-5-75-0,75,0,,,
1381,70-5-75-5,75,5,,,
1382,70-5-75-10,75,10,,,
1383,70-5-75-15,75,15,,,
1384,70-5-75-20,75,20,,,
1385,70-5-75-25,75,25,,,
1386,70-5-75-30,75,30,,,
1387,80-5-75-0,75,0,,,
1388,80-5-75-5,75,5,,,
1389,80-5-75-10,75,10,,,
1390,80-5-75-15,75,15,,,
1391,80-5-75-20,75,20,,,
1392,80-5-75-25,75,25,,,
1393,80-5-75-30,75,30,,,
1394,-4-5-71-0,71,0,,,
1395,-4-5-71-5,71,5,,,
1396,-4-5-71-10,71,10,,,
1397,-4-5-71-15,71,15,,,
1398,-4-5-71-20,71,20,,,
1399,-4-5-71-25,71,25,,,
1400,-4-5-71-30,71,30,,,
1401,-4-5-75-0,75,0,,,
1402,-4-5-75-5,75,5,,,
1403,-4-5-75-10,75,10,,,
1404,-4-5-75-15,75,15,,,
1405,-4-5-75-20,75,20,,,
1406,-4-5-75-25,75,25,,,
1407,-4-5-75-30,75,30,,,
1408,-4-10-71-0,71,0,,,
1409,-4-10-71-5,71,5,,,
1410,-4-10-71-10,71,10,,,
1411,-4-10-71-15,71,15,,,
1412,-4-10-71-20,71,20,,,
1413,-4-10-71-25,71,25,,,
1414,-4-10-71-30,71,30,,,
1415,-4-10-72-0,72,0,,,
1416,-4-10-72-5,72,5,,,
1417,-4-10-72-10,72,10,,,
1418,-4-10-72-15,72,15,,,
1419,-4-10-72-20,72,20,,,
1420,-4-10-72-25,72,25,,,
1421,-4-10-72-30,72,30,,,
1422,-4-10-73-0,73,0,,,
1423,-4-10-73-5,73,5,,,
1424,-4-10-73-10,73,10,,,
1425,-4-10-73-15,73,15,,,
1426,-4-10-73-20,73,20,,,
1427,-4-10-73-25,73,25,,,
1428,-4-10-73-30,73,30,,,
1429,-4-10-74-0,74,0,,,
1430,-4-10-74-5,74,5,,,
1431,-4-10-74-10,74,10,,,
1432,-4-10-74-15,74,15,,,
1433,-4-10-74-20,74,20,,,
1434,-4-10-74-25,74,25,,,
1435,-4-10-74-30,74,30,,,
1436,-4-10-75-0,75,0,,,
1437,-4-10-75-5,75,5,,,
1438,-4-10-75-10,75,10,,,
1439,-4-10-75-15,75,15,,,
1440,-4-10-75-20,75,20,,,
1441,-4-10-75-25,75,25,,,
1442,-4-10-75-30,75,30,,,
1443,-4-15-71-0,71,0,,,
1444,-4-15-71-5,71,5,,,
1445,-4-15-71-10,71,10,,,
1446,-4-15-71-15,71,15,,,
1447,-4-15-71-20,71,20,,,
1448,-4-15-71-25,71,25,,,
1449,-4-15-71-30,71,30,,,
1450,-4-15-72-0,72,0,,,
1451,-4-15-72-5,72,5,,,
1452,-4-15-72-10,72,10,,,
1453,-4-15-72-15,72,15,,,
1454,-4-15-72-20,72,20,,,
1455,-4-15-72-25,72,25,,,
1456,-4-15-72-30,72,30,,,
1457,-4-15-73-0,73,0,,,
1458,-4-15-73-5,73,5,,,
1459,-4-15-73-10,73,10,,,
1460,-4-15-73-15,73,15,,,
1461,-4-15-73-20,73,20,,,
1462,-4-15-73-25,73,25,,,
1463,-4-15-73-30,73,30,,,
1464,-4-15-74-0,74,0,,,
1465,-4-15-74-5,74,5,,,
1466,-4-15-74-10,74,10,,,
1467,-4-15-74-15,74,15,,,
1468,-4-15-74-20,74,20,,,
1469,,74,25,,,
1470,,74,30,,,
1471,,75,0,,,
1472,,75,5,,,
1473,,75,10,,,
1474,-4-15-75-15,75,15,,,
1475,-4-15-75-20,75,20,,,
1476,-4-15-75-25,75,25,,,
1477,-4-15-75-30,75,30,,,
1478,-4-17.5-71-0,71,0,,,
1479,-4-17.5-71-5,71,5,,,
1480,-4-17.5-71-10,71,10,,,
1481,-4-17.5-71-15,71,15,,,
1482,-4-17.5-71-20,71,20,,,
1483,-4-17.5-71-25,71,25,,,
1484,-4-17.5-71-30,71,30,,,
1485,-4-17.5-72-0,72,0,,,
1486,-4-17.5-72-5,72,5,,,
1487,-4-17.5-72-10,72,10,,,
1488,-4-17.5-72-15,72,15,,,
1489,-4-17.5-72-20,72,20,,,
1490,-4-17.5-72-25,72,25,,,
1491,-4-17.5-72-30,72,30,,,
1492,-4-17.5-73-0,73,0,,,
1493,-4-17.5-73-5,73,5,,,
1494,-4-17.5-73-10,73,10,,,
1495,-4-17.5-73-15,73,15,,,
1496,-4-17.5-73-20,73,20,,,
1497,-4-17.5-73-25,73,25,,,
1498,-4-17.5-73-30,73,30,,,
1499,-4-17.5-75-0,75,0,,,
1500,-4-17.5-75-5,75,5,,,
1501,-4-17.5-75-10,75,10,,,
1502,-4-17.5-75-15,75,15,,,
1503,-4-17.5-75-20,75,20,,,
1504,-4-17.5-75-25,75,25,,,
1505,-4-17.5-75-30,75,30,,,
1506,-8-5-71-0,71,0,,,
1507,-8-5-71-5,71,5,,,
1508,-8-5-71-10,71,10,,,
1509,-8-5-71-15,71,15,,,
1510,-8-5-71-20,71,20,,,
1511,-8-5-71-25,71,25,,,
1512,-8-5-71-30,71,30,,,
1513,-8-5-75-0,75,0,,,
1514,-8-5-75-5,75,5,,,
1515,-8-5-75-10,75,10,,,
1516,-8-5-75-15,75,15,,,
1517,-8-5-75-20,75,20,,,
1518,-8-5-75-25,75,25,,,
1519,-8-5-75-30,75,30,,,
1520,-8-10-71-0,71,0,,,
1521,-8-10-71-5,71,5,,,
1522,-8-10-71-10,71,10,,,
1523,-8-10-71-15,71,15,,,
1524,-8-10-71-20,71,20,,,
1525,-8-10-71-25,71,25,,,
1526,-8-10-71-30,71,30,,,
1527,-8-10-72-0,72,0,,,
1528,-8-10-72-5,72,5,,,
1529,-8-10-72-10,72,10,,,
1530,-8-10-72-15,72,15,,,
1531,-8-10-72-20,72,20,,,
1532,-8-10-72-25,72,25,,,
1533,-8-10-72-30,72,30,,,
1534,-8-10-73-0,73,0,,,
1535,-8-10-73-5,73,5,,,
1536,-8-10-73-10,73,10,,,
1537,-8-10-73-15,73,15,,,
1538,-8-10-73-20,73,20,,,
1539,-8-10-73-25,73,25,,,
1540,-8-10-73-30,73,30,,,
1541,-8-10-74-0,74,0,,,
1542,-8-10-74-5,74,5,,,
1543,-8-10-74-10,74,10,,,
1544,-8-10-74-15,74,15,,,
1545,-8-10-74-20,74,20,,,
1546,-8-10-74-25,74,25,,,
1547,-8-10-74-30,74,30,,,
1548,-8-10-75-0,75,0,,,
1549,-8-10-75-5,75,5,,,
1550,-8-10-75-10,75,10,,,
1551,-8-10-75-15,75,15,,,
1552,-8-10-75-20,75,20,,,
1553,-8-10-75-25,75,25,,,
1554,-8-10-75-30,75,30,,,
1555,-8-15-71-0,71,0,,,
1556,-8-15-71-5,71,5,,,
1557,-8-15-71-10,71,10,,,
1558,-8-15-71-15,71,15,,,
1559,-8-15-71-20,71,20,,,
1560,-8-15-71-25,71,25,,,
1561,-8-15-71-30,71,30,,,
1562,-8-15-72-0,72,0,,,
1563,-8-15-72-5,72,5,,,
1564,-8-15-72-10,72,10,,,
1565,-8-15-72-15,72,15,,,
1566,-8-15-72-20,72,20,,,
1567,-8-15-72-25,72,25,,,
1568,-8-15-72-30,72,30,,,
1569,,73,0,,,
1570,,73,5,,,
1571,,73,10,,,
1572,,73,15,,,
1573,,73,20,,,
1574,-8-15-73-25,73,25,,,
1575,-8-15-73-30,73,30,,,
1576,-8-15-74-0,74,0,,,
1577,-8-15-74-5,74,5,,,
1578,-8-15-74-10,74,10,,,
1579,-8-15-74-15,74,15,,,
1580,-8-15-74-20,74,20,,,
1581,-8-15-74-25,74,25,,,
1582,-8-15-74-30,74,30,,,
1583,-8-15-75-0,75,0,,,
1584,-8-15-75-5,75,5,,,
1585,-8-15-75-10,75,10,,,
1586,-8-15-75-15,75,15,,,
1587,-8-15-75-20,75,20,,,
1588,-8-15-75-25,75,25,,,
1589,-8-15-75-30,75,30,,,
1590,-8-17.5-71-0,71,0,,,
1591,-8-17.5-71-5,71,5,,,
