timestamp,relative_time (seg),id,mechanicalPower,dcCurrent,acCurrent,outVoltage,dcVoltage,speedReq,speedActual,timeSpeedMeas,torqueReq,torqueActual,timeTorqueMeas,inv PCB temp,temp A,temp B,temp C,Motor temp,Analog inp 1,Analog inp 5,Analog inp 3,Analog inp 4,Analog inp 6
1564047386763,5.356,0xc0,0.0,0.0,0.0,0.0,638.1,0,0,5.351,0.0,-0.4,5.348,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386764,5.357,0xc0,0.0,0.0,0.0,0.0,638.1,0,0,5.351,0.0,-0.4,5.348,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386764,5.357,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386764,5.357,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386765,5.358,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386765,5.358,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386765,5.358,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386765,5.358,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386765,5.358,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386765,5.358,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386766,5.359,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386766,5.359,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386766,5.359,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386766,5.359,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386766,5.359,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386770,5.363,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.1,5.357,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386774,5.367,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,0.0,5.367,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386774,5.367,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,0.0,5.367,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386774,5.367,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,0.0,5.367,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386775,5.368,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,0.0,5.367,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386783,5.376,0xc0,0.0,0.0,0.0,0.0,637.8000000000001,0,0,5.351,0.0,0.0,5.375,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386792,5.385,0xc0,0.0,0.0,-0.2,0.0,638.3000000000001,0,0,5.351,0.0,0.1,5.384,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386800,5.393,0xc0,0.0,0.0,0.0,0.0,638.3000000000001,0,0,5.351,0.0,0.0,5.393,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386809,5.402,0xc0,0.0,0.0,-0.1,0.0,638.5,0,0,5.351,0.0,0.0,5.402,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386818,5.411,0xc0,0.0,0.0,-0.1,0.0,638.5,0,0,5.351,0.0,0.0,5.402,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386827,5.42,0xc0,0.0,0.0,0.0,0.0,638.1,0,0,5.351,0.0,-0.1,5.411,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386835,5.428,0xc0,0.0,0.0,0.2,0.0,637.8000000000001,0,0,5.351,0.0,-0.2,5.42,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386844,5.437,0xc0,0.0,0.0,0.2,0.0,638.3000000000001,0,0,5.351,0.0,-0.2,5.429,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386853,5.446,0xc0,0.0,0.0,0.30000000000000004,0.0,638.3000000000001,0,0,5.351,0.0,-0.5,5.438,39.1,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386863,5.456,0xc0,0.0,0.0,0.30000000000000004,0.0,638.3000000000001,0,0,5.451,0.0,-0.2,5.448,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386871,5.464,0xc0,0.0,0.0,-0.30000000000000004,0.0,637.8000000000001,0,0,5.451,0.0,0.30000000000000004,5.456,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386880,5.473,0xc0,0.0,0.0,0.0,0.0,638.1,0,0,5.451,0.0,0.0,5.465,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386889,5.482,0xc0,0.0,0.0,-0.5,0.0,637.8000000000001,0,0,5.451,0.0,0.4,5.474,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386898,5.491,0xc0,0.0,0.0,0.0,0.0,638.3000000000001,0,0,5.451,0.0,0.0,5.483,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386908,5.501,0xc0,0.0,0.0,-0.2,0.0,637.8000000000001,0,0,5.451,0.0,0.1,5.493,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386917,5.51,0xc0,0.0,0.0,0.2,0.0,638.1,0,0,5.451,0.0,-0.1,5.501,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386926,5.519,0xc0,0.0,0.0,0.0,0.0,637.8000000000001,0,0,5.451,0.0,0.0,5.51,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386934,5.527,0xc0,0.0,0.0,-0.2,0.0,638.3000000000001,0,0,5.451,0.0,0.1,5.519,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386943,5.536,0xc0,0.0,0.0,0.1,0.0,638.5,0,0,5.451,0.0,-0.1,5.528,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386952,5.545,0xc0,0.0,0.0,-0.30000000000000004,0.0,637.6,0,0,5.451,0.0,0.4,5.537,39.2,33.9,34.2,34.4,0,4.92,4.93,4.92,4.92,4.93
1564047386961,5.554,0xc0,0.0,0.0,-0.30000000000000004,0.0,637.6,0,0,5.55,0.0,0.0,5.547,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
1564047386970,5.563,0xc0,0.0,0.0,0.2,0.0,638.5,0,0,5.55,0.0,-0.2,5.555,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
1564047386979,5.572,0xc0,0.0,0.0,0.0,0.0,638.3000000000001,0,0,5.55,0.0,0.0,5.564,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
1564047386988,5.581,0xc0,0.0,0.0,-0.5,0.0,638.1,0,0,5.55,0.0,0.5,5.573,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
1564047386997,5.59,0xc0,0.0,0.0,0.2,0.0,638.5,0,0,5.55,0.0,-0.2,5.582,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
1564047387006,5.599,0xc0,0.0,0.0,-0.2,0.0,638.1,0,0,5.55,0.0,0.2,5.591,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
1564047387015,5.608,0xc0,0.0,0.0,0.0,0.0,638.7,0,0,5.55,0.0,-0.1,5.6,39.300000000000004,33.9,34.2,34.300000000000004,0,4.92,4.93,4.92,4.92,4.93
