Temperature Data
,3,27.27272727,40,27.27272727,42.16454147,27.27272727,41.74051581,27.27272727,41.62315356,27.27272727,41.20977289,27.27272727,41.80349743,27.27272727,41.68352936,27.27272727,41.26608604,27.27272727,46.85032427,27.27272727,46.14041561,27.27272727,41.23790511,27.27272727,41.26950475,27.27272727,40.71337449,27.27272727,40.57850444,27.27272727,58.17996807,27.27272727,73.34664626,27.27272727,40.64237962,27.27272727,41.40270675,27.27272727,48.8550014,27.27272727,48.9471155,27.27272727,64.14729912,27.27272727,64.2039075,27.27272727,75.24986539,27.27272727,75.6871161,27.27272727,43.64858117,27.27272727,41.36345148,27.27272727,42.55941912,27.27272727,45.67569687,27.27272727,40.50651472,27.27272727,40.50928893,27.27272727,41.09924306,27.27272727,41.1022644,27.27272727,40.49150635,27.27272727,25,27.27272727,80.88087945,27.27272727,83.95370082,27.27272727,81.198767,27.27272727,84.97031544,27.27272727,83.71313261,27.27272727,80.9446605,27.27272727,84.05918698,27.27272727,85.09116472,27.27272727,81.31661544,27.27272727,83.8329816,27.27272727,60.28590583,27.27272727,93.5208573,27.27272727,61.44149522,27.27272727,68.50278505,27.27272727,82.81928698,27.27272727,82.90411879,27.27272727,82.82773662,27.27272727,49.86906973,27.27272727,84.09169437,27.27272727,77.94247282,27.27272727,81.45241185,27.27272727,79.44584019,27.27272727,81.6929238,27.27272727,80.94389594,27.27272727,84.32141348,27.27272727,78.40510335,27.27272727,81.7939655,27.27272727,82.09393335,27.27272727,79.82571218,27.27272727,81.33785963,27.27272727,87.25361226,27.27272727,63.06568521,27.27272727,73.4674542,27.27272727,79.11631274,27.27272727,79.40418152,27.27272727,79.19096991,27.27272727,49.21412853,27.27272727,42.06056635,27.27272727,46.80504417,27.27272727,46.06288745,27.27272727,41.09209836,27.27272727,41.10290766,27.27272727,40.53897557,27.27272727,40.43461766,27.27272727,43.53852629,27.27272727,37.31703838,27.27272727,55.91710524,27.27272727,93.75955539,27.27272727,61.41094236,27.27272727,69.26640467,27.27272727,83.23199623,27.27272727,82.97668437,27.27272727,49.7413863,27.27272727,87.56392086,27.27272727,63.09554525,27.27272727,70.9670613,27.27272727,79.92686409,27.27272727,79.40779566,27.27272727,49.08338575,27.27272727,42.09491423,27.27272727,46.87984716,27.27272727,46.23172306,27.27272727,41.09845706,27.27272727,41.1059582,27.27272727,40.54127878,27.27272727,40.43639513,27.27272727,43.62501619,27.27272727,51.49564624,27.27272727,63.73432832,27.27272727,93.85677064,27.27272727,61.61958184,27.27272727,68.16177382,27.27272727,83.38057087,27.27272727,83.11104105,27.27272727,49.99022136,27.27272727,88.06466538,27.27272727,63.45644625,27.27272727,75.64985044,27.27272727,80.4256479,27.27272727,79.86192567,27.27272727,49.3642034,27.27272727,81.93726103,27.27272727,55.91710524,27.27272727,93.85677064,
,4,36.36363636,40,36.36363636,43.66619944,36.36363636,42.96689534,36.36363636,42.76837488,36.36363636,41.97493031,36.36363636,43.08510569,36.36363636,42.88369041,36.36363636,42.08891641,36.36363636,50.17655875,36.36363636,49.95347986,36.36363636,41.73826612,36.36363636,41.67648969,36.36363636,41.01156727,36.36363636,40.86104868,36.36363636,63.14800853,36.36363636,80.55813947,36.36363636,41.12666545,36.36363636,42.45517592,36.36363636,51.77827525,36.36363636,51.942482,36.36363636,72.09064858,36.36363636,72.19225852,36.36363636,86.0784903,36.36363636,86.78363865,36.36363636,45.80642725,36.36363636,42.26439102,36.36363636,44.09739339,36.36363636,48.2191794,36.36363636,40.73855641,36.36363636,40.74292401,36.36363636,41.46086355,36.36363636,41.46751647,36.36363636,40.72157915,36.36363636,25,36.36363636,93.03258316,36.36363636,96.88568986,36.36363636,93.24011198,36.36363636,98.0749023,36.36363636,96.46330553,36.36363636,93.13711679,36.36363636,97.05888391,36.36363636,98.26197552,36.36363636,93.42479724,36.36363636,96.64958276,36.36363636,66.39631763,36.36363636,108.0865107,36.36363636,68.41090986,36.36363636,77.14299694,36.36363636,94.8666136,36.36363636,94.98244041,36.36363636,94.86131043,36.36363636,54.09818962,36.36363636,96.70943521,36.36363636,88.97427586,36.36363636,93.31702736,36.36363636,90.67152584,36.36363636,93.52847219,36.36363636,92.57615674,36.36363636,97.05827609,36.36363636,89.69401075,36.36363636,93.86805498,36.36363636,94.13993304,36.36363636,91.2523813,36.36363636,93.17741579,36.36363636,99.75023061,36.36363636,70.41333889,36.36363636,82.95923862,36.36363636,89.8831642,36.36363636,90.27090258,36.36363636,89.9712667,36.36363636,53.61315515,36.36363636,43.49060965,36.36363636,50.10355289,36.36363636,49.82132639,36.36363636,41.54895233,36.36363636,41.46488546,36.36363636,40.77525174,36.36363636,40.6562994,36.36363636,45.64722708,36.36363636,37.85030642,36.36363636,61.01307937,36.36363636,108.5401091,36.36363636,68.40328212,36.36363636,78.15222403,36.36363636,95.61853688,36.36363636,95.16116679,36.36363636,53.92417747,36.36363636,100.2527697,36.36363636,70.47863535,36.36363636,79.94052902,36.36363636,91.09441549,36.36363636,90.32805824,36.36363636,53.42805848,36.36363636,43.5550662,36.36363636,50.22753088,36.36363636,50.0992795,36.36363636,41.56180218,36.36363636,41.47158289,36.36363636,40.77914913,36.36363636,40.65940959,36.36363636,45.79179791,36.36363636,55.62887867,36.36363636,70.84212526,36.36363636,108.6740256,36.36363636,68.69537326,36.36363636,76.78987151,36.36363636,95.83098047,36.36363636,95.34780813,36.36363636,54.27332913,36.36363636,100.9329607,36.36363636,70.98319049,36.36363636,85.83436259,36.36363636,91.79613743,36.36363636,90.94970393,36.36363636,53.8320333,36.36363636,93.89246992,36.36363636,61.01307937,36.36363636,108.6740256,
,5,45.45454545,40,45.45454545,45.46505974,45.45454545,44.45520463,45.45454545,44.16648179,45.45454545,42.93645288,45.45454545,44.64567745,45.45454545,44.35517852,45.45454545,43.13423939,45.45454545,53.81116626,45.45454545,54.21918023,45.45454545,42.29432313,45.45454545,42.12724754,45.45454545,41.34264281,45.45454545,41.17540954,45.45454545,67.69934082,45.45454545,86.58223207,45.45454545,41.7253074,45.45454545,43.74902417,45.45454545,54.69065885,45.45454545,54.94505099,45.45454545,79.66852152,45.45454545,79.82158719,45.45454545,95.97547406,45.45454545,96.9285492,45.45454545,48.22189092,45.45454545,43.33407204,45.45454545,45.82830403,45.45454545,50.95500723,45.45454545,41.00002874,45.45454545,41.0066624,45.45454545,41.86154594,45.45454545,41.87302483,45.45454545,40.98093027,45.45454545,25,45.45454545,104.4250319,45.45454545,108.9440893,45.45454545,104.4904039,45.45454545,110.2974627,45.45454545,108.3617764,45.45454545,104.5693133,45.45454545,109.1792189,45.45454545,110.543312,45.45454545,104.7371453,45.45454545,108.6079231,45.45454545,72.25155663,45.45454545,121.5492808,45.45454545,75.28396754,45.45454545,85.46963141,45.45454545,106.1456227,45.45454545,106.2878015,45.45454545,106.1275097,45.45454545,58.59405052,45.45454545,108.41497,45.45454545,99.06186495,45.45454545,104.2072639,45.45454545,101.0025042,45.45454545,104.4043916,45.45454545,103.2704291,45.45454545,108.8676221,45.45454545,100.0117882,45.45454545,104.9445446,45.45454545,105.199784,45.45454545,101.7608762,45.45454545,104.0534814,45.45454545,111.1319346,45.45454545,77.56386331,45.45454545,91.86786797,45.45454545,99.84450918,45.45454545,100.31541,45.45454545,99.94257749,45.45454545,58.34063508,45.45454545,45.20718465,45.45454545,53.71037614,45.45454545,54.04068009,45.45454545,42.05740462,45.45454545,41.86601493,45.45454545,41.04129811,45.45454545,40.90716279,45.45454545,48.01566834,45.45454545,39.16302376,45.45454545,66.15948563,45.45454545,122.1927074,45.45454545,75.2994987,45.45454545,86.66533936,45.45454545,107.1971505,45.45454545,106.5616379,45.45454545,58.38307239,45.45454545,111.8003381,45.45454545,77.6617976,45.45454545,88.50287658,45.45454545,101.3967596,45.45454545,100.4208246,45.45454545,58.11188213,45.45454545,45.31013821,45.45454545,53.88254778,45.45454545,54.41988609,45.45454545,42.07796769,45.45454545,41.8775495,45.45454545,41.04747427,45.45454545,40.91221531,45.45454545,48.21512153,45.45454545,59.77190109,45.45454545,77.57495876,45.45454545,122.3585563,45.45454545,75.66251867,45.45454545,85.10688357,45.45454545,107.4653317,45.45454545,106.7932104,45.45454545,58.8172206,45.45454545,112.6305978,45.45454545,78.28857601,45.45454545,95.35256549,45.45454545,102.2713549,45.45454545,101.1832572,45.45454545,58.62213415,45.45454545,104.9860035,45.45454545,66.15948563,45.45454545,122.3585563,
,6,54.54545455,40,54.54545455,47.50468116,54.54545455,46.16202254,54.54545455,45.77845262,54.54545455,44.08010952,54.54545455,46.44048358,54.54545455,46.0579633,54.54545455,44.38844239,54.54545455,57.66968792,54.54545455,58.79086915,54.54545455,42.90495976,54.54545455,42.62377233,54.54545455,41.70810273,54.54545455,41.5225713,54.54545455,71.90913161,54.54545455,91.73996851,54.54545455,42.42243334,54.54545455,45.24667737,54.54545455,57.60909339,54.54545455,57.9729559,54.54545455,86.92868977,54.54545455,87.13860686,54.54545455,105.1202858,54.54545455,106.3035901,54.54545455,50.82002412,54.54545455,44.54294799,54.54545455,47.69523997,54.54545455,53.90148733,54.54545455,41.29173675,54.54545455,41.30133523,54.54545455,42.30409887,54.54545455,42.32120498,54.54545455,41.27033581,54.54545455,25,54.54545455,115.1636281,54.54545455,120.2583725,54.54545455,115.067204,54.54545455,121.7672911,54.54545455,119.5339288,54.54545455,115.3463647,54.54545455,120.5497404,54.54545455,122.065614,54.54545455,115.3723713,54.54545455,119.8345331,54.54545455,77.92925225,54.54545455,134.0844173,54.54545455,82.04698259,54.54545455,93.50267837,54.54545455,116.7677095,54.54545455,116.9340291,54.54545455,116.7386057,54.54545455,63.27480954,54.54545455,119.3554394,54.54545455,108.3871502,54.54545455,114.3031243,54.54545455,110.6027577,54.54545455,114.4954654,54.54545455,113.1978961,54.54545455,119.9003653,54.54545455,109.5462887,54.54545455,115.2065264,54.54545455,115.4549103,54.54545455,111.5214472,54.54545455,114.143756,54.54545455,121.6168353,54.54545455,84.52653348,54.54545455,100.3068196,54.54545455,109.1445699,54.54545455,109.6911277,54.54545455,109.2534014,54.54545455,63.28625037,54.54545455,47.15715822,54.54545455,57.54045329,54.54545455,58.57147155,54.54545455,42.61676288,54.54545455,42.30905262,54.54545455,41.33797041,54.54545455,41.18749408,54.54545455,50.5677327,54.54545455,40.76878445,54.54545455,71.16261183,54.54545455,134.8961374,54.54545455,82.08181643,54.54545455,94.86881226,54.54545455,118.0850413,54.54545455,117.2913638,54.54545455,63.02938659,54.54545455,122.4235434,54.54545455,84.64955636,54.54545455,96.60775551,54.54545455,110.9874399,54.54545455,109.8322144,54.54545455,63.01775133,54.54545455,47.30620065,54.54545455,57.75960288,54.54545455,59.04288859,54.54545455,42.64567465,54.54545455,42.32622215,54.54545455,41.34712078,54.54545455,41.19515358,54.54545455,50.81783313,54.54545455,63.99733875,54.54545455,84.04514758,54.54545455,135.0911168,54.54545455,82.50989413,54.54545455,93.12991225,54.54545455,118.4041187,54.54545455,117.5640425,54.54545455,63.54155304,54.54545455,123.3898766,54.54545455,85.38733865,54.54545455,104.3408838,54.54545455,112.018215,54.54545455,110.7223639,54.54545455,63.62465072,54.54545455,115.3606899,54.54545455,71.16261183,54.54545455,135.0911168,
,7,63.63636364,40,63.63636364,49.76652456,63.63636364,48.07632536,63.63636364,47.59612763,63.63636364,45.41328224,63.63636364,48.45956663,63.63636364,47.98541395,63.63636364,45.86291764,63.63636364,61.7086417,63.63636364,63.5888082,63.63636364,43.57417894,63.63636364,43.17202035,63.63636364,42.11461957,63.63636364,41.90914987,63.63636364,75.79913899,63.63636364,96.18069989,63.63636364,43.21751676,63.63636364,46.94252823,63.63636364,60.54564438,63.63636364,61.04220917,63.63636364,93.87147874,63.63636364,94.14434916,63.63636364,113.5707413,63.63636364,114.9726675,63.63636364,53.5625024,63.63636364,45.8841278,63.63636364,49.67177188,63.63636364,56.77314154,63.63636364,41.61944177,63.63636364,41.63276688,63.63636364,42.79469222,63.63636364,42.81803892,63.63636364,41.59555092,63.63636364,25,63.63636364,125.2556339,63.63636364,130.8451616,63.63636364,124.9849122,63.63636364,132.4990594,63.63636364,129.9943437,63.63636364,125.4761184,63.63636364,131.1883819,63.63636364,132.8448757,63.63636364,125.3464712,63.63636364,130.3454075,63.63636364,83.28777665,63.63636364,145.7185144,63.63636364,88.66825341,63.63636364,101.2475622,63.63636364,126.7399,63.63636364,126.9290339,63.63636364,126.7017607,63.63636364,68.0877352,63.63636364,129.5578715,63.63636364,117.0065457,63.63636364,123.6570751,63.63636364,119.5168196,63.63636364,123.8486119,63.63636364,122.4046811,63.63636364,130.1866422,63.63636364,118.3605425,63.63636364,124.711995,63.63636364,124.9579025,63.63636364,120.5841817,63.63636364,123.4999956,63.63636364,131.2530033,63.63636364,91.2753647,63.63636364,108.2008782,63.63636364,117.8061666,63.63636364,118.4238741,63.63636364,117.9271238,63.63636364,68.38160757,63.63636364,49.32362706,63.63636364,61.54967172,63.63636364,63.331482,63.63636364,43.23110602,63.63636364,42.80014242,63.63636364,41.67103895,63.63636364,41.50286739,63.63636364,53.26386966,63.63636364,42.32263795,63.63636364,75.850733,63.63636364,146.6791983,63.63636364,88.71766293,63.63636364,102.7732709,63.63636364,128.2927078,63.63636364,127.3586865,63.63636364,67.8084083,63.63636364,132.1753779,63.63636364,91.41630658,63.63636364,104.1628399,63.63636364,119.899893,63.63636364,118.5890208,63.63636364,68.07505104,63.63636364,49.52684782,63.63636364,61.81555053,63.63636364,63.88758077,63.63636364,43.26877596,63.63636364,42.82355806,63.63636364,41.68391351,63.63636364,41.51388532,63.63636364,53.56099977,63.63636364,68.0784241,63.63636364,90.14672891,63.63636364,146.901321,63.63636364,89.20757019,63.63636364,100.8606549,63.63636364,128.6594589,63.63636364,127.6700708,63.63636364,68.39491713,63.63636364,133.2691889,63.63636364,92.25791065,63.63636364,112.7465008,63.63636364,121.0759967,63.63636364,119.5987628,63.63636364,68.77222523,63.63636364,125.0426107,63.63636364,75.850733,63.63636364,146.901321,
,8,72.72727273,40,72.72727273,52.20045657,72.72727273,50.15566427,72.72727273,49.57929224,72.72727273,46.90884032,72.72727273,50.65857663,72.72727273,50.09541911,72.72727273,47.52860382,72.72727273,65.86476073,72.72727273,68.51521459,72.72727273,44.2948009,72.72727273,43.76763832,72.72727273,42.56119526,72.72727273,42.33459807,72.72727273,79.43673921,72.72727273,100.1189447,72.72727273,44.09500335,72.72727273,48.80134903,72.72727273,63.50183965,72.72727273,64.15339993,72.72727273,100.5449392,72.72727273,100.8864334,72.72727273,121.4584402,72.72727273,123.0727727,72.72727273,56.39622422,72.72727273,47.33205489,72.72727273,51.7242875,72.72727273,59.50720734,72.72727273,41.98245257,72.72727273,42.00016964,72.72727273,43.32967544,72.72727273,43.35970005,72.72727273,41.95592912,72.72727273,25,72.72727273,134.805267,72.72727273,140.8253112,72.72727273,134.3524097,72.72727273,142.6141674,72.72727273,139.8602482,72.72727273,135.0632408,72.72727273,141.2175396,72.72727273,143.0038983,72.72727273,134.7694836,72.72727273,140.2590934,72.72727273,88.33924313,72.72727273,156.6082925,72.72727273,95.14148788,72.72727273,108.7385817,72.72727273,136.165074,72.72727273,136.3759709,72.72727273,136.1193576,72.72727273,72.96772971,72.72727273,139.1477692,72.72727273,125.0514214,72.72727273,132.4045358,72.72727273,127.8680565,72.72727273,132.5961475,72.72727273,131.0201172,72.72727273,139.8547402,72.72727273,126.5916312,72.72727273,133.6019354,72.72727273,133.8460613,72.72727273,129.0770253,72.72727273,132.2563826,72.72727273,140.1948995,72.72727273,97.81604461,72.72727273,115.6173215,72.72727273,125.9347124,72.72727273,126.6202443,72.72727273,126.0686145,72.72727273,73.54719722,72.72727273,51.65854291,72.72727273,65.67494586,72.72727273,68.22173744,72.72727273,43.89390039,72.72727273,43.33561788,72.72727273,42.03971322,72.72727273,41.85275863,72.72727273,56.05068425,72.72727273,43.7800058,72.72727273,80.24827672,72.72727273,157.7032146,72.72727273,95.20188729,72.72727273,110.4134447,72.72727273,137.9301223,72.72727273,136.8694388,72.72727273,72.65493164,72.72727273,141.2172602,72.72727273,97.97000988,72.72727273,111.244458,72.72727273,128.2512799,72.72727273,126.8015101,72.72727273,73.20386363,72.72727273,51.92310621,72.72727273,65.98802503,72.72727273,68.85743764,72.72727273,43.94060328,72.72727273,43.36571592,72.72727273,42.05696462,72.72727273,41.86780474,72.72727273,56.39240415,72.72727273,71.97253732,72.72727273,95.90638909,72.72727273,157.9508339,72.72727273,95.75141783,72.72727273,108.334218,72.72727273,138.3422008,72.72727273,137.2176952,72.72727273,73.31337474,72.72727273,142.4323829,72.72727273,98.9103571,72.72727273,120.6472951,72.72727273,129.565277,72.72727273,127.925041,72.72727273,73.9868568,72.72727273,134.149067,72.72727273,80.24827672,72.72727273,157.9508339,
,9,81.81818182,40,81.81818182,54.78387152,81.81818182,52.38220818,81.81818182,51.7116751,81.81818182,48.55918378,81.81818182,53.01956466,81.81818182,52.37178714,81.81818182,49.37900359,81.81818182,70.10155705,81.81818182,73.51112189,81.81818182,45.06578976,81.81818182,44.41144625,81.81818182,43.05109311,81.81818182,42.80253064,81.81818182,82.84889492,81.81818182,103.6580421,81.81818182,45.05120908,81.81818182,50.81213028,81.81818182,66.47831151,81.81818182,67.30825764,81.81818182,106.9578555,81.81818182,107.3738389,81.81818182,128.8254698,81.81818182,130.6474767,81.81818182,59.29082481,81.81818182,48.8781383,81.81818182,53.83792723,81.81818182,62.09482461,81.81818182,42.38401073,81.81818182,42.40676429,81.81818182,43.91009722,81.81818182,43.94718744,81.81818182,42.35474567,81.81818182,25,81.81818182,143.8378474,81.81818182,150.2303475,81.81818182,143.1979287,81.81818182,152.1440654,81.81818182,149.1620198,81.81818182,144.1334136,81.81818182,150.6693625,81.81818182,152.5746514,81.81818182,143.6702201,81.81818182,149.6065077,81.81818182,93.0930643,81.81818182,166.8007342,81.81818182,101.4498161,81.81818182,115.973105,81.81818182,145.0690722,81.81818182,145.3008067,81.81818182,145.0170948,81.81818182,77.87488874,81.81818182,148.1604015,81.81818182,132.5641963,81.81818182,140.5875859,81.81818182,135.6947763,81.81818182,140.7791476,81.81818182,139.0843572,81.81818182,148.940771,81.81818182,134.2834768,81.81818182,141.9200376,81.81818182,142.161756,81.81818182,137.0395663,81.81818182,140.4543595,81.81818182,148.4964912,81.81818182,104.136836,81.81818182,122.5790749,81.81818182,133.562602,81.81818182,134.3127214,81.81818182,133.7099395,81.81818182,78.73365544,81.81818182,54.14046008,81.81818182,69.87996676,81.81818182,73.18288815,81.81818182,44.60431762,81.81818182,43.91651929,81.81818182,42.44716292,81.81818182,42.24055394,81.81818182,58.89771511,81.81818182,45.1471137,81.81818182,84.37369916,81.81818182,168.0165465,81.81818182,101.5180826,81.81818182,117.7860759,81.81818182,147.0253645,81.81818182,145.8503919,81.81818182,77.52918533,81.81818182,149.6056835,81.81818182,104.2998438,81.81818182,117.8814185,81.81818182,136.0778998,81.81818182,134.5037369,81.81818182,78.35481739,81.81818182,54.47346018,81.81818182,70.24107607,81.81818182,73.89399616,81.81818182,44.66029762,81.81818182,43.95368686,81.81818182,42.46942277,81.81818182,42.26028465,81.81818182,59.28202452,81.81818182,75.6726306,81.81818182,101.3356324,81.81818182,168.2882834,81.81818182,102.1252459,81.81818182,115.5487817,81.81818182,147.4807979,81.81818182,146.2339376,81.81818182,78.25735162,81.81818182,150.9362167,81.81818182,105.3342387,81.81818182,128.0680563,81.81818182,137.5230031,81.81818182,135.7355574,81.81818182,79.21962456,81.81818182,142.7133567,81.81818182,84.37369916,81.81818182,168.2882834,
,10,90.90909091,40,90.90909091,57.48960495,90.90909091,54.73264198,90.90909091,53.97103501,90.90909091,50.34836485,90.90909091,55.51828403,90.90909091,54.79138514,90.90909091,51.39744468,90.90909091,74.38463001,90.90909091,78.52579618,90.90909091,45.88373461,90.90909091,45.10172135,90.90909091,43.58514907,90.90909091,43.31417674,90.90909091,86.06907866,90.90909091,106.8957461,90.90909091,46.07953082,90.90909091,52.95845554,90.90909091,69.4724079,90.90909091,70.50370528,90.90909091,113.1284673,90.90909091,113.6245015,90.90909091,135.7289301,90.90909091,137.754925,90.90909091,62.21888647,90.90909091,50.5109369,90.90909091,55.99984601,90.90909091,64.55603474,90.90909091,42.82533279,90.90909091,42.85371377,90.90909091,44.53456121,90.90909091,44.57906127,90.90909091,42.79325701,90.90909091,25,90.90909091,152.3976465,90.90909091,159.1121934,90.90909091,151.5682219,90.90909091,161.1412673,90.90909091,157.9502522,90.90909091,152.7309345,90.90909091,159.5961183,90.90909091,161.6099646,90.90909091,152.0956719,90.90909091,158.4385337,90.90909091,97.58247276,90.90909091,176.3665729,90.90909091,107.5872556,90.90909091,122.9586454,90.90909091,153.4972492,90.90909091,153.748945,90.90909091,153.4401338,90.90909091,82.77555509,90.90909091,156.6507837,90.90909091,139.6029008,90.90909091,148.265252,90.90909091,143.0515318,90.90909091,148.456367,90.90909091,146.6547553,90.90909091,157.500462,90.90909091,141.4954413,90.90909091,149.7266781,90.90909091,149.9650064,90.90909091,144.5275069,90.90909091,148.1525066,90.90909091,156.2332109,90.90909091,110.2395242,90.90909091,129.133018,90.90909091,140.7407866,90.90909091,141.5526555,90.90909091,140.901982,90.90909091,83.9005925,90.90909091,56.74325843,90.90909091,74.13049751,90.90909091,78.16392058,90.90909091,45.35925934,90.90909091,44.54144618,90.90909091,42.8945185,90.90909091,42.66767164,90.90909091,61.77755757,90.90909091,46.44298616,90.90909091,88.26026811,90.90909091,177.6916191,90.90909091,107.660672,90.90909091,124.8995879,90.90909091,155.6263698,90.90909091,154.3479701,90.90909091,82.39745397,90.90909091,157.4177707,90.90909091,110.4080761,90.90909091,124.1212593,90.90909091,143.4337618,90.90909091,141.7478725,90.90909091,83.48731322,90.90909091,57.15132628,90.90909091,74.54059576,90.90909091,78.94691127,90.90909091,45.42473581,90.90909091,44.58602714,90.90909091,42.922367,90.90909091,42.69269308,90.90909091,62.2027851,90.90909091,79.19961169,90.90909091,106.4691169,90.90909091,177.9861487,90.90909091,108.3236948,90.90909091,122.5126863,90.90909091,156.1233645,90.90909091,154.7653307,90.90909091,83.1934083,90.90909091,158.8586073,90.90909091,111.5324116,90.90909091,135.0571862,90.90909091,145.0041635,90.90909091,143.0832087,90.90909091,84.43039989,90.90909091,150.7875715,90.90909091,88.26026811,90.90909091,177.9861487,
,11,100,40,100,60.29375926,100,57.185858,100,56.33695381,100,52.26015378,100,58.13258104,100,57.33273077,100,53.56649047,100,78.68627341,100,83.52093027,100,46.74537787,100,45.83652623,100,44.16356319,100,43.87007347,100,89.12608563,100,109.9064157,100,47.17407989,100,55.2257192,100,72.47990824,100,73.73464475,100,119.0726517,100,119.6539267,100,142.2179716,100,144.4445749,100,65.15936195,100,52.22070531,100,58.20133623,100,66.90447415,100,43.3071183,100,43.34166656,100,45.20144331,100,45.25366929,100,43.27219861,100,25,100,160.5236956,100,167.5165154,100,159.5042584,100,169.6520116,100,166.2694272,100,160.8949081,100,168.0437271,100,170.1563606,100,160.086971,100,166.7998974,100,101.8339031,100,185.3668015,100,113.5509579,100,129.7035122,100,161.4894566,100,161.7603424,100,161.428187,100,87.6438499,100,164.6669848,100,146.2174885,100,155.4886959,100,149.9854193,100,155.6786716,100,153.7809209,100,165.5823268,100,148.2780294,100,157.0736812,100,157.3073148,100,151.5884762,100,155.4010353,100,163.4683131,100,116.1278983,100,135.3184452,100,147.5128482,100,148.3838245,100,147.6881749,100,89.01774387,100,59.4438548,100,78.39908393,100,83.12644823,100,46.15576505,100,45.20877275,100,43.38240353,100,43.13500338,100,64.66927097,100,47.67635185,100,91.93241941,100,186.790831,100,113.6271967,100,131.7634348,100,163.7752509,100,162.4029529,100,87.23388176,100,164.7184718,100,116.29912,100,130.0026194,100,150.3653709,100,148.5786879,100,88.57109713,100,59.93309789,100,78.85915555,100,83.9782261,100,46.23094311,100,45.26108286,100,43.41637172,100,43.16587216,100,65.13395631,100,82.56957456,100,111.3353934,100,187.1070021,100,114.3444989,100,129.2348699,100,164.312238,100,162.8528344,100,88.09588949,100,166.264865,100,117.5096352,100,141.6558471,100,152.0557434,100,150.0131217,100,89.589267,100,158.4169391,100,91.93241941,100,187.1070021,
,12,142,40,142,70.21015522,142,66.20600374,142,65.20424815,142,60.0841787,142,67.91137092,142,67.05533785,142,62.77328559,142,88.62881156,142,95.28878241,142,49.78497623,142,48.62804901,142,46.81017254,142,46.50731625,142,96.82456196,142,113.8186339,142,51.03839048,142,62.88231596,142,74.08551171,142,76.45358479,142,110.8171437,142,111.7388105,142,117.7373413,142,120.1670436,142,72.64616205,142,60.21627678,142,67.63523233,142,54.42248119,142,45.63894714,142,45.70239887,142,47.80057033,142,47.88057463,142,45.59459211,142,25,142,138.8974896,142,142.0401379,142,136.6586927,142,143.0450672,142,140.9162757,142,139.3356938,142,142.590055,142,143.5260012,142,137.3143954,142,141.4554659,142,83.08208135,142,149.7816779,142,110.0677327,142,121.1555237,142,136.5996199,142,136.850613,142,136.5436962,142,95.74118,142,136.8492183,142,119.3062436,142,127.0477582,142,123.5106708,142,126.6883713,142,125.6291378,142,137.7299193,142,121.4084783,142,128.6512092,142,128.2683659,142,125.1382726,142,127.2250015,142,126.787094,142,108.2066718,142,110.2204639,142,120.4262558,142,121.2110301,142,120.5936198,142,97.56633164,142,69.04733362,142,88.25147947,142,94.88028888,142,48.99745559,142,47.80687915,142,45.71968328,142,45.44891238,142,72.04983326,142,39.61988478,142,75.45994552,142,151.0837418,142,110.1190716,142,122.7526608,142,138.6685512,142,137.4288518,142,95.34132786,142,127.8090979,142,108.3088931,142,106.2155397,142,122.7918971,142,121.3090297,142,97.14182651,142,69.91050281,142,88.83838742,142,95.76666759,142,49.10013772,142,47.88693771,142,45.78239712,142,45.50850358,142,72.54691216,142,68.46046543,142,91.56439702,142,151.3698116,142,110.8176478,142,120.7889652,142,139.1862877,142,137.8524237,142,96.18871303,142,129.2097885,142,109.442525,142,115.8911479,142,124.372586,142,122.6207006,142,98.12252332,142,131.9373507,142,75.45994552,142,151.3698116,
