Temperature Data
,13,184,40,184,75.00759295,184,71.06477156,184,70.18788358,184,65.57588779,184,73.36903476,184,72.74656953,184,69.55628304,184,90.65903192,184,95.75204091,184,52.50314101,184,51.37088298,184,49.56777434,184,49.26574484,184,104.5834259,184,121.0238683,184,53.74523483,184,67.68350999,184,75.37052696,184,78.75317144,184,103.4365248,184,104.6029669,184,101.9568785,184,104.2055319,184,74.25304285,184,67.91690087,184,76.23598009,184,50.1757356,184,48.17150833,184,48.25927772,184,50.4025395,184,50.50005767,184,48.12571129,184,25,184,123.8115108,184,125.2700267,184,121.333934,184,126.0250736,184,124.4613604,184,124.2609028,184,125.7517053,184,126.4019256,184,121.9891537,184,124.9310016,184,74.18074135,184,129.6345136,184,104.7722672,184,113.5261448,184,121.3710027,184,121.5849489,184,121.3470981,184,95.80337019,184,119.880373,184,103.1868437,184,110.1462336,184,107.7366418,184,109.8175621,184,109.123922,184,120.5974699,184,105.0278687,184,111.5001869,184,111.1185527,184,109.1633836,184,110.4668297,184,107.9288819,184,100.8773215,184,96.84653727,184,105.4152563,184,106.0675552,184,105.5783618,184,96.83914631,184,73.78220001,184,90.25370617,184,95.38833348,184,51.57332824,184,50.40831935,184,48.25468702,184,47.97300206,184,73.60818376,184,38.30395491,184,68.00614641,184,130.5618211,184,104.7480507,184,114.699824,184,122.8440276,184,121.957231,184,95.43589749,184,108.5942746,184,100.8842449,184,93.55768583,184,107.079299,184,106.0242646,184,96.46898796,184,74.9321434,184,90.89004859,184,96.14613009,184,51.68992218,184,50.50587032,184,48.34143344,184,48.05736316,184,74.04758333,184,62.05915055,184,81.27926289,184,130.7950032,184,105.3690917,184,113.1660166,184,123.2895943,184,122.3196994,184,96.19685607,184,109.7566184,184,101.8372703,184,101.5223329,184,108.4001152,184,107.1168357,184,97.30214423,184,115.8959186,184,68.00614641,184,130.7950032,
,14,226,40,226,76.77220378,226,73.10746373,226,72.38837103,226,68.52893138,226,75.80595406,226,75.42684011,226,73.44519705,226,89.82196545,226,93.08152296,226,54.78667119,226,53.77784722,226,52.14336949,226,51.86628904,226,112.1598461,226,128.8146735,226,55.74320006,226,70.74822096,226,75.73748823,226,79.86109729,226,97.92157906,226,99.25054315,226,92.48630067,226,94.61721737,226,74.0509173,226,74.9439758,226,84.03726507,226,48.7379742,226,50.6454833,226,50.7500803,226,52.74533039,226,52.85418944,226,50.60194849,226,25,226,113.5372866,226,114.1188376,226,111.0883755,226,114.696375,226,113.4937085,226,113.994774,226,114.5587697,226,115.0064272,226,111.7516029,226,113.9214858,226,69.30471129,226,116.8133489,226,99.71515533,226,107.1176268,226,111.1186539,226,111.3114643,226,111.1139511,226,93.54709093,226,108.8995025,226,93.47973353,226,99.72146643,226,97.96774137,226,99.39699495,226,98.9205771,226,109.5193874,226,95.16326168,226,100.9259044,226,100.5302418,226,99.28163373,226,100.1140391,226,96.87277047,226,94.89066374,226,88.74463278,226,96.05034008,226,96.62803689,226,96.21206819,226,93.75558239,226,75.56294328,226,89.40917392,226,92.74545023,226,53.78947416,226,52.75054047,226,50.72448126,226,50.45576261,226,73.38628317,226,38.05157018,226,63.69612256,226,117.5216092,226,99.64445895,226,108.0917923,226,112.2434503,226,111.5625591,226,93.19539091,226,97.33502619,226,94.84193877,226,85.70736822,226,97.31879842,226,96.50399707,226,93.41423717,226,76.8998462,226,90.08196189,226,93.42068286,226,53.91480309,226,52.85942231,226,50.82792472,226,50.55756491,226,73.78839283,226,59.06024938,226,75.43723337,226,117.7230811,226,100.2234139,226,106.7940189,226,112.6469179,226,111.8898587,226,93.91052044,226,98.36302402,226,95.69054366,226,92.74406972,226,98.49030847,226,97.47219727,226,94.1601102,226,105.5597197,226,63.69612256,226,117.7230811,
,15,268,40,268,76.91894978,268,73.53526488,268,72.94255496,268,69.70966329,268,76.45129664,268,76.253897,268,75.19174865,268,87.99862691,268,89.89176217,268,56.76716484,268,55.89790613,268,54.45524467,268,54.20680598,268,119.2987418,268,136.1870984,268,57.28523998,268,72.72669383,268,75.29859064,268,79.87131002,268,93.57261378,268,94.99166957,268,86.22557379,268,88.27684523,268,73.43202331,268,81.10830051,268,90.87106062,268,47.42196102,268,52.94502127,268,53.06085618,268,54.85687506,268,54.97364135,268,52.90483307,268,25,268,106.1829091,268,106.2832693,268,103.8273991,268,106.7391203,268,105.7685466,268,106.6441181,268,106.6986214,268,107.009436,268,104.4961625,268,106.1716782,268,65.79002836,268,108.0673484,268,95.35847567,268,101.9538361,268,103.824033,268,104.004407,268,103.8310575,268,90.77383076,268,101.3002022,268,87.03544449,268,92.71138723,268,91.34777934,268,92.37963264,268,92.03568155,268,101.8636356,268,88.62216637,268,93.82716283,268,93.41327741,268,92.59521695,268,93.14059059,268,89.64046767,268,90.1175416,268,83.08758774,268,89.63924955,268,90.17285977,268,89.79949226,268,90.39074485,268,75.74909911,268,87.58721642,268,89.57280433,268,55.75772338,268,54.86159582,268,53.01792364,268,52.76954564,268,72.76978302,268,37.3495751,268,60.47254937,268,108.6432703,268,95.25992715,268,102.8184456,268,104.7391011,268,104.1821559,268,90.43197132,268,89.98878873,268,90.0380737,268,80.17165252,268,90.68427017,268,90.00521706,268,90.06629745,268,77.18815338,268,88.28056551,268,90.19894392,268,55.8893826,268,54.97837791,268,53.13257968,268,52.8830894,268,73.15027995,268,56.74042529,268,71.31106999,268,108.8261347,268,95.81401061,268,101.6592966,268,105.1177918,268,104.48876,268,91.11996971,268,90.9373683,268,90.8249212,268,86.66176255,268,91.76744613,268,90.89988594,268,90.76052658,268,98.39939329,268,60.47254937,268,108.8261347,
,16,310,40,310,76.24305783,310,73.10341386,310,72.60353796,310,69.8418405,310,76.11253987,310,76.03889109,310,75.61007828,310,85.89339979,310,86.8803201,310,58.53121022,310,57.79420787,310,56.52854614,310,56.30636681,310,125.8583041,310,142.7963815,310,58.51932975,310,74.0004126,310,74.37499617,310,79.17282476,310,89.99052024,310,91.4462908,310,81.70730569,310,83.68472613,310,72.79381817,310,86.42955615,310,96.72293973,310,46.10300025,310,55.0584574,310,55.18179262,310,56.77912313,310,56.90124829,310,55.02170754,310,25,310,100.6225499,310,100.4427849,310,98.36669082,310,100.8153429,310,99.99912552,310,101.0809551,310,100.8391508,310,101.0588729,310,99.03199641,310,100.3832474,310,63.00179535,310,101.6869289,310,91.65987794,310,97.72239924,310,98.33082241,310,98.50165029,310,98.3445786,310,88.04268318,310,95.68363015,310,82.36988143,310,87.60634262,310,86.48925556,310,87.26811978,310,87.00849837,310,96.20704784,310,83.87901663,310,88.65588935,310,88.2295836,310,87.68247139,310,88.04721287,310,84.46264711,310,86.25469473,310,78.82351634,310,84.90360288,310,85.4041754,310,85.05999632,310,87.28093601,310,75.11957688,310,85.48944244,310,86.57616721,310,57.54423289,310,56.78341669,310,55.12511697,310,54.89789549,310,72.15010417,310,36.5509202,310,57.94231093,310,102.1781364,310,91.54673823,310,98.50957664,310,99.11180682,310,98.63433698,310,87.71152908,310,84.74536488,310,86.16067808,310,76.02743862,310,85.81280988,310,85.21713595,310,86.97117709,310,76.601173,310,86.1873042,310,87.16617084,310,57.68014636,310,56.90555207,310,55.24729173,310,55.01934116,310,72.51451155,310,54.722168,310,68.10041266,310,102.3478366,310,92.07945512,310,97.44927516,310,99.47144055,310,98.92504278,310,88.37520192,310,85.63454208,310,86.90109126,310,82.10655696,310,86.8298599,310,86.05672514,310,87.62639846,310,93.08907516,310,57.94231093,310,102.3478366,
,17,352,40,352,75.14319677,352,72.20672633,352,71.7722793,352,69.3501026,352,75.2220879,352,75.22628515,352,75.20045017,352,83.78751689,352,84.2382684,352,60.11630348,352,59.49778094,352,58.38565568,352,58.18602831,352,131.720462,352,148.47279,352,59.51367903,352,74.75357886,352,73.19635057,352,78.05510072,352,87.0032217,352,88.45732728,352,78.35139908,352,80.25513824,352,72.25205101,352,90.92590517,352,101.5762898,352,45.02078769,352,56.98584319,352,57.11381844,352,58.52918772,352,58.65453338,352,56.95230154,352,25,352,96.32688641,352,95.98879833,352,94.1659573,352,96.30616753,352,95.59276412,352,96.77644578,352,96.36811692,352,96.53033653,352,94.81933689,352,95.96000332,352,60.84813168,352,96.90998346,352,88.5581077,352,94.22836339,352,94.10865028,352,94.2713224,352,94.12602488,352,85.54522174,352,91.4334969,352,78.89741109,352,83.78662066,352,82.82863851,352,83.4479289,352,83.24149878,352,91.92603074,352,80.33868205,352,84.78230342,352,84.35326028,352,83.97279303,352,84.22643786,352,80.6522703,352,83.14481467,352,75.59278386,352,81.33159234,352,81.80543073,352,81.48311842,352,84.57220527,352,74.06731335,352,83.3947284,352,83.94785925,352,59.1728002,352,58.53310743,352,57.04668246,352,56.83928744,352,71.63681162,352,35.9264915,352,56.02178235,352,97.34499946,352,88.4385457,352,94.95822865,352,94.8006957,352,94.37618152,352,85.22559927,352,80.89452135,352,83.04465712,352,72.91274144,352,82.15125502,352,81.61123328,352,84.27596261,352,75.54993059,352,84.08455965,352,84.50811885,352,59.31107168,352,58.65845872,352,57.1735366,352,56.96569718,352,71.98741644,352,53.10905052,352,65.62816174,352,97.50445292,352,88.95073549,352,93.97175422,352,95.1437761,352,94.65321378,352,85.86503644,352,81.73585763,352,83.74695148,352,78.65948676,352,83.11470675,352,82.40622225,352,84.89863267,352,89.05841034,352,56.02178235,352,97.50445292,
,18,394,40,394,73.87617691,394,71.1062773,394,70.71704951,394,68.53504123,394,74.07337736,394,74.12260567,394,74.33341597,394,81.82368166,394,82.00023932,394,61.54341389,394,61.02821861,394,60.04590571,394,59.86514761,394,136.7921022,394,153.1299626,394,60.31120611,394,75.11009488,394,71.93551211,394,76.74731498,394,84.50841235,394,85.93688931,394,75.8088753,394,77.63917788,394,71.83495971,394,94.62978258,394,105.443222,394,44.18569735,394,58.73035435,394,58.86068152,394,60.11608919,394,60.24282627,394,58.69967605,394,25,394,92.96346886,394,92.54085028,394,90.88802235,394,92.82236269,394,92.17758258,394,93.40078446,394,92.90494564,394,93.03263519,394,91.52444458,394,92.52990498,394,59.19248075,394,93.26885157,394,85.97859803,394,91.34173465,394,90.81955431,394,90.97529941,394,90.83876705,394,83.34868551,394,88.16548754,394,76.26265093,394,80.87541736,394,80.02114873,394,80.54099999,394,80.36771624,394,88.63389538,394,77.64322437,394,81.82611195,394,81.40173038,394,81.12056053,394,81.3080071,394,77.78956371,394,80.64534168,394,73.12420165,394,78.59480543,394,79.04690921,394,78.7414897,394,82.28074311,394,72.84601397,394,81.44385501,394,81.72244229,394,60.653831,394,60.11968234,394,58.78600156,394,58.59632987,394,71.25285074,394,35.46593742,394,54.55931052,394,93.66552448,394,85.85721366,394,92.0303418,394,91.45104717,394,91.06275421,394,83.04041527,394,78.00537796,394,80.54321985,394,70.54334826,394,79.352314,394,78.85132526,394,81.99655071,394,74.30372984,394,82.11789256,394,82.25777654,394,60.79279993,394,60.24642174,394,58.91525343,394,58.72535051,394,71.59125475,394,51.85818897,394,63.72415867,394,93.81703191,394,86.35021071,394,91.09779903,394,91.77982368,394,91.3280915,394,83.65660253,394,78.80788576,394,81.21399905,394,76.02474481,394,80.27179739,394,79.60992352,394,82.59189367,394,85.95072769,394,54.55931052,394,93.81703191,
,19,436,40,436,72.60292056,436,69.97066971,436,69.61342472,436,67.60523875,436,72.86237901,436,72.93636393,436,73.28026392,436,80.05699785,436,80.12059914,436,62.83881124,436,62.41338427,436,61.5411877,436,61.37629999,436,141.1019506,436,156.8530763,436,60.95677988,436,75.1886884,436,70.70776673,436,75.4154816,436,82.40690053,436,83.79802425,436,73.8327887,436,75.59198822,436,71.53276812,436,97.65715182,436,108.4594789,436,43.51883682,436,60.31282328,436,60.44384942,436,61.56007874,436,61.68692159,436,60.2846678,436,25,436,90.26346317,436,89.79940114,436,88.26501507,436,90.05695178,436,89.45963881,436,90.68731954,436,90.15017718,436,90.25717736,436,88.8826816,436,89.79901204,436,57.88477585,436,90.40680042,436,83.82162446,436,88.93444107,436,88.19163865,436,88.34155078,436,88.21174147,436,81.44606465,436,85.58440735,436,74.2121744,436,78.59830686,436,77.81328146,436,78.27011677,436,78.11783881,436,86.03398897,436,75.5388326,436,79.51151932,436,79.09521326,436,78.87292603,436,79.02111722,436,75.57245081,436,78.61273332,436,71.18228257,436,76.44366246,436,76.87807688,436,76.58587812,436,80.35379399,436,71.61497929,436,79.69029034,436,79.85385126,436,62.00588778,436,61.56338616,436,60.36389658,436,60.18984798,436,70.98438032,436,35.10225456,436,53.4093999,436,90.77614019,436,83.70071557,436,89.59279296,436,88.78011441,436,88.41766513,436,81.14830052,436,75.77059874,436,78.51079766,436,68.68388998,436,77.15690193,436,76.68399808,436,80.08001202,436,73.03500799,436,80.34516589,436,80.36840025,436,62.1444047,436,61.69022887,436,60.49389721,436,60.31977273,436,71.31209644,436,50.86121552,436,62.22006236,436,90.92144184,436,84.17641483,436,88.69994292,436,89.09668175,436,88.67309959,436,81.7431893,436,76.54153059,436,79.15558651,436,73.95287514,436,78.0403141,436,77.41288281,436,80.65256225,436,83.49181562,436,53.4093999,436,90.92144184,
,20,478,40,478,71.38961718,478,68.87420887,478,68.54092609,478,66.66572447,478,71.68032281,478,71.76776734,478,72.18668196,478,78.47481799,478,78.51547693,478,64.03433658,478,63.68821582,478,62.91174986,478,62.76057754,478,144.7939729,478,159.8531903,478,61.49488414,478,75.09038728,478,69.55670338,478,74.13598508,478,80.59618535,478,81.9457519,478,72.23512953,478,73.92614561,478,71.3191011,478,100.177114,478,110.8407114,478,42.95389988,478,61.76840034,478,61.89906199,478,62.89249539,478,63.01861783,478,61.74249247,478,25,478,88.01266111,478,87.53118063,478,86.08496055,478,87.77187572,478,87.20957071,478,88.42303825,478,87.8702453,478,87.96450676,478,86.68384111,478,87.53761858,478,56.80733428,478,88.05846912,478,81.97739587,478,86.87767879,478,86.01088641,478,86.15580547,478,86.03144467,478,79.78368739,478,83.46282561,478,72.55313796,478,76.74514699,478,76.00944957,478,76.42431745,478,76.28602822,478,83.89728722,478,73.83131004,478,77.62644367,478,77.22001062,478,77.03370694,478,77.15790932,478,73.78391398,478,76.91357385,478,69.58802956,478,74.68886433,478,75.10847649,478,74.82713401,478,78.7058174,478,70.44020397,478,78.12065077,478,78.25835347,478,63.25710576,478,62.89554878,478,61.81539891,478,61.65527152,478,70.80324468,478,34.79284435,478,52.46557814,478,88.40675316,478,81.85786218,478,87.51225686,478,86.56635089,478,86.22378946,478,79.49539146,478,73.96889248,478,76.81253504,478,67.16019813,478,75.36779077,478,74.91677361,478,78.44098707,478,71.81785291,478,78.75555903,478,78.75518236,478,63.39444304,478,63.02166924,478,61.9450858,478,61.78499841,478,71.12145428,478,50.02737369,478,60.98271529,478,88.54704643,478,82.31804653,478,86.65007026,478,86.87236554,478,86.47071338,478,80.0709743,478,74.71342497,478,77.43535979,478,72.25344393,478,76.22084074,478,75.62073654,478,78.99411427,478,81.46948051,478,52.46557814,478,88.54704643,
,21,520,40,520,70.26583637,520,67.85008629,520,67.53503184,520,65.76305665,520,70.56804752,520,70.66167033,520,71.11782438,520,77.07059282,520,77.14340994,520,65.14227734,520,64.86642804,520,64.17373279,520,64.0345057,520,147.9312138,520,162.2318566,520,61.94457306,520,74.86232192,520,68.50105767,520,72.94253198,520,79.0328813,520,80.34004296,520,70.92382257,520,72.54968709,520,71.17921853,520,102.2656775,520,112.6895163,520,42.47614867,520,63.11092641,520,63.24044433,520,64.12542898,520,64.25023017,520,63.08702099,520,25,520,86.11897432,520,85.63436208,520,84.25504068,520,85.86293143,520,85.32696781,520,86.51633105,520,85.96309701,520,86.0496809,520,84.83582279,520,85.64506153,520,55.91030357,520,86.10702934,520,80.39516945,520,85.11341562,520,84.1823668,520,84.32296091,520,84.20307614,520,78.33465244,520,81.69774655,520,71.19036199,520,75.21589812,520,74.51575812,520,74.90246234,520,74.77356093,520,82.11990494,520,72.42461263,520,76.06971617,520,75.67348278,520,75.50850768,520,75.61849102,520,72.31610593,520,75.48126838,520,68.2634857,520,73.23645778,520,73.64350968,520,73.37116006,520,77.29384315,520,69.35117123,520,76.72814994,520,76.89480346,520,64.41810317,520,64.1282557,520,63.15429464,520,63.00656994,520,70.69403033,520,34.5326971,520,51.68295962,520,86.43889658,520,80.27758528,520,85.72900686,520,84.71217933,520,84.38512621,520,78.05493152,520,72.4915034,520,75.38174036,520,65.89665538,520,73.88888655,520,73.4549157,520,77.03687522,520,70.6853867,520,77.34340133,520,77.3763865,520,64.55373819,520,64.25305363,520,63.28288823,520,63.13528847,520,71.00371936,520,49.32628485,520,59.95313761,520,86.57504808,520,80.72387652,520,84.89104664,520,85.00899129,520,84.62465752,520,78.61310382,520,73.21363884,520,75.98577834,520,70.84223626,520,74.71604039,520,74.13768537,520,77.57328289,520,79.78576323,520,51.68295962,520,86.57504808,
,22,562,40,562,69.2440411,562,66.91363236,562,66.61267522,562,64.9220772,562,69.54557992,562,69.64080746,562,70.11020017,562,75.83202115,562,75.96906492,562,66.17270921,562,65.95934465,562,65.34044654,562,65.21170461,562,150.5785375,562,164.0860577,562,62.32079152,562,74.54025194,562,67.54732393,562,71.85100891,562,77.68108623,562,78.9470781,562,69.83416126,562,71.39806375,562,71.10034037,562,103.9894598,562,114.0979444,562,42.0717867,562,64.35259905,562,64.48041563,562,65.26939458,562,65.39245024,562,64.33048045,562,25,562,84.51406641,562,84.03451217,562,82.70699966,562,84.25423369,562,83.73848896,562,84.89918488,562,84.35415935,562,84.43636501,562,83.27082921,562,84.0478532,562,55.15776452,562,84.46930935,562,79.03450146,562,83.5956577,562,82.63701625,562,82.77386443,562,82.65770654,562,77.07392975,562,80.21518024,562,70.05736125,562,73.93971359,562,73.26580418,562,73.63346362,562,73.51091045,562,80.62727528,562,71.25170388,562,74.76972627,562,74.3835568,562,74.23056748,562,74.33256036,562,71.09677023,562,74.26691656,562,67.15299486,562,72.02195643,562,72.41827977,562,72.15348584,562,76.0823453,562,68.36044079,562,75.5003335,562,75.72798604,562,65.49810935,562,65.27201849,562,64.39272776,562,64.256069,562,70.64359409,562,34.31367379,562,51.02821883,562,84.78808084,562,78.9190892,562,84.19590822,562,83.14644287,562,82.83175032,562,76.80188775,562,71.26491439,562,74.16912423,562,64.83863828,562,72.65330443,562,72.23298427,562,75.83226082,562,69.6524024,562,76.09691686,562,76.19638924,562,65.63168129,562,65.39506996,562,64.51966927,562,64.38319625,562,70.94562308,562,48.73434019,562,59.08939302,562,84.92078631,562,79.35302001,562,83.37733457,562,83.43524001,562,83.06486421,562,77.3444846,562,71.96791747,562,74.75701095,562,69.65938945,562,73.45822854,562,72.89761536,562,76.35422443,562,78.3707662,562,51.02821883,562,84.92078631,
,23,604,40,604,68.32662238,604,66.06951858,604,65.77963648,604,64.15411229,604,68.62028374,604,68.714332,604,69.18211554,604,74.74439928,604,74.96297724,604,67.13407556,604,66.9764654,604,66.42297493,604,66.30350163,604,152.7987012,604,165.5042098,604,62.63549781,604,74.15163616,604,66.69465592,604,70.86617868,604,76.51090802,604,77.73814396,604,68.92000878,604,70.4252801,604,71.07182986,604,105.406087,604,115.1464425,604,41.72772619,604,65.50411311,604,65.62984343,604,66.33358581,604,66.45461027,604,65.48359239,604,25,604,83.14621252,604,82.67616247,604,81.38952382,604,82.88931901,604,82.38938694,604,83.52002301,604,82.98783,604,83.06776747,604,81.93777305,604,82.69110268,604,54.52177643,604,83.08409434,604,77.86221759,604,82.28723446,604,81.32289321,604,81.45649244,604,81.34346869,604,75.97845877,604,78.96063676,604,69.10656392,604,72.86547895,604,72.21130906,604,72.56599202,604,72.44776433,604,79.36447945,604,70.26462203,604,73.67481011,604,73.29821655,604,73.15129664,604,73.24924282,604,70.07384066,604,73.23269608,604,66.21473749,604,70.99806547,604,71.38518689,604,71.12679223,604,75.04165976,604,67.47061186,604,74.42244278,604,74.7285314,604,66.50523101,604,66.33602778,604,65.54134476,604,65.41458031,604,70.64117793,604,34.1277462,604,50.47589613,604,83.39224566,604,77.7490036,604,82.87495565,604,81.81583712,604,81.51116467,604,75.71323969,604,70.23636318,604,73.13668144,604,63.94547341,604,71.61233533,604,71.20313568,604,74.79758885,604,68.72277219,604,75.00171939,604,75.18552162,604,66.63650683,604,66.45704744,604,65.66624759,604,65.53971083,604,70.93632032,604,48.23162479,604,58.35941522,604,83.52205279,604,78.1719983,604,82.07206519,604,82.09764802,604,81.73870136,604,76.24200013,604,70.92295045,604,73.71064551,604,68.6602132,604,72.39810964,604,71.85218157,604,75.30705832,604,77.17289327,604,50.47589613,604,83.52205279,
,24,646,40,646,67.51019968,646,65.31619931,646,65.03514103,646,63.46230391,646,67.79200199,646,67.88325448,646,68.34058845,646,73.79243685,646,74.10053186,646,68.03354905,646,67.92585544,646,67.43064976,646,67.31942026,646,154.6501095,646,166.5644616,646,62.8984148,646,73.71772467,646,65.93802235,646,69.98611359,646,75.49716609,646,76.68867769,646,68.14732109,646,69.5973531,646,71.08485985,646,106.5649839,646,115.9039876,646,41.43355546,646,66.57483529,646,66.69823007,646,67.32605905,646,67.44487734,646,66.55574695,646,25,646,81.97534403,646,81.51693067,646,80.26308153,646,81.72513326,646,81.23778253,646,82.3388645,646,81.8216331,646,81.9006375,646,80.79722832,646,81.53283445,646,53.98108863,646,81.90531089,646,76.85087099,646,81.15755928,646,80.20007888,646,80.33086903,646,80.22049762,646,75.02751403,646,77.89290955,646,68.30279899,646,71.95510931,646,71.31608373,646,71.6618558,646,71.54659834,646,78.29000122,646,69.42786062,646,72.74644261,646,72.37874552,646,72.23420811,646,72.33056677,646,69.20898854,646,72.34888679,646,65.41714342,646,70.12935259,646,70.5085651,646,70.25562126,646,74.14699288,646,66.67856852,646,73.47919692,646,73.87191953,646,67.44660822,646,67.32833741,646,66.60946975,646,66.49157351,646,70.6779854,646,33.96891881,646,50.00695656,646,82.20470658,646,76.73976629,646,81.73492486,646,80.67948648,646,80.38305966,646,74.76832359,646,69.36705378,646,72.25458285,646,63.18666943,646,70.72957711,646,70.32956354,646,73.90816835,646,67.8940294,646,74.04269356,646,74.31901674,646,67.57545666,646,67.44715052,646,66.73208267,646,66.61444127,646,70.96694077,646,47.80255769,646,57.73884237,646,82.33208463,646,77.15313083,646,80.94487386,646,80.95523715,646,80.60576677,646,75.28485612,646,70.03951832,646,72.816527,646,67.81100082,646,71.49881417,646,70.96518788,646,74.40682019,646,76.15308212,646,50.00695656,646,82.3388645,
,25,688,40,688,66.78829683,688,64.64869738,688,64.37475451,688,62.84501828,688,67.05631566,688,67.14390837,688,67.58585283,688,72.96127534,688,73.36110553,688,68.87728832,688,68.81442937,688,68.37140889,688,68.26755097,688,156.1857052,688,167.3343778,688,63.11755248,688,73.25503775,688,65.27025874,688,69.20512142,688,74.61853918,688,75.77757662,688,67.49043576,688,68.88859454,688,71.13210896,688,107.5082961,688,116.4288669,688,41.18123875,688,67.57297649,688,67.69389069,688,68.25389422,688,68.370414,688,67.55517546,688,25,688,80.96988357,688,80.52382818,688,79.29666623,688,80.72823578,688,80.25104618,688,81.32410755,688,80.82244796,688,80.9013488,688,79.81815566,688,80.54028413,688,53.51941083,688,80.89756349,688,75.97758051,688,80.18118718,688,79.23732737,688,79.36567945,688,79.25756896,688,74.20272873,688,76.98022765,688,67.61950882,688,71.17963325,688,70.55244041,688,70.89204855,688,70.77884579,688,77.37178232,688,68.71453472,688,71.95525611,688,71.59569735,688,71.45128419,688,71.54755958,688,68.47339184,688,71.59176878,688,64.73601375,688,69.38874297,688,69.76111845,688,69.51285078,688,73.37755142,688,65.9781234,688,72.65578707,688,73.13762067,688,68.32854527,688,68.25602503,688,67.60527672,688,67.49534915,688,70.74681401,688,33.83276218,688,49.60695548,688,81.18966032,688,75.86844099,688,80.74991347,688,79.70548066,688,79.4159202,688,73.94884497,688,68.62786956,688,71.49907,688,62.53896159,688,69.97727114,688,69.58493636,688,73.14330336,688,67.16023891,688,73.20506187,688,73.57613226,688,68.45491078,688,68.37253946,688,67.72545252,688,67.61579558,688,71.03021291,688,47.43506431,688,57.20895971,688,81.31497405,688,76.27334568,688,79.97047016,688,79.97595753,688,79.63443108,688,74.45461055,688,69.288115,688,72.05060103,688,67.08590057,688,70.73216674,688,70.20894367,688,73.63257736,688,75.28115592,688,49.60695548,688,81.32410755,
,26,730,40,730,66.15298781,730,64.06032718,730,63.79217876,730,62.29799349,730,66.40658683,730,66.49013386,730,66.91425115,730,72.2370039,730,72.72734474,730,69.67062699,730,69.64816351,730,69.25206552,730,69.15483018,730,157.4525943,730,167.8714106,730,63.29958335,730,72.77644817,730,64.68331235,730,68.51560998,730,73.85680437,730,74.98662425,730,66.92963777,730,68.27925297,730,71.2074921,730,108.2718129,730,116.7697639,730,40.96440754,730,68.50574387,730,68.62411201,730,69.12332046,730,69.23751285,730,68.48910279,730,25,730,80.10439274,730,79.6706015,730,78.46542291,730,79.87205977,730,79.40318076,730,80.45028054,730,79.96392398,730,80.04322202,730,78.97564484,730,79.68736298,730,53.12402234,730,80.03300529,730,75.22308953,730,79.3367057,730,78.4096359,730,78.53587667,730,78.42969982,730,73.48794338,730,76.19756063,730,67.03625931,730,70.51657113,730,69.89877735,730,70.23409613,730,70.12232297,730,76.58459177,730,68.10396357,730,71.27847312,730,70.92628488,730,70.7806579,730,70.87774257,730,67.8449742,730,70.94216546,730,64.15239434,730,68.75514964,730,69.12161808,730,68.87737107,730,72.71581591,730,65.36164095,730,71.93837153,730,72.50836313,730,69.15661312,730,69.12531789,730,68.53594073,730,68.43319214,730,70.84173752,730,33.71580727,730,49.26465226,730,80.31895826,730,75.11574329,730,79.89817043,730,78.86833942,730,78.58455319,730,73.23871627,730,67.99650103,730,70.85092831,730,61.98415276,730,69.33382715,730,68.9479764,730,72.48555657,730,66.5137743,730,72.4749372,730,72.93942056,730,69.28049758,730,69.23950487,730,68.65361163,730,68.55114078,730,71.12015029,730,47.11958573,730,56.75514525,730,80.44252248,730,75.51323795,730,79.12756473,730,79.13424074,730,78.79942764,730,73.73502999,730,68.64617487,730,71.39343931,730,66.46468332,730,70.07628197,730,69.56192962,730,72.96669874,730,74.53333494,730,49.26465226,730,80.45028054,
